Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): NEUROSCIENCE & BEHAVIOR   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"29","UNIVERSITY OF MELBOURNE","AUSTRALIA","6438","239025","37.13","192"
"30","KAROLINSKA INSTITUTET","SWEDEN","6258","238688","38.14","219"
"31","MCGILL UNIVERSITY","CANADA","6887","236881","34.40","199"
"32","YALE UNIVERSITY","USA","6709","232981","34.73","207"
"33","NEW YORK UNIVERSITY","USA","5638","221816","39.34","180"
"34","WASHINGTON UNIVERSITY (WUSTL)","USA","5681","220341","38.79","260"
"35","UNIVERSITY OF CAMBRIDGE","ENGLAND","5451","220030","40.37","194"
"36","ASSISTANCE PUBLIQUE HOPITAUX PARIS (APHP)","FRANCE","6661","212815","31.95","193"
"37","UNIVERSITY OF WASHINGTON","USA","5645","209530","37.12","187"
"38","UNIVERSITY OF WASHINGTON SEATTLE","USA","5590","207646","37.15","184"
"39","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","7437","204941","27.56","131"
"40","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","6138","203751","33.20","183"
"41","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","6264","203215","32.44","178"
"42","UNIVERSITY OF PITTSBURGH","USA","6532","197067","30.17","176"
"43","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","5297","194106","36.64","165"
"44","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","4807","192555","40.06","145"
"45","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","5622","190073","33.81","177"
"46","BRIGHAM & WOMEN'S HOSPITAL","USA","5142","189777","36.91","196"
"47","MAX PLANCK SOCIETY","GERMANY (FED REP GER)","5344","189739","35.51","128"
"48","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","6096","185782","30.48","92"
"49","UNIVERSITY OF SYDNEY","AUSTRALIA","5199","176599","33.97","133"
"50","SORBONNE UNIVERSITE","FRANCE","5525","176455","31.94","144"
"51","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","4862","173425","35.67","167"
"52","IMPERIAL COLLEGE LONDON","ENGLAND","3647","170484","46.75","170"
"53","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","5433","169579","31.21","150"
"54","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","3119","167609","53.74","208"
"55","UNIVERSITY OF AMSTERDAM","NETHERLANDS","5012","166744","33.27","144"
"56","UNIVERSITY OF COPENHAGEN","DENMARK","5025","166266","33.09","145"
"57","UNIVERSITY OF MICHIGAN SYSTEM","USA","5196","163844","31.53","121"
"58","UNIVERSITY OF MICHIGAN","USA","5188","163774","31.57","121"
"59","EMORY UNIVERSITY","USA","5462","162589","29.77","142"
"60","NORTHWESTERN UNIVERSITY","USA","5005","158991","31.77","147"
"61","UNIVERSITE PARIS CITE","FRANCE","5733","158062","27.57","135"
"62","GERMAN CENTER FOR NEURODEGENERATIVE DISEASES (DZNE)","GERMANY (FED REP GER)","4037","155600","38.54","137"
"63","UNIVERSITY OF BRITISH COLUMBIA","CANADA","4821","153809","31.90","122"
"64","UNIVERSITY OF BARCELONA","SPAIN","4419","152294","34.46","106"
"65","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","4973","151968","30.56","100"
"66","DUKE UNIVERSITY","USA","4587","149690","32.63","136"
"67","UNIVERSITY OF NORTH CAROLINA","USA","4195","144488","34.44","106"
"68","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","4244","144243","33.99","147"
"69","UNIVERSITY OF ZURICH","SWITZERLAND","4547","143117","31.48","111"
"70","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","4108","139835","34.04","107"
"71","CHINESE ACADEMY OF SCIENCES","CHINA MAINLAND","6260","139690","22.31","126"
"72","UTRECHT UNIVERSITY","NETHERLANDS","4207","136965","32.56","94"
"73","UNIVERSITY OF GOTHENBURG","SWEDEN","3380","136348","40.34","153"
"74","HOWARD HUGHES MEDICAL INSTITUTE","USA","2001","134556","67.24","164"
"75","UNIVERSITY OF EDINBURGH","SCOTLAND","2955","134179","45.41","138"
"76","MONASH UNIVERSITY","AUSTRALIA","4626","132075","28.55","95"
"77","CAPITAL MEDICAL UNIVERSITY","CHINA MAINLAND","7180","131795","18.36","89"
"78","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","3627","130392","35.95","97"
"79","UNIVERSITY OF CALGARY","CANADA","4420","129875","29.38","98"
"80","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","3426","128530","37.52","116"
"81","FLOREY INSTITUTE OF NEUROSCIENCE & MENTAL HEALTH","AUSTRALIA","3440","127634","37.10","108"
"82","UNIVERSITY OF CALIFORNIA LOS ANGELES MEDICAL CENTER","USA","3314","125286","37.81","140"
"83","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","5042","123236","24.44","79"
"84","ERASMUS MC","NETHERLANDS","3117","122564","39.32","111"
"85","BAYLOR COLLEGE OF MEDICINE","USA","4092","122464","29.93","106"
"86","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","3515","120530","34.29","85"
"87","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","3480","118964","34.19","96"
"88","CORNELL UNIVERSITY","USA","3621","117861","32.55","119"
"89","DAVID GEFFEN SCHOOL OF MEDICINE AT UCLA","USA","3045","117596","38.62","133"
"90","UNIVERSITY HEALTH NETWORK TORONTO","CANADA","3707","116445","31.41","93"
"91","KU LEUVEN","BELGIUM","3672","116267","31.66","98"
"92","CLEVELAND CLINIC FOUNDATION","USA","3024","115360","38.15","90"
"93","BOSTON UNIVERSITY","USA","3730","114474","30.69","97"
"94","UNIVERSITY OF FLORIDA","USA","4164","112538","27.03","67"
"95","UNIVERSITY OF COLORADO SYSTEM","USA","3698","112536","30.43","99"
"96","BOSTON CHILDREN'S HOSPITAL","USA","3030","111479","36.79","91"
"97","HOPITAL UNIVERSITAIRE PITIE-SALPETRIERE - APHP","FRANCE","3238","108736","33.58","93"
"98","UNIVERSITY SYSTEM OF MARYLAND","USA","3785","108378","28.63","71"
"99","UNIVERSITY OF CALIFORNIA IRVINE","USA","3353","107993","32.21","104"
"100","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","3248","107732","33.17","78"
"101","UNIVERSITY OF OSLO","NORWAY","3098","107638","34.74","84"
"102","SAPIENZA UNIVERSITY ROME","ITALY","4425","107468","24.29","70"
"103","OHIO STATE UNIVERSITY","USA","3466","105674","30.49","88"
"104","UNIVERSITY OF WISCONSIN SYSTEM","USA","3865","104972","27.16","101"
"105","UNIVERSITY OF MINNESOTA SYSTEM","USA","4007","104741","26.14","69"
"106","LUND UNIVERSITY","SWEDEN","2544","104353","41.02","126"
"107","UNIVERSITY OF QUEENSLAND","AUSTRALIA","3444","103860","30.16","77"
"108","UNIVERSITY OF GENEVA","SWITZERLAND","3090","103030","33.34","85"
"109","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","3921","102266","26.08","68"
"110","BETH ISRAEL DEACONESS MEDICAL CENTER","USA","2855","101922","35.70","80"
"111","INDIANA UNIVERSITY SYSTEM","USA","3506","101694","29.01","119"
"112","UNIVERSITE DE MONTREAL","CANADA","4211","101477","24.10","59"
"113","MAASTRICHT UNIVERSITY","NETHERLANDS","3695","100734","27.26","60"
"114","UNIVERSIDADE DE SAO PAULO","BRAZIL","4326","100636","23.26","59"
"115","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","2702","99000","36.64","94"
"116","RUSH UNIVERSITY","USA","2384","98504","41.32","89"
"117","CASE WESTERN RESERVE UNIVERSITY","USA","2679","98438","36.74","79"
"118","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","2523","97877","38.79","82"
"119","UNIVERSITY OF ALABAMA SYSTEM","USA","3026","97611","32.26","75"
"120","UNIVERSITY OF CALIFORNIA BERKELEY","USA","2031","97494","48.00","91"
"121","UNIVERSITY OF CALIFORNIA DAVIS","USA","3154","97321","30.86","76"
"122","UNIVERSITE PARIS SACLAY","FRANCE","3065","97040","31.66","68"
"123","AARHUS UNIVERSITY","DENMARK","3162","96960","30.66","89"
"124","FEINBERG SCHOOL OF MEDICINE","USA","3162","96893","30.64","93"
"125","HEINRICH HEINE UNIVERSITY DUSSELDORF","GERMANY (FED REP GER)","2505","96681","38.60","58"
"126","UNIVERSITY OF BASEL","SWITZERLAND","2582","96497","37.37","99"
"127","EBERHARD KARLS UNIVERSITY HOSPITAL","GERMANY (FED REP GER)","2743","96211","35.08","78"
"128","VANDERBILT UNIVERSITY","USA","3576","95313","26.65","73"
"129","UNIVERSITY OF WISCONSIN MADISON","USA","3411","95059","27.87","96"
"130","WEILL CORNELL MEDICINE","USA","2853","94738","33.21","97"
"131","HOSPITAL CLINIC DE BARCELONA","SPAIN","2307","94722","41.06","75"
"132","UNIVERSITY OF GRONINGEN","NETHERLANDS","2811","94531","33.63","61"
"133","LEIDEN UNIVERSITY","NETHERLANDS","2974","93767","31.53","77"
"134","UNIVERSITY OF ALABAMA BIRMINGHAM","USA","2807","93627","33.35","72"
"135","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","3275","93209","28.46","84"
"136","UNIVERSITY OF ILLINOIS SYSTEM","USA","3464","93114","26.88","52"
"137","OREGON HEALTH & SCIENCE UNIVERSITY","USA","2697","92899","34.45","73"
"138","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","2916","91236","31.29","99"
"139","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2599","91130","35.06","80"
"140","NIH NATIONAL INSTITUTE ON AGING (NIA)","USA","2020","90976","45.04","79"
"141","FUDAN UNIVERSITY","CHINA MAINLAND","4471","90962","20.34","79"
"142","NEWCASTLE UNIVERSITY - UK","ENGLAND","2345","90792","38.72","73"
"143","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","4401","89650","20.37","71"
"144","BROWN UNIVERSITY","USA","2997","89165","29.75","70"
"145","UNIVERSITY OF HELSINKI","FINLAND","2740","88608","32.34","71"
"146","AIX-MARSEILLE UNIVERSITE","FRANCE","3136","88054","28.08","46"
"147","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","2758","87837","31.85","71"
"148","UNIVERSITY OF ROCHESTER","USA","2471","87285","35.32","77"
"149","PENNSYLVANIA MEDICINE","USA","2445","87230","35.68","65"
"150","UNIVERSITY OF BONN","GERMANY (FED REP GER)","2607","86697","33.26","56"
"151","NIH NATIONAL INSTITUTE OF NEUROLOGICAL DISORDERS & STROKE (NINDS)","USA","2141","85628","39.99","73"
"152","WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO)","CANADA","3229","85607","26.51","57"
"153","COPENHAGEN UNIVERSITY HOSPITAL","DENMARK","2498","84921","34.00","61"
"154","UNIVERSITY OF MILAN","ITALY","2964","84329","28.45","65"
"155","UNIVERSITY OF MIAMI","USA","2930","84098","28.70","63"
"156","UNIVERSITY OF MARYLAND BALTIMORE","USA","2712","83994","30.97","58"
"157","UNIVERSITY OF LAUSANNE","SWITZERLAND","2412","83909","34.79","77"
"158","INDIANA UNIVERSITY BLOOMINGTON","USA","2964","83834","28.28","93"
"159","UNIVERSITY OF BERN","SWITZERLAND","2902","83156","28.65","76"
"160","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","2497","82939","33.22","73"
"161","UNIVERSITY SYSTEM OF GEORGIA","USA","3281","81566","24.86","51"
"162","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","2475","81450","32.91","66"
"163","UNIVERSITE DE BORDEAUX","FRANCE","2649","81164","30.64","69"
"164","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","3176","81064","25.52","53"
"165","UNIVERSITY OF CINCINNATI","USA","2735","80135","29.30","58"
"166","NYU LANGONE MEDICAL CENTER","USA","1683","79882","47.46","69"
"167","IDIBAPS","SPAIN","1825","79197","43.40","62"
"168","BROAD INSTITUTE","USA","1183","78442","66.31","107"
"169","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","3597","78200","21.74","41"
"170","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","2648","77151","29.14","67"
"171","PEKING UNIVERSITY","CHINA MAINLAND","3721","76555","20.57","71"
"172","HOSPITAL FOR SICK CHILDREN (SICKKIDS)","CANADA","2267","76110","33.57","49"
"173","TEL AVIV UNIVERSITY","ISRAEL","3351","76066","22.70","55"
"174","UTAH SYSTEM OF HIGHER EDUCATION","USA","2976","75485","25.36","58"
"175","CHILDRENS HOSPITAL OF PHILADELPHIA","USA","2222","75302","33.89","56"
"176","UNIVERSITY MEDICAL CENTER HAMBURG-EPPENDORF","GERMANY (FED REP GER)","2841","75233","26.48","50"
"177","UNIVERSITY OF TOKYO","JAPAN","2941","74554","25.35","41"
"178","RUTGERS UNIVERSITY SYSTEM","USA","2850","74364","26.09","49"
"179","JOHNS HOPKINS MEDICINE","USA","2504","73945","29.53","72"
"180","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","2393","73698","30.80","52"
"181","VITA-SALUTE SAN RAFFAELE UNIVERSITY","ITALY","2295","73207","31.90","73"
"182","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","2478","73112","29.50","47"
"183","UNIV LYON COMUE","N/A","2791","72526","25.99","46"
"184","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","2748","72491","26.38","49"
"185","YESHIVA UNIVERSITY","USA","2288","72355","31.62","57"
"186","UNIVERSITY OF UTAH","USA","2805","72087","25.70","55"
"187","ZHEJIANG UNIVERSITY","CHINA MAINLAND","3871","72038","18.61","62"
"188","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","2666","71719","26.90","33"
"189","ACADEMIC MEDICAL CENTER AMSTERDAM","NETHERLANDS","1365","71552","52.42","46"
"190","UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST","ENGLAND","1898","71436","37.64","69"
"191","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOUSTON","USA","2611","71211","27.27","47"
"192","UNIVERSITY OF OTTAWA","CANADA","2750","71201","25.89","56"
"193","UNIVERSITY OF MUNSTER","GERMANY (FED REP GER)","2280","70767","31.04","65"
"194","NIH NATIONAL INSTITUTE OF MENTAL HEALTH (NIMH)","USA","1748","70157","40.14","56"
"195","UNIVERSITY OF IOWA","USA","2600","70008","26.93","54"
"196","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","2543","69585","27.36","73"
"197","MEDICAL UNIVERSITY OF VIENNA","AUSTRIA","2168","69162","31.90","74"
"198","UNIVERSITY OF MANCHESTER","ENGLAND","1872","68654","36.67","57"
"199","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","2586","68442","26.47","43"
"200","CIBERNED","SPAIN","1999","67950","33.99","35"
"201","UNIVERSITY OF GLASGOW","SCOTLAND","1611","66959","41.56","57"
"202","MCMASTER UNIVERSITY","CANADA","2098","66898","31.89","52"
"203","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","2573","66598","25.88","45"
"204","RIGSHOSPITALET","DENMARK","2115","66552","31.47","52"
"205","MEDICAL UNIVERSITY OF SOUTH CAROLINA","USA","2219","66509","29.97","36"
"206","IRCCS OSPEDALE SAN RAFFAELE","ITALY","1986","65927","33.20","65"
"207","SAHLGRENSKA UNIVERSITY HOSPITAL","SWEDEN","1865","65326","35.03","106"
"208","UNIVERSITY OF ANTWERP","BELGIUM","1633","64994","39.80","40"
"209","UNIVERSITY GOTTINGEN HOSPITAL","GERMANY (FED REP GER)","1650","64934","39.35","66"
"210","UNIVERSITY OF VIRGINIA","USA","2222","64740","29.14","43"
"211","GERMAN CANCER RESEARCH CENTER (DKFZ)","GERMANY (FED REP GER)","1067","64505","60.45","47"
"212","MONTEFIORE MEDICAL CENTER","USA","2033","63957","31.46","48"
"213","NSW HEALTH","AUSTRALIA","2064","63925","30.97","40"
"214","RUHR UNIVERSITY BOCHUM","GERMANY (FED REP GER)","2596","63563","24.48","43"
"215","ALBERT EINSTEIN COLLEGE OF MEDICINE","USA","1963","62457","31.82","47"
"216","CARDIFF UNIVERSITY","WALES","1804","61995","34.37","44"
"217","CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS (CHUV)","SWITZERLAND","1788","61683","34.50","57"
"218","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","1555","61399","39.48","50"
"219","UNIV LILLE NORD FRANCE COMUE","N/A","2204","60849","27.61","39"
"220","UNIVERSITE DE MONTPELLIER","FRANCE","2316","60063","25.93","35"
"221","UNIVERSITY OF PADUA","ITALY","2523","59984","23.77","36"
"222","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","1596","59913","37.54","37"
"223","UNIVERSITE DE LILLE","FRANCE","2162","59782","27.65","39"
"224","ASSISTANCE PUBLIQUE-HOPITAUX DE MARSEILLE","FRANCE","1857","59528","32.06","37"
"225","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","1347","59425","44.12","44"
"226","KAROLINSKA UNIVERSITY HOSPITAL","SWEDEN","1773","59366","33.48","58"
"227","UNIV BRETAGNE LOIRE","N/A","2431","59278","24.38","33"
"228","HOWARD FLOREY INSTITUTE AFFILIATES","AUSTRALIA","1609","59138","36.75","46"
"229","UNIVERSITY OF KENTUCKY","USA","1917","59080","30.82","51"
"230","ETH ZURICH","SWITZERLAND","1936","58907","30.43","47"
"231","EGYPTIAN KNOWLEDGE BANK (EKB)","EGYPT","2750","58797","21.38","34"
"232","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2524","58735","23.27","46"
"233","HOSPITAL UNIVERSITARI VALL D'HEBRON","SPAIN","1721","58500","33.99","72"
"234","CHU LYON","FRANCE","1959","57957","29.58","39"
"235","UNIVERSITY OF TEXAS AUSTIN","USA","1947","57612","29.59","41"
"236","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","1960","57170","29.17","42"
"237","UNIVERSITY OF KIEL","GERMANY (FED REP GER)","1507","57074","37.87","46"
"238","MEDICAL UNIVERSITY OF INNSBRUCK","AUSTRIA","1566","56973","36.38","43"
"239","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","1780","56691","31.85","46"
"240","UPPSALA UNIVERSITY","SWEDEN","2018","56589","28.04","41"
"241","UNIVERSITY OF ILLINOIS CHICAGO","USA","2104","56400","26.81","27"
"242","UNIVERSITY OF GENOA","ITALY","2437","56393","23.14","37"
"243","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","2085","56207","26.96","27"
"244","TRINITY COLLEGE DUBLIN","IRELAND","1654","56157","33.95","63"
"245","UNIVERSITY OF CHICAGO","USA","2094","56055","26.77","35"
"246","PENNSYLVANIA STATE UNIVERSITY","USA","2470","55681","22.54","27"
"247","THOMAS JEFFERSON UNIVERSITY","USA","2008","54648","27.22","38"
"248","KYOTO UNIVERSITY","JAPAN","2150","54617","25.40","29"
"249","NANJING MEDICAL UNIVERSITY","CHINA MAINLAND","2993","54489","18.21","32"
"250","CATHOLIC UNIVERSITY OF THE SACRED HEART","ITALY","2082","54440","26.15","31"
"251","UNIVERSITY OF ARIZONA","USA","2108","54401","25.81","32"
"252","CEA","FRANCE","1481","54349","36.70","42"
"253","VU UNIVERSITY MEDICAL CENTER","NETHERLANDS","897","54287","60.52","25"
"254","GOETHE UNIVERSITY FRANKFURT","GERMANY (FED REP GER)","1864","53351","28.62","37"
"255","UNIVERSITY OF DUISBURG ESSEN","GERMANY (FED REP GER)","1890","53271","28.19","31"
"256","UNIVERSITE PSL","FRANCE","1648","52832","32.06","27"
"257","UNIVERSITY OF NOTTINGHAM","ENGLAND","1816","52727","29.03","44"
"258","TEHRAN UNIVERSITY OF MEDICAL SCIENCES","IRAN","2248","52706","23.45","29"
"259","RESEARCH CENTER JULICH","GERMANY (FED REP GER)","1798","52575","29.24","37"
"260","IRCCS SANTA LUCIA","ITALY","1998","52423","26.24","29"
"261","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","2708","52158","19.26","28"
"262","ULM UNIVERSITY","GERMANY (FED REP GER)","1704","52139","30.60","47"
"263","PHILIPPS UNIVERSITY MARBURG","GERMANY (FED REP GER)","1545","51837","33.55","42"
"264","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","2982","51622","17.31","31"
"265","LEIPZIG UNIVERSITY","GERMANY (FED REP GER)","2001","51555","25.76","44"
"266","UNIVERSITY OF ERLANGEN NUREMBERG","GERMANY (FED REP GER)","1951","51519","26.41","34"
"267","HELSINKI UNIVERSITY CENTRAL HOSPITAL","FINLAND","1325","51278","38.70","41"
"268","NIH NATIONAL INSTITUTE ON DRUG ABUSE (NIDA)","USA","1447","50896","35.17","26"
"269","CIBERSAM","SPAIN","1455","50739","34.87","49"
"270","SICHUAN UNIVERSITY","CHINA MAINLAND","3184","50676","15.92","30"
"271","UNIVERSITY HOSPITAL OF BERN","SWITZERLAND","2112","50487","23.90","46"
"272","UCL MEDICAL SCHOOL","ENGLAND","1476","50474","34.20","46"
"273","RIKEN","JAPAN","1544","50473","32.69","38"
"274","LAVAL UNIVERSITY","CANADA","2014","50203","24.93","29"
"275","UNIVERSITY OF BRISTOL","ENGLAND","1509","50111","33.21","31"
"276","BAYLOR COLLEGE MEDICAL HOSPITAL","USA","1804","50044","27.74","42"
"277","UNIVERSITY OF BOLOGNA","ITALY","2113","49796","23.57","46"
"278","CHU LILLE","FRANCE","1723","49705","28.85","36"
"279","SACKLER FACULTY OF MEDICINE","ISRAEL","2264","49446","21.84","32"
"280","UNIVERSITY OF FLORENCE","ITALY","1939","49155","25.35","31"
"281","NAGOYA UNIVERSITY","JAPAN","1604","49054","30.58","28"
"282","UNIVERSITY OF ALBERTA","CANADA","2244","48834","21.76","33"
"283","UNIVERSITE DE TOULOUSE","FRANCE","1779","48503","27.26","43"
"284","UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES","FRANCE","1529","48449","31.69","35"
"285","UNIVERSITE DE STRASBOURG","FRANCE","1521","48081","31.61","34"
"286","NEW YORK STATE PSYCHIATRY INSTITUTE","USA","1264","47763","37.79","37"
"287","CENTRE FOR ADDICTION & MENTAL HEALTH - CANADA","CANADA","1687","47541","28.18","34"
"288","UNIVERSITY ZURICH HOSPITAL","SWITZERLAND","1621","47475","29.29","47"
"289","IRCCS POLICLINICO GEMELLI","ITALY","1733","47389","27.35","30"
"290","VIRGINIA COMMONWEALTH UNIVERSITY","USA","1850","47136","25.48","31"
"291","NATIONAL & KAPODISTRIAN UNIVERSITY OF ATHENS","GREECE","1597","47120","29.51","39"
"292","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","2406","46896","19.49","41"
"293","UNIVERSITY AT BUFFALO, SUNY","USA","1834","46812","25.52","29"
"294","SUNNYBROOK HEALTH SCIENCE CENTER","CANADA","1606","46619","29.03","35"
"295","UNIVERSITY OF SOUTHAMPTON","ENGLAND","1012","46586","46.03","35"
"296","UNIVERSITY OF TURIN","ITALY","1744","46555","26.69","31"
"297","SUNNYBROOK RESEARCH INSTITUTE","CANADA","1597","46372","29.04","34"
"298","GHENT UNIVERSITY","BELGIUM","1862","46333","24.88","30"
"299","UNIVERSITY OF NEW MEXICO","USA","1445","46288","32.03","28"
"300","MELBOURNE HEALTH","AUSTRALIA","1669","46287","27.73","37"
"301","UNIVERSITY OF BIRMINGHAM","ENGLAND","1764","46227","26.21","30"
"302","YONSEI UNIVERSITY","SOUTH KOREA","2153","46062","21.39","40"
"303","UNIVERSITY OF SHEFFIELD","ENGLAND","1387","46057","33.21","35"
"304","UNIVERSITY OF BERGEN","NORWAY","1356","45743","33.73","42"
"305","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1349","45544","33.76","33"
"306","NATIONAL HOSPITAL FOR NEUROLOGY & NEUROSURGERY","ENGLAND","1360","45400","33.38","43"
"307","WAKE FOREST UNIVERSITY","USA","1807","45368","25.11","39"
"308","UNIVERSITY OF ADELAIDE","AUSTRALIA","1070","44936","42.00","24"
"309","QUEEN MARY UNIVERSITY LONDON","ENGLAND","1186","44926","37.88","44"
"310","CENTRAL INSTITUTE OF MENTAL HEALTH","GERMANY (FED REP GER)","1555","44645","28.71","34"
"311","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","1562","44091","28.23","40"
"312","UTMD ANDERSON CANCER CENTER","USA","1514","43783","28.92","26"
"313","MAYO CLINIC PHOENIX","USA","1044","43431","41.60","33"
"314","JOHANNES GUTENBERG UNIVERSITY OF MAINZ","GERMANY (FED REP GER)","1582","43317","27.38","37"
"315","FONDAZIONE IRCCS ISTITUTO NEUROLOGICO CARLO BESTA","ITALY","1547","43314","28.00","35"
