Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): PSYCHIATRY/PSYCHOLOGY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"79","MAASTRICHT UNIVERSITY","NETHERLANDS","3318","70735","21.32","85"
"80","ARIZONA STATE UNIVERSITY","USA","3576","70689","19.77","50"
"81","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","3303","70659","21.39","51"
"82","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","3481","69932","20.09","93"
"83","BROWN UNIVERSITY","USA","3676","68519","18.64","49"
"84","VANDERBILT UNIVERSITY","USA","3278","68487","20.89","64"
"85","AARHUS UNIVERSITY","DENMARK","2853","68171","23.89","80"
"86","MICHIGAN STATE UNIVERSITY","USA","3142","68097","21.67","60"
"87","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","2775","67869","24.46","76"
"88","UTAH SYSTEM OF HIGHER EDUCATION","USA","3645","66646","18.28","54"
"89","UNIVERSITY OF CALIFORNIA BERKELEY","USA","2524","66448","26.33","56"
"90","LEIDEN UNIVERSITY","NETHERLANDS","3180","66223","20.82","64"
"91","UNIVERSITY OF COLORADO SYSTEM","USA","3451","66149","19.17","56"
"92","UNIVERSITY OF OSLO","NORWAY","3853","65832","17.09","64"
"93","GHENT UNIVERSITY","BELGIUM","3333","65792","19.74","60"
"94","MONASH UNIVERSITY","AUSTRALIA","3868","65013","16.81","57"
"95","NEW YORK STATE PSYCHIATRY INSTITUTE","USA","2418","64953","26.86","66"
"96","INDIANA UNIVERSITY SYSTEM","USA","3531","64816","18.36","57"
"97","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","3065","64787","21.14","64"
"98","UNIVERSITY OF EDINBURGH","SCOTLAND","2781","64738","23.28","74"
"99","UNIVERSITY OF COPENHAGEN","DENMARK","3079","64566","20.97","69"
"100","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","2978","64510","21.66","51"
"101","ARIZONA STATE UNIVERSITY-TEMPE","USA","2969","63029","21.23","50"
"102","CENTRE FOR ADDICTION & MENTAL HEALTH - CANADA","CANADA","2744","61424","22.38","69"
"103","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","3249","60567","18.64","62"
"104","UNIVERSITY OF CHICAGO","USA","2599","60541","23.29","46"
"105","DEAKIN UNIVERSITY","AUSTRALIA","2775","60411","21.77","85"
"106","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","2813","60406","21.47","49"
"107","UNIVERSITY OF PADUA","ITALY","2983","60166","20.17","61"
"108","UNIVERSITY OF CALGARY","CANADA","2613","59247","22.67","67"
"109","CORNELL UNIVERSITY","USA","2591","57940","22.36","59"
"110","INDIANA UNIVERSITY BLOOMINGTON","USA","3043","57593","18.93","50"
"111","PURDUE UNIVERSITY SYSTEM","USA","2645","57493","21.74","54"
"112","TILBURG UNIVERSITY","NETHERLANDS","2747","57336","20.87","55"
"113","UNIVERSITY OF BRISTOL","ENGLAND","1958","57225","29.23","64"
"114","UNIVERSITE PARIS CITE","FRANCE","3476","57169","16.45","48"
"115","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","2674","57150","21.37","54"
"116","WASHINGTON UNIVERSITY (WUSTL)","USA","2965","56952","19.21","57"
"117","UNIVERSITY OF CALIFORNIA IRVINE","USA","2484","56774","22.86","65"
"118","PURDUE UNIVERSITY","USA","2535","55891","22.05","53"
"119","UNIVERSITY OF VIRGINIA","USA","2398","54968","22.92","54"
"120","UNIVERSITY OF FLORIDA","USA","2767","53334","19.28","46"
"121","UNIVERSITY OF CONNECTICUT","USA","2742","53183","19.40","45"
"122","UNIVERSITY OF MISSOURI SYSTEM","USA","3091","53102","17.18","41"
"123","CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM","USA","2925","52729","18.03","38"
"124","RUTGERS UNIVERSITY SYSTEM","USA","3287","52720","16.04","45"
"125","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","3212","52487","16.34","32"
"126","VIRGINIA COMMONWEALTH UNIVERSITY","USA","2455","52195","21.26","49"
"127","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","2332","51994","22.30","62"
"128","CARDIFF UNIVERSITY","WALES","1910","51726","27.08","67"
"129","UNIVERSITY OF OTTAWA","CANADA","2880","51417","17.85","59"
"130","UNIVERSITY OF HONG KONG","HONG KONG","2961","51367","17.35","50"
"131","SAPIENZA UNIVERSITY ROME","ITALY","3110","50937","16.38","40"
"132","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","3088","50917","16.49","45"
"133","TEL AVIV UNIVERSITY","ISRAEL","2944","50839","17.27","33"
"134","UNIVERSITY OF ALABAMA SYSTEM","USA","2881","50387","17.49","36"
"135","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","3110","50372","16.20","42"
"136","UNIVERSITE DE MONTREAL","CANADA","3316","49196","14.84","33"
"137","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","2345","48688","20.76","78"
"138","UNIVERSITY OF UTAH","USA","2432","48681","20.02","43"
"139","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","1337","48471","36.25","88"
"140","UNIVERSITY OF ILLINOIS CHICAGO","USA","2219","46908","21.14","30"
"141","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","2212","46795","21.16","30"
"142","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","2052","46706","22.76","66"
"143","MACQUARIE UNIVERSITY","AUSTRALIA","2427","46461","19.14","50"
"144","UNIVERSITY OF NOTTINGHAM","ENGLAND","1994","45927","23.03","52"
"145","UNIVERSITY OF BERN","SWITZERLAND","2228","45840","20.57","58"
"146","AUSTRALIAN CATHOLIC UNIVERSITY","AUSTRALIA","1446","45270","31.31","54"
"147","UNIVERSITY OF GEORGIA","USA","2254","45095","20.01","46"
"148","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","1665","45007","27.03","47"
"149","UNIVERSITY OF ROCHESTER","USA","1909","44874","23.51","41"
"150","WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO)","CANADA","2482","44577","17.96","34"
"151","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","2408","44491","18.48","44"
"152","UNIVERSITY OF MIAMI","USA","2374","44448","18.72","32"
"153","UNIVERSIDADE DE SAO PAULO","BRAZIL","2470","44392","17.97","53"
"154","PEKING UNIVERSITY","CHINA MAINLAND","2854","44386","15.55","40"
"155","TEMPLE UNIVERSITY","USA","2139","44214","20.67","34"
"156","STONY BROOK UNIVERSITY","USA","1620","44128","27.24","46"
"157","JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBLIC HEALTH","USA","2069","44101","21.32","41"
"158","TEXAS A&M UNIVERSITY SYSTEM","USA","2449","43602","17.80","35"
"159","NIH NATIONAL INSTITUTE OF MENTAL HEALTH (NIMH)","USA","1248","43207","34.62","50"
"160","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","2440","43190","17.70","42"
"161","ERASMUS UNIVERSITY ROTTERDAM - EXCL ERASMUS MC","NETHERLANDS","1742","42625","24.47","47"
"162","UNIVERSITY OF EXETER","ENGLAND","1731","42604","24.61","54"
"163","ORYGEN, THE NATIONAL CENTRE OF EXCELLENCE IN YOUTH MENTAL HEALTH","AUSTRALIA","1437","42504","29.58","66"
"164","UNIVERSITY OF IOWA","USA","2020","42294","20.94","27"
"165","BEIJING NORMAL UNIVERSITY","CHINA MAINLAND","3743","42173","11.27","24"
"166","CURTIN UNIVERSITY","AUSTRALIA","2072","42056","20.30","42"
"167","MCLEAN HOSPITAL","USA","1801","42054","23.35","45"
"168","IMPERIAL COLLEGE LONDON","ENGLAND","1415","41396","29.26","68"
"169","UNIVERSITY OF MISSOURI COLUMBIA","USA","2199","41132","18.70","34"
"170","UNIVERSITY OF BIRMINGHAM","ENGLAND","2013","40917","20.33","43"
"171","MCMASTER UNIVERSITY","CANADA","2357","40532","17.20","35"
"172","UNIVERSITY OF SUSSEX","ENGLAND","1658","40162","24.22","48"
"173","CHINESE ACADEMY OF SCIENCES","CHINA MAINLAND","3048","39871","13.08","26"
"174","LEIPZIG UNIVERSITY","GERMANY (FED REP GER)","2098","39680","18.91","41"
"175","UNIVERSITY OF SOUTH FLORIDA","USA","2228","39618","17.78","31"
"176","BAYLOR COLLEGE OF MEDICINE","USA","2343","39613","16.91","27"
"177","UNIVERSITY OF OTAGO","NEW ZEALAND","1400","39483","28.20","41"
"178","UNIVERSITY OF GENEVA","SWITZERLAND","2237","39254","17.55","41"
"179","NORTHWELL HEALTH","USA","1227","39243","31.98","72"
"180","ULM UNIVERSITY","GERMANY (FED REP GER)","2005","38638","19.27","44"
"181","UNIVERSITY OF HELSINKI","FINLAND","2224","38560","17.34","31"
"182","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","1917","38281","19.97","33"
"183","UNIVERSITY MEDICAL CENTER HAMBURG-EPPENDORF","GERMANY (FED REP GER)","2186","37970","17.37","31"
"184","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1900","37207","19.58","42"
"185","AUSTRALIAN NATIONAL UNIVERSITY","AUSTRALIA","1752","37076","21.16","38"
"186","UNIVERSITY OF LIVERPOOL","ENGLAND","1751","37047","21.16","37"
"187","UNIVERSITY OF OREGON","USA","1708","37019","21.67","29"
"188","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","1868","36961","19.79","20"
"189","DALHOUSIE UNIVERSITY","CANADA","1677","36927","22.02","30"
"190","UNIVERSITY OF COLORADO BOULDER","USA","1418","36666","25.86","31"
"191","UNIVERSITY OF SOUTHAMPTON","ENGLAND","1687","36561","21.67","47"
"192","UNIVERSITY OF YORK - UK","ENGLAND","1632","36342","22.27","36"
"193","NOTTINGHAM TRENT UNIVERSITY","ENGLAND","1421","36338","25.57","36"
"194","WESTERN SYDNEY UNIVERSITY","AUSTRALIA","1628","36337","22.32","35"
"195","UNIVERSITY OF HOUSTON","USA","2477","35626","14.38","28"
"195","UNIVERSITY OF HOUSTON SYSTEM","USA","2477","35626","14.38","28"
"197","UNIVERSITY OF BASEL","SWITZERLAND","1750","35494","20.28","42"
"198","UNIVERSITY OF ARIZONA","USA","1733","35403","20.43","39"
"199","UNIVERSITY OF HAIFA","ISRAEL","2652","35265","13.30","26"
"200","ASSISTANCE PUBLIQUE HOPITAUX PARIS (APHP)","FRANCE","2007","34818","17.35","30"
"201","UNIVERSITY OF LAUSANNE","SWITZERLAND","2028","34545","17.03","52"
"202","UNIVERSITY OF BERGEN","NORWAY","1750","34459","19.69","40"
"203","QUEENS UNIVERSITY - CANADA","CANADA","1541","33706","21.87","29"
"204","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","1980","33496","16.92","44"
"205","UNIVERSITY OF SHEFFIELD","ENGLAND","1539","33475","21.75","40"
"206","JOHANNES GUTENBERG UNIVERSITY OF MAINZ","GERMANY (FED REP GER)","1824","33469","18.35","38"
"207","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","1864","33411","17.92","31"
"208","UNIVERSITY OF KANSAS","USA","1952","33309","17.06","27"
"209","UNIVERSITY OF WATERLOO","CANADA","1613","32798","20.33","24"
"210","GRIFFITH UNIVERSITY","AUSTRALIA","1966","32781","16.67","25"
"211","UNIVERSITY OF GLASGOW","SCOTLAND","1308","32440","24.80","31"
"212","PRINCETON UNIVERSITY","USA","1057","32210","30.47","50"
"213","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1813","32153","17.73","37"
"214","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","1932","31927","16.53","47"
"215","UNIVERSITY OF BATH","ENGLAND","1453","31652","21.78","36"
"216","UNIVERSITY OF MUNSTER","GERMANY (FED REP GER)","1681","31634","18.82","38"
"217","UNIVERSITY OF KENTUCKY","USA","1873","31601","16.87","20"
"218","UNIVERSITY OF ALBERTA","CANADA","1989","31416","15.79","20"
"219","NORTHEASTERN UNIVERSITY","USA","1388","31344","22.58","41"
"220","UNIVERSITY OF BOLOGNA","ITALY","1606","31131","19.38","36"
"221","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","1643","31043","18.89","31"
"222","STOCKHOLM UNIVERSITY","SWEDEN","1505","30952","20.57","26"
"223","UNIVERSITY OF CINCINNATI","USA","1834","30940","16.87","27"
"224","UNIVERSITY OF MILANO-BICOCCA","ITALY","1721","30887","17.95","34"
"225","BETH ISRAEL DEACONESS MEDICAL CENTER","USA","1050","30702","29.24","42"
"226","UNIVERSITY OF QUEBEC","CANADA","2424","30535","12.60","23"
"227","UNIVERSITY AT BUFFALO, SUNY","USA","1575","30182","19.16","24"
"228","RUHR UNIVERSITY BOCHUM","GERMANY (FED REP GER)","1843","30155","16.36","28"
"229","UNIVERSITY HEALTH NETWORK TORONTO","CANADA","1290","30083","23.32","35"
"230","VA BOSTON HEALTHCARE SYSTEM","USA","1343","29910","22.27","21"
"231","GEORGIA STATE UNIVERSITY","USA","1773","29786","16.80","21"
"232","CARNEGIE MELLON UNIVERSITY","USA","948","29670","31.30","30"
"233","UNIVERSITY OF ALABAMA TUSCALOOSA","USA","1602","29659","18.51","14"
"234","YORK UNIVERSITY - CANADA","CANADA","1878","29582","15.75","21"
"235","UNIVERSITY OF CAPE TOWN","SOUTH AFRICA","1301","29459","22.64","35"
"236","UNIVERSITY OF KENT","ENGLAND","1103","29442","26.69","33"
"237","UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE","USA","1742","29433","16.90","33"
"238","UNIVERSITY OF WARWICK","ENGLAND","1586","29239","18.44","22"
"239","UNIVERSITY OF NEBRASKA SYSTEM","USA","1891","29190","15.44","20"
"240","HEBREW UNIVERSITY OF JERUSALEM","ISRAEL","1833","29170","15.91","20"
"241","UNIVERSITY OF VIENNA","AUSTRIA","1714","28957","16.89","27"
"242","TRINITY COLLEGE DUBLIN","IRELAND","1323","28882","21.83","31"
"243","FLINDERS UNIVERSITY SOUTH AUSTRALIA","AUSTRALIA","1582","28785","18.20","32"
"244","AUTONOMOUS UNIVERSITY OF MADRID","SPAIN","1676","28779","17.17","21"
"245","UNIVERSITY OF VALENCIA","SPAIN","2167","28762","13.27","17"
"246","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","1819","28752","15.81","26"
"247","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","BRAZIL","1102","28709","26.05","34"
"248","ERASMUS MC","NETHERLANDS","1200","28607","23.84","36"
"249","HOSPITAL CLINIC DE BARCELONA","SPAIN","1125","28503","25.34","49"
"250","CITY ST GEORGES, UNIVERSITY OF LONDON","ENGLAND","1084","28406","26.20","28"
"251","UNIVERSITY OF ADELAIDE","AUSTRALIA","1345","28331","21.06","26"
"252","CENTRAL INSTITUTE OF MENTAL HEALTH","GERMANY (FED REP GER)","1259","28258","22.44","38"
"253","FEINBERG SCHOOL OF MEDICINE","USA","1537","28210","18.35","24"
"254","LA TROBE UNIVERSITY","AUSTRALIA","1686","27998","16.61","26"
"255","BAR ILAN UNIVERSITY","ISRAEL","1881","27842","14.80","21"
"256","FLORIDA INTERNATIONAL UNIVERSITY","USA","1555","27826","17.89","17"
"257","NEVADA SYSTEM OF HIGHER EDUCATION (NSHE)","USA","1514","27801","18.36","19"
"258","UNIVERSITY OF MACAU","MACAU","1532","27748","18.11","34"
"259","SAN DIEGO STATE UNIVERSITY","USA","1410","27709","19.65","27"
"260","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","1299","27501","21.17","16"
"261","UNIVERSITY OF GOTHENBURG","SWEDEN","1616","27462","16.99","16"
"262","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOUSTON","USA","1423","27231","19.14","16"
"263","BAYLOR COLLEGE MEDICAL HOSPITAL","USA","1360","26657","19.60","17"
"264","DARTMOUTH COLLEGE","USA","1264","26479","20.95","25"
"265","BRIGHAM YOUNG UNIVERSITY","USA","1238","26421","21.34","21"
"266","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","1109","26211","23.63","30"
"267","UNIVERSITY OF MARYLAND BALTIMORE","USA","1251","26177","20.92","24"
"268","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","1660","26147","15.75","15"
"269","COPENHAGEN UNIVERSITY HOSPITAL","DENMARK","1090","26142","23.98","31"
"270","PHILIPPS UNIVERSITY MARBURG","GERMANY (FED REP GER)","1554","26135","16.82","25"
"271","BRIGHAM & WOMEN'S HOSPITAL","USA","1147","26113","22.77","37"
"272","UNIVERSITY OF CALIFORNIA SANTA BARBARA","USA","1205","26074","21.64","21"
"273","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","1217","26053","21.41","33"
"274","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","1495","25997","17.39","36"
"275","BLACK DOG INSTITUTE","AUSTRALIA","728","25933","35.62","33"
"276","ULSTER UNIVERSITY","NORTHERN IRELAND","810","25885","31.96","28"
"277","LINKOPING UNIVERSITY","SWEDEN","1121","25799","23.01","26"
"278","UNIVERSITY OF LEEDS","ENGLAND","1228","25590","20.84","23"
"279","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","1525","25561","16.76","20"
"280","UNIVERSITY OF CALIFORNIA LOS ANGELES MEDICAL CENTER","USA","1156","25539","22.09","26"
"281","WEILL CORNELL MEDICINE","USA","1233","25404","20.60","27"
"282","NEWCASTLE UNIVERSITY - UK","ENGLAND","1156","25248","21.84","18"
"283","UNIVERSITY OF SOUTHERN DENMARK","DENMARK","1388","25172","18.14","27"
"284","IDIBAPS","SPAIN","934","25105","26.88","44"
"285","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","1613","25027","15.52","20"
"286","UPPSALA UNIVERSITY","SWEDEN","1507","25001","16.59","23"
"287","UNIVERSITY OF TURKU","FINLAND","1345","24942","18.54","32"
"288","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","1384","24805","17.92","14"
"289","LONDON SCHOOL ECONOMICS & POLITICAL SCIENCE","ENGLAND","932","24631","26.43","33"
"290","UNIVERSITY OF SOUTH CAROLINA COLUMBIA","USA","1584","24594","15.53","11"
"290","UNIVERSITY OF SOUTH CAROLINA SYSTEM","USA","1584","24594","15.53","11"
"292","UNIVERSITY OF CALIFORNIA RIVERSIDE","USA","1111","24517","22.07","16"
"293","UNIVERSITY OF NEW MEXICO","USA","1337","24464","18.30","19"
"294","NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU)","NORWAY","1721","24448","14.21","21"
"295","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","1386","24359","17.58","20"
"296","DAVID GEFFEN SCHOOL OF MEDICINE AT UCLA","USA","1093","24243","22.18","26"
"297","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1265","24229","19.15","43"
"298","GEORGE WASHINGTON UNIVERSITY","USA","1387","24216","17.46","21"
"299","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","1256","24132","19.21","16"
"300","UNIVERSITY OF NOTRE DAME","USA","1062","24129","22.72","28"
"301","UNIVERSITY OF NEWCASTLE","AUSTRALIA","1246","24123","19.36","26"
"302","BOSTON CHILDREN'S HOSPITAL","USA","1291","24091","18.66","16"
"303","SIMON FRASER UNIVERSITY","CANADA","1347","24081","17.88","18"
"304","UNIVERSITY OF POTSDAM","GERMANY (FED REP GER)","1362","24074","17.68","23"
"305","MEDICAL UNIVERSITY OF SOUTH CAROLINA","USA","1240","24065","19.41","19"
"306","NSW HEALTH","AUSTRALIA","1191","23983","20.14","22"
"307","LUND UNIVERSITY","SWEDEN","1554","23841","15.34","15"
"308","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","1371","23737","17.31","12"
"309","GOETHE UNIVERSITY FRANKFURT","GERMANY (FED REP GER)","1486","23734","15.97","24"
"310","SWINBURNE UNIVERSITY OF TECHNOLOGY","AUSTRALIA","1333","23673","17.76","25"
"311","UNIVERSITY OF TURIN","ITALY","1313","23551","17.94","25"
"312","FLOREY INSTITUTE OF NEUROSCIENCE & MENTAL HEALTH","AUSTRALIA","996","23534","23.63","21"
"313","EOTVOS LORAND UNIVERSITY","HUNGARY","1156","23528","20.35","32"
"314","CATHOLIC UNIVERSITY OF THE SACRED HEART","ITALY","1308","23401","17.89","24"
"315","UNIVERSITE CATHOLIQUE LOUVAIN","BELGIUM","1094","23371","21.36","28"
"316","DREXEL UNIVERSITY","USA","1302","23061","17.71","10"
"317","UNIVERSITY OF GRANADA","SPAIN","1866","23052","12.35","19"
"318","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","1000","22941","22.94","29"
"319","VA SAN DIEGO HEALTHCARE SYSTEM","USA","1025","22940","22.38","18"
