Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): PHARMACOLOGY & TOXICOLOGY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"72","CHENGDU UNIVERSITY OF TRADITIONAL CHINESE MEDICINE","CHINA MAINLAND","2424","45025","18.57","60"
"73","WENZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","3155","44890","14.23","26"
"74","UNIVERSITY OF WASHINGTON","USA","1838","44725","24.33","40"
"75","UNIVERSITY OF WASHINGTON SEATTLE","USA","1832","44647","24.37","40"
"76","BEIJING UNIVERSITY OF CHINESE MEDICINE","CHINA MAINLAND","2834","44469","15.69","35"
"77","UNIVERSITY OF PENNSYLVANIA","USA","2614","44206","16.91","47"
"78","UNIVERSITY OF NAPLES FEDERICO II","ITALY","2019","43763","21.68","42"
"79","SHAHID BEHESHTI UNIVERSITY MEDICAL SCIENCES","IRAN","2414","42883","17.76","29"
"80","KU LEUVEN","BELGIUM","2025","42778","21.12","24"
"81","SAPIENZA UNIVERSITY ROME","ITALY","2479","42750","17.24","19"
"82","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","2282","42682","18.70","39"
"83","JINAN UNIVERSITY","CHINA MAINLAND","2577","42035","16.31","28"
"84","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","1916","41966","21.90","24"
"85","IMPERIAL COLLEGE LONDON","ENGLAND","1643","41745","25.41","39"
"86","TABRIZ UNIVERSITY OF MEDICAL SCIENCE","IRAN","1856","41376","22.29","26"
"87","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","2266","40416","17.84","33"
"88","UNIVERSITY OF MICHIGAN SYSTEM","USA","2977","40411","13.57","31"
"89","UNIVERSITY OF MICHIGAN","USA","2974","40384","13.58","31"
"90","UNIVERSITY OF BARCELONA","SPAIN","2182","40018","18.34","27"
"91","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","1918","39836","20.77","27"
"92","UNIVERSITY OF FLORIDA","USA","2191","38923","17.76","36"
"93","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","1841","38786","21.07","23"
"94","UNIV BRETAGNE LOIRE","N/A","2062","38635","18.74","18"
"95","RUTGERS UNIVERSITY SYSTEM","USA","1627","38571","23.71","40"
"96","LEIDEN UNIVERSITY","NETHERLANDS","1553","38501","24.79","34"
"97","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1615","38070","23.57","39"
"98","UNIVERSITY OF CALIFORNIA SAN FRANCISCO","USA","1642","38009","23.15","36"
"99","NOVARTIS","SWITZERLAND","1951","37716","19.33","27"
"100","XI'AN JIAOTONG UNIVERSITY","CHINA MAINLAND","2273","37651","16.56","24"
"101","ISLAMIC AZAD UNIVERSITY","IRAN","2293","37606","16.40","45"
"102","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","2302","37588","16.33","14"
"103","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","1480","37435","25.29","32"
"104","GHENT UNIVERSITY","BELGIUM","1492","37058","24.84","31"
"105","UNIVERSITY OF OXFORD","ENGLAND","1463","36943","25.25","40"
"106","STANFORD UNIVERSITY","USA","1170","36086","30.84","48"
"107","UNIVERSITE PARIS SACLAY","FRANCE","1827","36077","19.75","24"
"108","ERASMUS MC","NETHERLANDS","1768","35974","20.35","23"
"109","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","621","35959","57.90","53"
"110","UNIVERSITY OF MELBOURNE","AUSTRALIA","1542","35284","22.88","30"
"111","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","2671","35140","13.16","14"
"112","CHINA MEDICAL UNIVERSITY","CHINA MAINLAND","2160","34684","16.06","33"
"113","UPPSALA UNIVERSITY","SWEDEN","1651","34573","20.94","29"
"114","CHINA ACADEMY OF CHINESE MEDICAL SCIENCES","CHINA MAINLAND","2179","34511","15.84","37"
"115","MAYO CLINIC","USA","1479","34037","23.01","29"
"116","WUHAN UNIVERSITY","CHINA MAINLAND","2128","34001","15.98","24"
"117","UNIVERSITY OF ILLINOIS SYSTEM","USA","1639","33852","20.65","31"
"118","DUKE UNIVERSITY","USA","1436","33498","23.33","31"
"119","BRIGHAM & WOMEN'S HOSPITAL","USA","1329","33353","25.10","43"
"120","NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, S.A.S. NAGAR (MOHALI)","INDIA","1734","33215","19.16","22"
"121","UNIVERSITY SYSTEM OF MARYLAND","USA","1709","33090","19.36","28"
"122","ANHUI MEDICAL UNIVERSITY","CHINA MAINLAND","2229","33050","14.83","16"
"123","UNIVERSITY SYSTEM OF GEORGIA","USA","1401","32922","23.50","30"
"124","UNIVERSITY OF PITTSBURGH","USA","1665","32829","19.72","26"
"125","JOHNSON & JOHNSON","USA","1725","32784","19.01","27"
"126","UNIVERSITY OF GRONINGEN","NETHERLANDS","1614","32547","20.17","28"
"127","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","1811","32364","17.87","18"
"128","SHANGHAI INSTITUTE OF MATERIA MEDICA, CAS","CHINA MAINLAND","1570","32334","20.59","19"
"129","MERCK & COMPANY","USA","1972","32263","16.36","14"
"130","UNIVERSITY OF MACAU","MACAU","1210","32151","26.57","25"
"131","KING'S COLLEGE LONDON","ENGLAND","1497","32111","21.45","26"
"132","NATIONAL & KAPODISTRIAN UNIVERSITY OF ATHENS","GREECE","1906","31886","16.73","29"
"133","NANJING UNIVERSITY","CHINA MAINLAND","1739","31515","18.12","17"
"134","NAVAL MEDICAL UNIVERSITY","CHINA MAINLAND","1716","31340","18.26","26"
"135","UNIVERSIDADE DE COIMBRA","PORTUGAL","1170","31097","26.58","40"
"136","UNIVERSITY OF BRITISH COLUMBIA","CANADA","1472","30908","21.00","35"
"137","UNIVERSITY OF FLORENCE","ITALY","1507","30888","20.50","13"
"138","UNIVERSITY OF MANCHESTER","ENGLAND","1248","30848","24.72","23"
"139","UNIVERSITY OF NOTTINGHAM","ENGLAND","951","30838","32.43","37"
"140","UNIVERSITY OF LIVERPOOL","ENGLAND","1279","30393","23.76","23"
"141","PURDUE UNIVERSITY SYSTEM","USA","1304","30350","23.27","25"
"142","PURDUE UNIVERSITY","USA","1296","30295","23.38","25"
"143","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","1409","29819","21.16","17"
"144","INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM)","INDIA","1472","29739","20.20","22"
"145","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","1179","29513","25.03","36"
"146","GENENTECH","USA","1288","29117","22.61","34"
"147","GUANGZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","1872","29048","15.52","18"
"148","UNIVERSITY OF BASEL","SWITZERLAND","1471","28992","19.71","19"
"149","UNIVERSITY OF MINNESOTA SYSTEM","USA","1646","28919","17.57","16"
"150","ROCHE HOLDING USA","USA","1298","28897","22.26","33"
"151","UNIVERSITY OF HELSINKI","FINLAND","1169","28867","24.69","26"
"152","SORBONNE UNIVERSITE","FRANCE","1442","28862","20.02","14"
"153","UNIVERSITY OF COLORADO SYSTEM","USA","1455","28514","19.60","23"
"154","SUNGKYUNKWAN UNIVERSITY (SKKU)","SOUTH KOREA","1591","28375","17.83","11"
"155","ABBVIE","USA","1435","28358","19.76","20"
"156","YALE UNIVERSITY","USA","1240","28258","22.79","28"
"157","UNIVERSITY OF CAMBRIDGE","ENGLAND","911","28249","31.01","37"
"158","ZHEJIANG CHINESE MEDICAL UNIVERSITY","CHINA MAINLAND","1965","28231","14.37","30"
"159","EMORY UNIVERSITY","USA","1122","27629","24.62","33"
"160","CNRS - INSTITUTE OF CHEMISTRY (INC)","FRANCE","1364","27575","20.22","11"
"161","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","1219","27341","22.43","20"
"162","QINGDAO UNIVERSITY","CHINA MAINLAND","1828","27169","14.86","28"
"163","TONGJI UNIVERSITY","CHINA MAINLAND","1697","27158","16.00","19"
"164","UNIVERSIDADE DE LISBOA","PORTUGAL","1399","27136","19.40","13"
"165","CHINA MEDICAL UNIVERSITY TAIWAN","TAIWAN","1765","27090","15.35","11"
"166","GLAXOSMITHKLINE UNITED KINGDOM","ENGLAND","1109","26932","24.28","21"
"167","UNIVERSITY OF TENNESSEE SYSTEM","USA","2095","26903","12.84","28"
"168","POLISH ACADEMY OF SCIENCES","POLAND","1331","26846","20.17","16"
"169","OHIO STATE UNIVERSITY","USA","1402","26804","19.12","21"
"170","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","1540","26632","17.29","15"
"171","NATIONAL TAIWAN UNIVERSITY","TAIWAN","1440","26399","18.33","8"
"172","SHANDONG FIRST MEDICAL UNIVERSITY & SHANDONG ACADEMY OF MEDICAL SCIENCES","CHINA MAINLAND","1981","26393","13.32","21"
"173","UNIVERSITY OF PADUA","ITALY","1398","26346","18.85","17"
"174","UNIVERSITY OF EDINBURGH","SCOTLAND","665","26281","39.52","35"
"175","CHONGQING MEDICAL UNIVERSITY","CHINA MAINLAND","1768","26185","14.81","18"
"176","JOHANNES GUTENBERG UNIVERSITY OF MAINZ","GERMANY (FED REP GER)","1060","26079","24.60","22"
"177","AL AZHAR UNIVERSITY","EGYPT","1634","26012","15.92","18"
"178","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","1317","25985","19.73","17"
"179","MASSACHUSETTS GENERAL HOSPITAL","USA","1059","25964","24.52","29"
"180","TIANJIN UNIVERSITY OF TRADITIONAL CHINESE MEDICINE","CHINA MAINLAND","1593","25829","16.21","23"
"181","NATIONAL RESEARCH CENTRE (NRC)","EGYPT","1557","25742","16.53","12"
"182","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","1343","25686","19.13","14"
"183","VANDERBILT UNIVERSITY","USA","1968","25646","13.03","27"
"184","BRISTOL-MYERS SQUIBB","USA","1413","25602","18.12","20"
"185","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1307","25574","19.57","21"
"186","UNIVERSITY OF BOLOGNA","ITALY","1389","25520","18.37","18"
"187","JAMIA HAMDARD UNIVERSITY","INDIA","1196","25431","21.26","16"
"188","KYUNG HEE UNIVERSITY","SOUTH KOREA","1639","25351","15.47","9"
"189","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","934","25347","27.14","31"
"190","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","1141","25344","22.21","19"
"191","UNIVERSITY OF HONG KONG","HONG KONG","1057","25276","23.91","20"
"192","UNIVERSITY OF AMSTERDAM","NETHERLANDS","1263","25145","19.91","17"
"193","HARBIN MEDICAL UNIVERSITY","CHINA MAINLAND","1606","25041","15.59","20"
"194","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","1285","24956","19.42","21"
"195","UTMD ANDERSON CANCER CENTER","USA","965","24939","25.84","27"
"196","NANCHANG UNIVERSITY","CHINA MAINLAND","1611","24842","15.42","13"
"197","UNIVERSITY OF MARYLAND BALTIMORE","USA","1362","24841","18.24","19"
"198","COLUMBIA UNIVERSITY","USA","2101","24682","11.75","21"
"199","UNIVERSITY OF TURIN","ITALY","1316","24662","18.74","16"
"200","PASTEUR NETWORK","FRANCE","1288","24617","19.11","23"
"201","UNIVERSITY OF ALBERTA","CANADA","1278","24593","19.24","22"
"202","CORNELL UNIVERSITY","USA","1017","24502","24.09","21"
"203","DALIAN MEDICAL UNIVERSITY","CHINA MAINLAND","1372","24464","17.83","10"
"204","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","1233","24422","19.81","16"
"205","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","1138","24305","21.36","21"
"206","UNIVERSITY OF ILLINOIS CHICAGO","USA","1268","24234","19.11","23"
"207","SOUTHEAST UNIVERSITY - CHINA","CHINA MAINLAND","1203","24220","20.13","10"
"208","IRAN UNIVERSITY OF MEDICAL SCIENCES","IRAN","1221","24175","19.80","24"
"209","MERCK & COMPANY USA","USA","1584","24148","15.24","9"
"210","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","1241","23944","19.29","23"
"211","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","1321","23923","18.11","17"
"212","AIX-MARSEILLE UNIVERSITE","FRANCE","1210","23904","19.76","16"
"213","AIN SHAMS UNIVERSITY","EGYPT","1395","23888","17.12","12"
"214","JANSSEN PHARMACEUTICALS","BELGIUM","1205","23689","19.66","20"
"215","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","827","23582","28.52","27"
"216","CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET)","ARGENTINA","1558","23567","15.13","18"
"217","UNIVERSITY OF PISA","ITALY","1296","23328","18.00","11"
"218","UNIV LYON COMUE","N/A","1050","23274","22.17","20"
"219","QUEENS UNIVERSITY BELFAST","NORTHERN IRELAND","893","23261","26.05","29"
"220","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","1213","23197","19.12","12"
"221","UTAH SYSTEM OF HIGHER EDUCATION","USA","1203","23089","19.19","20"
"222","UNIVERSITY OF GENEVA","SWITZERLAND","1129","23087","20.45","12"
"223","CATHOLIC UNIVERSITY OF THE SACRED HEART","ITALY","1364","23054","16.90","13"
"224","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","696","23019","33.07","16"
"225","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","1065","22793","21.40","21"
"226","TIANJIN MEDICAL UNIVERSITY","CHINA MAINLAND","1511","22593","14.95","12"
"227","UNIVERSITY OF MESSINA","ITALY","1057","22501","21.29","10"
"228","UNIVERSITY OF TEXAS AUSTIN","USA","864","22435","25.97","16"
"229","UNIVERSITY OF LAUSANNE","SWITZERLAND","978","22366","22.87","18"
"230","UNIVERSITY OF BELGRADE","SERBIA","1534","22175","14.46","13"
"231","UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER","USA","865","22164","25.62","25"
"232","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1280","22114","17.28","9"
"233","UNIVERSITY OF OSLO","NORWAY","1120","22112","19.74","23"
"234","JAGIELLONIAN UNIVERSITY","POLAND","1282","21955","17.13","12"
"235","UNIVERSITY OF AUCKLAND","NEW ZEALAND","835","21932","26.27","28"
"236","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","949","21882","23.06","20"
"237","UNIVERSITY OF CATANIA","ITALY","1011","21782","21.55","11"
"238","INDIANA UNIVERSITY SYSTEM","USA","932","21768","23.36","24"
"239","INSTITUTO DE SALUD CARLOS III","SPAIN","1349","21765","16.13","16"
"240","MAHIDOL UNIVERSITY","THAILAND","1398","21752","15.56","10"
"241","UNIVERSITY OF TOKYO","JAPAN","1338","21552","16.11","14"
"242","UNIVERSITY OF NEBRASKA SYSTEM","USA","1011","21479","21.25","13"
"243","IRCCS POLICLINICO GEMELLI","ITALY","1272","21340","16.78","12"
"244","JIANGSU UNIVERSITY","CHINA MAINLAND","1079","21285","19.73","15"
"245","UNIVERSIDADE DE SANTIAGO DE COMPOSTELA","SPAIN","922","21122","22.91","22"
"246","CASE WESTERN RESERVE UNIVERSITY","USA","876","21094","24.08","15"
"247","ALEXANDRIA UNIVERSITY","EGYPT","1208","21066","17.44","15"
"248","UNIVERSITY OF CALGARY","CANADA","804","21017","26.14","21"
"249","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","948","21000","22.15","11"
"250","UNIVERSITY OF WISCONSIN SYSTEM","USA","1158","20893","18.04","11"
"251","ELI LILLY","USA","1196","20807","17.40","14"
"252","ARISTOTLE UNIVERSITY OF THESSALONIKI","GREECE","1061","20795","19.60","17"
"253","UNIVERSITY OF BIRMINGHAM","ENGLAND","965","20759","21.51","15"
"254","UNIVERSITY OF MISSISSIPPI","USA","1165","20620","17.70","11"
"255","UNIVERSITY OF UTAH","USA","1080","20540","19.02","19"
"256","UNIVERSITY OF BRISTOL","ENGLAND","487","20512","42.12","30"
"257","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","1642","20498","12.48","9"
"258","UNIVERSITY OF PAVIA","ITALY","989","20466","20.69","9"
"259","MAASTRICHT UNIVERSITY","NETHERLANDS","907","20457","22.55","20"
"260","MCGILL UNIVERSITY","CANADA","1108","20390","18.40","12"
"261","UNIVERSITY OF DUNDEE","SCOTLAND","459","20374","44.39","32"
"262","MEDICAL UNIVERSITY OF VIENNA","AUSTRIA","1045","20346","19.47","8"
"263","UNIVERSITE DE TOULOUSE","FRANCE","1200","20344","16.95","14"
"264","UNIVERSITY OF BONN","GERMANY (FED REP GER)","884","20272","22.93","22"
"265","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","862","20235","23.47","18"
"266","UNIVERSITY OF MISSOURI SYSTEM","USA","863","20228","23.44","24"
"267","VIRGINIA COMMONWEALTH UNIVERSITY","USA","1021","20219","19.80","16"
"268","UNIVERSITI MALAYA","MALAYSIA","1101","20196","18.34","12"
"269","BAYLOR COLLEGE OF MEDICINE","USA","895","20186","22.55","24"
"270","INRAE","FRANCE","1051","20133","19.16","17"
"271","UNIVERSIDADE ESTADUAL PAULISTA","BRAZIL","1350","20121","14.90","7"
"272","UNIVERSITE DE MONTPELLIER","FRANCE","1219","20094","16.48","15"
"273","UNIVERSITE DE MONTREAL","CANADA","1148","20014","17.43","12"
"274","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","874","19878","22.74","20"
"275","TEXAS A&M UNIVERSITY SYSTEM","USA","923","19820","21.47","21"
"276","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","894","19757","22.10","14"
"277","GLAXOSMITHKLINE USA","USA","968","19572","20.22","11"
"278","NANTONG UNIVERSITY","CHINA MAINLAND","1223","19567","16.00","18"
"279","UNIVERSITA DEGLI STUDI DI BARI ALDO MORO","ITALY","1092","19549","17.90","12"
"280","BAYER AG","GERMANY (FED REP GER)","933","19485","20.88","21"
"281","MANSOURA UNIVERSITY","EGYPT","1403","19341","13.79","9"
"282","SPRINGER NATURE","GERMANY (FED REP GER)","439","19324","44.02","12"
"283","UNIVERSITY OF CALIFORNIA DAVIS","USA","952","19323","20.30","16"
"284","CENTERS FOR DISEASE CONTROL & PREVENTION - USA","USA","759","19307","25.44","12"
"285","UNIVERSITY OF WISCONSIN MADISON","USA","1025","19268","18.80","11"
"286","NORTHEASTERN UNIVERSITY","USA","643","19204","29.87","23"
"287","UNIVERSITY OF GENOA","ITALY","1085","19116","17.62","10"
"288","CHANG GUNG MEMORIAL HOSPITAL","TAIWAN","1209","19023","15.73","6"
"289","TAIPEI MEDICAL UNIVERSITY","TAIWAN","1210","18990","15.69","9"
"290","UNIVERSITA DELLA CAMPANIA VANVITELLI","ITALY","1050","18936","18.03","13"
"291","CHARLES UNIVERSITY PRAGUE","CZECH REPUBLIC","1337","18884","14.12","7"
"292","UNIVERSITY OF VALENCIA","SPAIN","903","18838","20.86","16"
"293","KOREA UNIVERSITY","SOUTH KOREA","1144","18806","16.44","10"
"294","UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE","USA","943","18778","19.91","23"
"295","UNIVERSITY OF TEHRAN","IRAN","811","18694","23.05","32"
"296","SANOFI-AVENTIS","FRANCE","1183","18633","15.75","13"
"297","RUTGERS UNIVERSITY BIOMEDICAL & HEALTH SCIENCES","USA","661","18587","28.12","21"
"298","UNIVERSITY OF KANSAS","USA","898","18567","20.68","15"
"299","AIR FORCE MEDICAL UNIVERSITY","CHINA MAINLAND","1170","18565","15.87","7"
"300","UNIVERSITY OF ZURICH","SWITZERLAND","1008","18538","18.39","6"
"301","WASHINGTON UNIVERSITY (WUSTL)","USA","903","18524","20.51","18"
"302","SHIRAZ UNIVERSITY OF MEDICAL SCIENCE","IRAN","1115","18500","16.59","12"
"303","KERMANSHAH UNIVERSITY OF MEDICAL SCIENCES","IRAN","713","18367","25.76","13"
"304","BENI SUEF UNIVERSITY","EGYPT","987","18351","18.59","5"
"305","XUZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","1311","18340","13.99","13"
"306","GUANGDONG PHARMACEUTICAL UNIVERSITY","CHINA MAINLAND","1263","18231","14.43","8"
"307","UNIVERSITY OF ANTWERP","BELGIUM","744","18120","24.35","10"
"308","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","804","18071","22.48","18"
"309","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","605","18052","29.84","22"
"310","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","1056","18049","17.09","13"
"311","INSTITUTE OF MATERIA MEDICA - CAMS","CHINA MAINLAND","704","17974","25.53","6"
"312","INDIANA UNIVERSITY BLOOMINGTON","USA","732","17938","24.51","19"
"313","UNIV LILLE NORD FRANCE COMUE","N/A","997","17782","17.84","11"
"314","UNIVERSIDADE FEDERAL DE MINAS GERAIS","BRAZIL","1201","17776","14.80","7"
