Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): ENVIRONMENT/ECOLOGY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"117","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","2734","100889","36.90","105"
"118","CGIAR","FRANCE","2393","100123","41.84","78"
"119","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","3294","99418","30.18","83"
"120","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","2795","99131","35.47","66"
"121","UNIVERSITY OF LEEDS","ENGLAND","2444","97080","39.72","90"
"122","ARIZONA STATE UNIVERSITY-TEMPE","USA","2643","96746","36.60","80"
"123","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","2355","95814","40.69","68"
"124","UNIVERSITY OF EDINBURGH","SCOTLAND","2386","95311","39.95","86"
"125","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","2817","93968","33.36","66"
"126","INSTITUT AGRO","FRANCE","2992","93570","31.27","74"
"127","NATIONAL AERONAUTICS & SPACE ADMINISTRATION (NASA)","USA","1983","93382","47.09","96"
"128","WUHAN UNIVERSITY","CHINA MAINLAND","4400","93126","21.16","81"
"129","UNIVERSITY OF SYDNEY","AUSTRALIA","2898","92661","31.97","85"
"130","EAST CHINA NORMAL UNIVERSITY","CHINA MAINLAND","2941","92088","31.31","101"
"131","SWISS FEDERAL INSTITUTE FOR FOREST, SNOW & LANDSCAPE RESEARCH","SWITZERLAND","2138","91833","42.95","84"
"132","HOHAI UNIVERSITY","CHINA MAINLAND","6074","91783","15.11","46"
"133","UNIVERSITY OF QUEBEC","CANADA","3395","91736","27.02","56"
"134","UTAH SYSTEM OF HIGHER EDUCATION","USA","3143","91166","29.01","72"
"135","TIANJIN UNIVERSITY","CHINA MAINLAND","3730","91094","24.42","103"
"136","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2547","90809","35.65","73"
"137","UNIVERSIDADE DE LISBOA","PORTUGAL","4158","90778","21.83","45"
"138","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","3145","90309","28.72","55"
"139","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","3724","90227","24.23","49"
"140","MONASH UNIVERSITY","AUSTRALIA","2900","90225","31.11","71"
"141","ENVIRONMENT & CLIMATE CHANGE CANADA","CANADA","3128","89565","28.63","41"
"142","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","4926","89103","18.09","49"
"143","NORTH CAROLINA STATE UNIVERSITY","USA","2845","88969","31.27","57"
"144","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","2118","88608","41.84","77"
"145","UNIVERSITY OF BERN","SWITZERLAND","2155","88569","41.10","83"
"146","ECOLE PRATIQUE DES HAUTES ETUDES (EPHE)","FRANCE","2616","88541","33.85","68"
"147","UNIVERSITY OF HONG KONG","HONG KONG","2646","88227","33.34","72"
"148","FUDAN UNIVERSITY","CHINA MAINLAND","3489","88109","25.25","71"
"149","SHANDONG UNIVERSITY","CHINA MAINLAND","3921","86635","22.10","93"
"150","EUROPEAN COMMISSION JOINT RESEARCH CENTRE","BELGIUM","1499","86329","57.59","93"
"150","EUROPEAN UNION (EU)","N/A","1499","86329","57.59","93"
"152","UNIVERSITY OF ZURICH","SWITZERLAND","2292","85942","37.50","85"
"153","SWISS FEDERAL INSTITUTE OF AQUATIC SCIENCE & TECHNOLOGY (EAWAG)","SWITZERLAND","2218","85709","38.64","47"
"154","UNIVERSIDADE DO PORTO","PORTUGAL","3714","85461","23.01","49"
"155","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","6977","85292","12.22","48"
"156","UNIVERSITY OF ADELAIDE","AUSTRALIA","2382","85078","35.72","86"
"157","HUNAN UNIVERSITY","CHINA MAINLAND","1880","84292","44.84","127"
"158","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","3103","84230","27.14","100"
"159","PENNSYLVANIA STATE UNIVERSITY","USA","2856","83631","29.28","63"
"160","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","2304","82589","35.85","91"
"161","EC JRC ISPRA SITE","ITALY","1419","82437","58.10","91"
"162","LANCASTER UNIVERSITY","ENGLAND","2029","82351","40.59","66"
"163","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","2488","81855","32.90","59"
"164","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","2568","81311","31.66","47"
"165","UNIVERSITY OF TASMANIA","AUSTRALIA","2494","81007","32.48","59"
"166","UNIVERSITY OF GEORGIA","USA","2879","80932","28.11","36"
"167","NANKAI UNIVERSITY","CHINA MAINLAND","2712","80584","29.71","78"
"168","CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES","CHINA MAINLAND","3610","80495","22.30","45"
"169","PRINCETON UNIVERSITY","USA","1645","80161","48.73","75"
"170","KU LEUVEN","BELGIUM","2425","79957","32.97","53"
"171","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","3461","79469","22.96","45"
"172","GRIFFITH UNIVERSITY","AUSTRALIA","2708","79238","29.26","51"
"173","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","2598","79094","30.44","59"
"174","KING SAUD UNIVERSITY","SAUDI ARABIA","4685","78246","16.70","74"
"175","NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY","CHINA MAINLAND","3614","77893","21.55","46"
"176","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","2291","77362","33.77","61"
"177","CSIRO LAND & WATER","AUSTRALIA","1604","77146","48.10","56"
"178","UNIVERSITY OF BARCELONA","SPAIN","2873","77094","26.83","53"
"179","NANJING AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2774","76978","27.75","44"
"180","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","1574","76147","48.38","79"
"181","UNIVERSITY OF TECHNOLOGY SYDNEY","AUSTRALIA","2225","76031","34.17","67"
"182","COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA","INDIA","3457","75601","21.87","62"
"183","UNIVERSITY OF CALIFORNIA IRVINE","USA","1554","74186","47.74","70"
"184","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","3060","74168","24.24","59"
"185","INSTITUTE OF URBAN ENVIRONMENT, CAS","CHINA MAINLAND","2386","73789","30.93","48"
"186","UNIVERSITY OF HAWAII SYSTEM","USA","2121","73677","34.74","60"
"187","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","2012","73656","36.61","51"
"188","AGROPARISTECH","FRANCE","2197","73496","33.45","65"
"189","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","1969","73433","37.29","43"
"190","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","1963","73213","37.30","43"
"191","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","1449","73210","50.52","79"
"192","OHIO STATE UNIVERSITY","USA","2362","73087","30.94","54"
"193","LANZHOU UNIVERSITY","CHINA MAINLAND","3523","72735","20.65","69"
"194","DELFT UNIVERSITY OF TECHNOLOGY","NETHERLANDS","2566","72518","28.26","48"
"195","WESTERN SYDNEY UNIVERSITY","AUSTRALIA","1608","72342","44.99","81"
"196","MACQUARIE UNIVERSITY","AUSTRALIA","2000","72007","36.00","50"
"197","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","1865","71824","38.51","35"
"198","NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU)","NORWAY","2424","71617","29.54","62"
"199","IFREMER","FRANCE","2605","71510","27.45","46"
"200","UNIVERSITY OF VIENNA","AUSTRIA","1885","71423","37.89","67"
"201","JINAN UNIVERSITY","CHINA MAINLAND","2800","71387","25.50","48"
"202","UNIVERSITY OF GOTHENBURG","SWEDEN","2014","70183","34.85","51"
"203","CHINA UNIVERSITY OF MINING & TECHNOLOGY","CHINA MAINLAND","4161","69893","16.80","32"
"204","STELLENBOSCH UNIVERSITY","SOUTH AFRICA","2043","69605","34.07","54"
"205","INTERNATIONAL INSTITUTE FOR APPLIED SYSTEMS ANALYSIS (IIASA)","AUSTRIA","1313","69311","52.79","92"
"206","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","2827","69113","24.45","46"
"207","GEORGIA INSTITUTE OF TECHNOLOGY","USA","1569","68929","43.93","63"
"208","KARLSRUHE INSTITUTE OF TECHNOLOGY","GERMANY (FED REP GER)","1525","68742","45.08","65"
"209","UNIVERSIDADE DE AVEIRO","PORTUGAL","2821","68428","24.26","34"
"210","PURDUE UNIVERSITY SYSTEM","USA","2479","68370","27.58","45"
"211","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","1790","68288","38.15","74"
"212","UNIVERSITY OF TEXAS AUSTIN","USA","1950","68109","34.93","52"
"213","UNIVERSITY OF ANTWERP","BELGIUM","2103","67891","32.28","47"
"214","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","1172","67763","57.82","57"
"215","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","1856","67683","36.47","56"
"216","POTSDAM INSTITUT FUR KLIMAFOLGENFORSCHUNG","GERMANY (FED REP GER)","803","67355","83.88","93"
"217","UNIVERSITY OF ABERDEEN","SCOTLAND","1462","67106","45.90","59"
"218","PURDUE UNIVERSITY","USA","2390","67072","28.06","45"
"219","UNIVERSITY OF SASKATCHEWAN","CANADA","2336","66663","28.54","44"
"220","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","1761","66164","37.57","58"
"221","UNIVERSITY OF SOUTHAMPTON","ENGLAND","1735","66014","38.05","59"
"222","US DEPT HLTH HUMAN SERVICES","N/A","2160","66008","30.56","24"
"223","NATURE CONSERVANCY","USA","1618","65925","40.74","61"
"224","UNIVERSITY OF EAST ANGLIA","ENGLAND","1408","65849","46.77","53"
"225","NANJING INSTITUTE OF SOIL SCIENCE, CAS","CHINA MAINLAND","1948","65836","33.80","46"
"226","UNIVERSITY OF MONTANA SYSTEM","USA","1815","65372","36.02","47"
"227","UNIVERSITY OF MONTANA","USA","1814","65359","36.03","47"
"228","HUAZHONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2585","65096","25.18","30"
"229","MONTPELLIER SUPAGRO","FRANCE","1845","65046","35.26","51"
"230","UPPSALA UNIVERSITY","SWEDEN","1937","64784","33.45","38"
"231","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1962","64705","32.98","46"
"232","MUSEUM NATIONAL D'HISTOIRE NATURELLE (MNHN)","FRANCE","2233","64577","28.92","41"
"233","UNIVERSITY OF SHEFFIELD","ENGLAND","1758","64571","36.73","43"
"234","QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT)","AUSTRALIA","1765","64523","36.56","50"
"235","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","1639","64417","39.30","64"
"236","XIAMEN UNIVERSITY","CHINA MAINLAND","2880","64221","22.30","50"
"237","CHONGQING UNIVERSITY","CHINA MAINLAND","2867","64201","22.39","72"
"238","BOKU UNIVERSITY","AUSTRIA","2061","63977","31.04","46"
"239","OCEAN UNIVERSITY OF CHINA","CHINA MAINLAND","3719","63490","17.07","36"
"240","UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS","CHINA MAINLAND","1988","63262","31.82","85"
"241","POLISH ACADEMY OF SCIENCES","POLAND","3000","62797","20.93","39"
"242","UNIVERSITY OF CALIFORNIA SANTA CRUZ","USA","1838","62593","34.05","50"
"243","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","2505","62148","24.81","40"
"244","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","2140","61945","28.95","32"
"245","CNRS - NATIONAL INSTITUTE FOR EARTH SCIENCES & ASTRONOMY (INSU)","FRANCE","2360","61604","26.10","29"
"246","SENCKENBERG GESELLSCHAFT FUR NATURFORSCHUNG (SGN)","GERMANY (FED REP GER)","1633","61569","37.70","53"
"247","BEIJING FORESTRY UNIVERSITY","CHINA MAINLAND","3200","61099","19.09","44"
"248","RUTGERS UNIVERSITY SYSTEM","USA","1875","60728","32.39","52"
"249","KOREA UNIVERSITY","SOUTH KOREA","2393","60611","25.33","72"
"250","CURTIN UNIVERSITY","AUSTRALIA","1734","60483","34.88","55"
"251","SHANGHAI INSTITUTE OF POLLUTION CONTROL & ECOLOGICAL SECURITY","CHINA MAINLAND","1825","60475","33.14","69"
"252","UNIVERSITE PARIS CITE","FRANCE","2146","60292","28.10","39"
"253","UNIVERSITY OF CONNECTICUT","USA","1504","60219","40.04","57"
"254","MARTIN LUTHER UNIVERSITY HALLE WITTENBERG","GERMANY (FED REP GER)","1342","59895","44.63","75"
"255","UNIVERSITY OF TOKYO","JAPAN","2889","59770","20.69","57"
"256","PACIFIC NORTHWEST NATIONAL LABORATORY","USA","1622","59738","36.83","46"
"257","SICHUAN UNIVERSITY","CHINA MAINLAND","3246","59659","18.38","63"
"258","UNIVERSITY OF GUELPH","CANADA","2059","59630","28.96","36"
"259","SOUTH CHINA UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2349","59618","25.38","49"
"260","MINISTRY OF NATURAL RESOURCES OF THE PEOPLE'S REPUBLIC OF CHINA","CHINA MAINLAND","4050","59429","14.67","47"
"261","BOSTON UNIVERSITY","USA","1510","59329","39.29","41"
"262","SMITHSONIAN TROPICAL RESEARCH INSTITUTE","PANAMA","1474","59196","40.16","48"
"263","SAPIENZA UNIVERSITY ROME","ITALY","2423","59029","24.36","35"
"264","UNIVERSITY OF CAPE TOWN","SOUTH AFRICA","2014","59019","29.30","38"
"265","AIX-MARSEILLE UNIVERSITE","FRANCE","2214","58803","26.56","40"
"266","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1772","58798","33.18","51"
"267","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","2097","58797","28.04","51"
"268","NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM)","INDIA","3359","57711","17.18","49"
"269","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","1586","57473","36.24","65"
"270","UNIVERSITY OF AMSTERDAM","NETHERLANDS","1694","56730","33.49","52"
"271","UNIVERSITY OF BRISTOL","ENGLAND","1733","56589","32.65","58"
"272","DALHOUSIE UNIVERSITY","CANADA","1788","56504","31.60","44"
"273","CENTRO DE INVESTIGACION ECOLOGICA Y APLICACIONES FORESTALES (CREAF-CERCA)","SPAIN","1205","56400","46.80","64"
"274","UNIVERSITE PAUL-VALERY","FRANCE","1476","56248","38.11","42"
"275","NEVADA SYSTEM OF HIGHER EDUCATION (NSHE)","USA","2192","56085","25.59","32"
"276","UNIVERSIDADE ESTADUAL PAULISTA","BRAZIL","3143","55786","17.75","21"
"277","UNIVERSITY OF WATERLOO","CANADA","2276","55612","24.43","38"
"278","UNIVERSITY OF CALIFORNIA RIVERSIDE","USA","1808","55589","30.75","33"
"279","DALIAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2245","55545","24.74","44"
"280","FLORIDA INTERNATIONAL UNIVERSITY","USA","1625","55430","34.11","44"
"281","UNIVERSITY OF READING","ENGLAND","1328","55342","41.67","45"
"282","NORTHERN ARIZONA UNIVERSITY","USA","1417","55336","39.05","66"
"283","UNIVERSITY OF BIRMINGHAM","ENGLAND","1784","54983","30.82","44"
"284","CEA","FRANCE","1196","54713","45.75","49"
"285","CITY UNIVERSITY OF HONG KONG","HONG KONG","1910","54559","28.56","63"
"286","ISLAMIC AZAD UNIVERSITY","IRAN","3276","54402","16.61","24"
"287","UNIVERSITY OF AGRICULTURE FAISALABAD","PAKISTAN","1569","54261","34.58","53"
"288","NATIONAL TAIWAN UNIVERSITY","TAIWAN","2425","53723","22.15","24"
"289","NORTH CHINA ELECTRIC POWER UNIVERSITY","CHINA MAINLAND","2087","53716","25.74","56"
"290","UNIVERSITY OF OSLO","NORWAY","1874","53473","28.53","28"
"291","UNIVERSITY OF BASEL","SWITZERLAND","1499","53395","35.62","39"
"292","GUANGDONG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2062","52877","25.64","49"
"293","UNIVERSITY OF VALENCIA","SPAIN","2194","52839","24.08","30"
"294","UNIVERSITY OF TEHRAN","IRAN","2843","52783","18.57","29"
"295","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","2051","52117","25.41","35"
"296","NANJING INSTITUTE OF GEOGRAPHY & LIMNOLOGY, CAS","CHINA MAINLAND","2239","51980","23.22","19"
"297","UTAH STATE UNIVERSITY","USA","1846","51947","28.14","39"
"298","LEIPZIG UNIVERSITY","GERMANY (FED REP GER)","1135","51729","45.58","64"
"299","UNIVERSITY OF ALASKA SYSTEM","USA","1763","51713","29.33","36"
"300","UNIVERSITY OF HAWAII MANOA","USA","1553","51705","33.29","42"
"301","CSIC - CENTRO DE INVESTIGACION Y DESARROLLO PASCUAL VILA (CID-CSIC)","SPAIN","1387","51691","37.27","24"
"302","KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY","SAUDI ARABIA","1241","51556","41.54","62"
