Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): CHEMISTRY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"33","DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS","CHINA MAINLAND","8579","302033","35.21","310"
"34","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","12152","295876","24.35","275"
"35","UNIVERSITY OF CALIFORNIA BERKELEY","USA","5992","295606","49.33","264"
"36","EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","12950","294276","22.72","204"
"37","BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY","CHINA MAINLAND","10926","293928","26.90","278"
"38","COLLABORATIVE INNOVATION CENTER OF CHEMICAL SCIENCE & ENGINEERING TIANJIN","CHINA MAINLAND","6763","292300","43.22","217"
"39","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","10176","282014","27.71","250"
"40","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","9491","281624","29.67","275"
"41","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","5715","281460","49.25","279"
"42","FUDAN UNIVERSITY","CHINA MAINLAND","10405","281452","27.05","260"
"43","XIAMEN UNIVERSITY","CHINA MAINLAND","9464","278451","29.42","269"
"44","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","6121","274264","44.81","222"
"45","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","10104","273633","27.08","178"
"46","HUNAN UNIVERSITY","CHINA MAINLAND","7294","272387","37.34","315"
"47","DALIAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","11333","269608","23.79","181"
"48","SHANDONG UNIVERSITY","CHINA MAINLAND","11885","260305","21.90","184"
"49","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","9307","248719","26.72","226"
"50","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","6713","247089","36.81","176"
"51","WUHAN UNIVERSITY","CHINA MAINLAND","8356","246355","29.48","219"
"52","HARBIN INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","10020","246308","24.58","200"
"53","KYOTO UNIVERSITY","JAPAN","10254","240249","23.43","140"
"54","FUZHOU UNIVERSITY","CHINA MAINLAND","7781","238722","30.68","297"
"55","UNIVERSITY OF CAMBRIDGE","ENGLAND","6128","236116","38.53","210"
"56","NANJING TECH UNIVERSITY","CHINA MAINLAND","9783","235451","24.07","193"
"57","PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE)","USA","7637","233236","30.54","153"
"58","UNIVERSITY OF LONDON","ENGLAND","8784","231804","26.39","160"
"59","NORTHWESTERN UNIVERSITY","USA","4604","230638","50.10","235"
"60","UNIVERSITY OF TOKYO","JAPAN","9763","227305","23.28","120"
"61","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","9419","225872","23.98","193"
"62","ISLAMIC AZAD UNIVERSITY","IRAN","12172","224963","18.48","64"
"63","ETH ZURICH","SWITZERLAND","6899","221413","32.09","171"
"64","XI'AN JIAOTONG UNIVERSITY","CHINA MAINLAND","10099","221171","21.90","199"
"65","UNIVERSITY SYSTEM OF GEORGIA","USA","7398","215164","29.08","138"
"66","SHANGHAI INSTITUTE OF ORGANIC CHEMISTRY, CAS","CHINA MAINLAND","6524","206587","31.67","116"
"67","KING SAUD UNIVERSITY","SAUDI ARABIA","13329","204433","15.34","114"
"68","CHANGCHUN INSTITUTE OF APPLIED CHEMISTRY, CAS","CHINA MAINLAND","6834","201073","29.42","156"
"69","UNIVERSITY OF OXFORD","ENGLAND","6527","200402","30.70","130"
"70","HARVARD UNIVERSITY","USA","5210","200258","38.44","154"
"71","BEIJING INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","8191","197540","24.12","256"
"72","JIANGSU UNIVERSITY","CHINA MAINLAND","7936","195898","24.68","142"
"73","IMPERIAL COLLEGE LONDON","ENGLAND","6192","194797","31.46","123"
"74","ARGONNE NATIONAL LABORATORY","USA","4605","191043","41.49","205"
"75","CHINA UNIVERSITY OF PETROLEUM","CHINA MAINLAND","10004","190463","19.04","128"
"76","UNIVERSITY OF ILLINOIS SYSTEM","USA","5877","187894","31.97","126"
"77","WUHAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","5159","186333","36.12","226"
"78","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","4859","182467","37.55","157"
"79","KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY","SAUDI ARABIA","3888","180185","46.34","190"
"80","UNIVERSITE PARIS SACLAY","FRANCE","9521","180156","18.92","63"
"81","UNIVERSITY OF MANCHESTER","ENGLAND","5939","178973","30.14","123"
"82","UNIVERSITY OF TORONTO","CANADA","4945","178912","36.18","177"
"83","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","5700","175281","30.75","135"
"84","LANZHOU UNIVERSITY","CHINA MAINLAND","6982","173940","24.91","94"
"85","CHONGQING UNIVERSITY","CHINA MAINLAND","7509","172365","22.95","137"
"86","SOUTHEAST UNIVERSITY - CHINA","CHINA MAINLAND","7805","171672","22.00","120"
"87","NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM)","INDIA","10715","171243","15.98","55"
"88","MONASH UNIVERSITY","AUSTRALIA","5565","167875","30.17","102"
"89","SHENZHEN UNIVERSITY","CHINA MAINLAND","5935","164432","27.71","185"
"90","EAST CHINA NORMAL UNIVERSITY","CHINA MAINLAND","5420","164390","30.33","157"
"91","FUJIAN INSTITUTE OF RESEARCH ON THE STRUCTURE OF MATTER, CAS","CHINA MAINLAND","5573","163996","29.43","153"
"92","STATE KEY LABORATORY SURFACTANT FINE CHEMISTRY","CHINA MAINLAND","5634","160347","28.46","122"
"93","UNIVERSITY OF TEXAS AUSTIN","USA","4321","160208","37.08","152"
"94","SORBONNE UNIVERSITE","FRANCE","7064","159705","22.61","66"
"95","UNIVERSITY COLLEGE LONDON","ENGLAND","5712","159632","27.95","127"
"96","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","4653","158810","34.13","131"
"97","UNIVERSITY OF WISCONSIN SYSTEM","USA","5023","158725","31.60","126"
"98","UNIV BRETAGNE LOIRE","N/A","7997","156447","19.56","53"
"99","UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES","FRANCE","6041","155836","25.80","83"
"100","GEORGIA INSTITUTE OF TECHNOLOGY","USA","4265","155727","36.51","121"
"101","KARLSRUHE INSTITUTE OF TECHNOLOGY","GERMANY (FED REP GER)","7083","155671","21.98","90"
"102","POLISH ACADEMY OF SCIENCES","POLAND","9712","153686","15.82","56"
"103","TEXAS A&M UNIVERSITY SYSTEM","USA","5464","153372","28.07","100"
"104","OAK RIDGE NATIONAL LABORATORY","USA","4734","153019","32.32","112"
"105","ZHEJIANG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","7375","152991","20.74","106"
"106","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","5820","150983","25.94","81"
"107","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","5995","150035","25.03","70"
"108","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","6199","150003","24.20","88"
"109","SHANGHAI UNIVERSITY","CHINA MAINLAND","6215","146652","23.60","125"
"110","UNIVERSITY OF MICHIGAN SYSTEM","USA","4686","146366","31.23","101"
"111","KU LEUVEN","BELGIUM","5589","146330","26.18","79"
"112","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","5000","146195","29.24","95"
"113","UNIVERSITY OF MICHIGAN","USA","4642","145951","31.44","101"
"114","QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","7188","145700","20.27","105"
"115","SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","5022","144070","28.69","164"
"116","JAPAN SCIENCE & TECHNOLOGY AGENCY (JST)","JAPAN","4390","143551","32.70","82"
"117","UNIVERSITY OF WISCONSIN MADISON","USA","4250","143451","33.75","118"
"118","UNIVERSITY OF OSAKA","JAPAN","8006","142533","17.80","57"
"119","ACADEMY OF SCIENTIFIC & INNOVATIVE RESEARCH (ACSIR)","INDIA","7979","141853","17.78","45"
"120","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","3949","141419","35.81","136"
"121","KOREA UNIVERSITY","SOUTH KOREA","5320","140900","26.48","121"
"122","AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR)","SINGAPORE","3233","140862","43.57","142"
"123","NORTHWESTERN POLYTECHNICAL UNIVERSITY","CHINA MAINLAND","5629","140071","24.88","175"
"124","RWTH AACHEN UNIVERSITY","GERMANY (FED REP GER)","5473","139871","25.56","73"
"125","UNIVERSITE DE STRASBOURG","FRANCE","5401","139807","25.89","77"
"126","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","2762","137879","49.92","46"
"127","PURDUE UNIVERSITY SYSTEM","USA","5194","137491","26.47","89"
"128","UNIVERSITY OF MINNESOTA SYSTEM","USA","4568","137246","30.05","71"
"129","UNIVERSITY OF QUEENSLAND","AUSTRALIA","4497","136827","30.43","125"
"130","PURDUE UNIVERSITY","USA","5135","136821","26.64","89"
"131","UNIVERSITY OF SCIENCE & TECHNOLOGY BEIJING","CHINA MAINLAND","6039","136767","22.65","122"
"132","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","4068","135003","33.19","86"
"133","UNIVERSITE PSL","FRANCE","4809","134501","27.97","72"
"134","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","4382","133672","30.50","86"
"135","PACIFIC NORTHWEST NATIONAL LABORATORY","USA","3702","133508","36.06","90"
"136","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","8324","133289","16.01","38"
"137","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","4335","131837","30.41","69"
"138","CALIFORNIA INSTITUTE OF TECHNOLOGY","USA","2972","131500","44.25","129"
"139","HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY","HONG KONG","3189","131365","41.19","122"
"140","KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST)","SOUTH KOREA","4383","131285","29.95","79"
"141","TONGJI UNIVERSITY","CHINA MAINLAND","5487","131179","23.91","116"
"142","NATIONAL TAIWAN UNIVERSITY","TAIWAN","5490","130454","23.76","78"
"143","SLAC NATIONAL ACCELERATOR LABORATORY","USA","1929","129592","67.18","139"
"144","UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA","CHINA MAINLAND","4572","129467","28.32","215"
"145","CORNELL UNIVERSITY","USA","3607","128493","35.62","121"
"146","UNIVERSIDADE DE SAO PAULO","BRAZIL","8036","127397","15.85","41"
"147","JIANGNAN UNIVERSITY","CHINA MAINLAND","6444","126029","19.56","64"
"148","CITY UNIVERSITY OF HONG KONG","HONG KONG","3824","125068","32.71","214"
"149","INSTITUTE OF SCIENCE TOKYO","JAPAN","6622","124268","18.77","51"
"150","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","3535","123666","34.98","101"
"151","UNIV LYON COMUE","N/A","6058","123643","20.41","41"
"152","UNIVERSITY OF BASQUE COUNTRY","SPAIN","5286","123191","23.31","53"
"153","BEIHANG UNIVERSITY","CHINA MAINLAND","3882","122945","31.67","128"
"154","LOMONOSOV MOSCOW STATE UNIVERSITY","RUSSIA","11557","122908","10.63","27"
"155","PENNSYLVANIA STATE UNIVERSITY","USA","3848","122861","31.93","75"
"156","NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","5770","122147","21.17","92"
"157","GHENT UNIVERSITY","BELGIUM","4693","121748","25.94","57"
"158","HOKKAIDO UNIVERSITY","JAPAN","5664","121314","21.42","64"
"159","INSTITUTE OF HIGH ENERGY PHYSICS, CAS","CHINA MAINLAND","2756","120175","43.60","215"
"160","YANGZHOU UNIVERSITY","CHINA MAINLAND","5201","119575","22.99","120"
"161","NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY (AIST)","JAPAN","5620","118854","21.15","63"
"162","DONGHUA UNIVERSITY","CHINA MAINLAND","4735","118663","25.06","87"
"163","NANJING FORESTRY UNIVERSITY","CHINA MAINLAND","5356","118460","22.12","120"
"164","SOUTHWEST UNIVERSITY - CHINA","CHINA MAINLAND","5244","118317","22.56","36"
"165","UNIVERSITY OF NORTH CAROLINA","USA","3931","118168","30.06","74"
"166","BROOKHAVEN NATIONAL LABORATORY","USA","2577","117798","45.71","133"
"167","PRINCETON UNIVERSITY","USA","2631","116957","44.45","108"
"168","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","5223","116932","22.39","41"
"169","UNIVERSITE DE MONTPELLIER","FRANCE","5268","115970","22.01","60"
"170","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","5181","115792","22.35","41"
"171","QINGDAO UNIVERSITY","CHINA MAINLAND","4489","115745","25.78","138"
"172","COLUMBIA UNIVERSITY","USA","2711","115214","42.50","114"
"173","TOKYO INSTITUTE OF TECHNOLOGY","JAPAN","5931","115134","19.41","50"
"174","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","3440","115056","33.45","73"
"175","YONSEI UNIVERSITY","SOUTH KOREA","4777","114249","23.92","86"
"176","DEPARTMENT OF SCIENCE & TECHNOLOGY (INDIA)","INDIA","5681","113315","19.95","30"
"177","SUNGKYUNKWAN UNIVERSITY (SKKU)","SOUTH KOREA","4830","112715","23.34","65"
"178","BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY","SPAIN","2830","112655","39.81","86"
"179","NATIONAL INSTITUTE FOR MATERIALS SCIENCE","JAPAN","3824","111944","29.27","108"
"180","KYUSHU UNIVERSITY","JAPAN","5400","111881","20.72","64"
"181","CEA","FRANCE","6210","110728","17.83","26"
"182","HANYANG UNIVERSITY","SOUTH KOREA","4256","110623","25.99","71"
"183","YALE UNIVERSITY","USA","2738","110423","40.33","89"
"184","UNIVERSITY OF MUNSTER","GERMANY (FED REP GER)","3857","110186","28.57","87"
"185","UNIVERSITY OF JINAN","CHINA MAINLAND","4487","109999","24.52","56"
"186","TOHOKU UNIVERSITY","JAPAN","6898","109904","15.93","37"
"187","UNIVERSITY OF TENNESSEE SYSTEM","USA","3343","109855","32.86","76"
"188","UNIVERSITY SYSTEM OF MARYLAND","USA","3652","109703","30.04","94"
"189","TECHNICAL UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","3245","109116","33.63","103"
"190","UNIVERSITE DE TOULOUSE","FRANCE","5426","109090","20.11","34"
"191","KING FAHD UNIVERSITY OF PETROLEUM & MINERALS","SAUDI ARABIA","3561","106082","29.79","62"
"192","UNIVERSITY OF BARCELONA","SPAIN","4755","106017","22.30","45"
"193","UNIVERSITY OF CHICAGO","USA","3346","105701","31.59","85"
"194","RUTGERS UNIVERSITY SYSTEM","USA","2743","105073","38.31","58"
"195","UNIVERSITY OF ERLANGEN NUREMBERG","GERMANY (FED REP GER)","4728","104758","22.16","37"
"196","UNIVERSITY OF FLORIDA","USA","3566","103723","29.09","69"
"197","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","2983","103152","34.58","72"
"198","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","2636","102465","38.87","55"
"199","CHINA UNIVERSITY OF GEOSCIENCES","CHINA MAINLAND","4391","102237","23.28","118"
"200","UTAH SYSTEM OF HIGHER EDUCATION","USA","3196","101789","31.85","78"
"201","INSTITUTE OF PROCESS ENGINEERING, CAS","CHINA MAINLAND","4102","101725","24.80","75"
"202","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","3780","101479","26.85","88"
"203","NORTHWEST UNIVERSITY XI'AN","CHINA MAINLAND","5168","100891","19.52","55"
"204","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","4891","100855","20.62","34"
"205","UNIVERSITY OF ADELAIDE","AUSTRALIA","2043","100381","49.13","135"
"206","AIX-MARSEILLE UNIVERSITE","FRANCE","3943","100258","25.43","41"
"207","EINDHOVEN UNIVERSITY OF TECHNOLOGY","NETHERLANDS","3165","100037","31.61","59"
"208","US DEPT HLTH HUMAN SERVICES","N/A","3606","99119","27.49","60"
"209","DELFT UNIVERSITY OF TECHNOLOGY","NETHERLANDS","3181","98555","30.98","67"
"210","UNIVERSITY OF ALBERTA","CANADA","4554","98457","21.62","48"
"211","SHANGHAI INSTITUTE OF APPLIED PHYSICS, CAS","CHINA MAINLAND","2000","98419","49.21","134"
"212","UNIVERSITY OF BOLOGNA","ITALY","4731","97428","20.59","45"
"213","SHAANXI NORMAL UNIVERSITY","CHINA MAINLAND","3927","97156","24.74","74"
"214","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","3212","97146","30.24","125"
"215","NANCHANG UNIVERSITY","CHINA MAINLAND","4152","96742","23.30","62"
"216","ROYAL INSTITUTE OF TECHNOLOGY","SWEDEN","3556","96599","27.17","62"
"217","UNIVERSITY OF WASHINGTON","USA","3336","96531","28.94","64"
"218","UNIVERSITY OF TEHRAN","IRAN","4680","95764","20.46","30"
"219","UNIVERSIDADE DE LISBOA","PORTUGAL","4854","95740","19.72","38"
"220","SIBERIAN BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES","RUSSIA","9404","95525","10.16","20"
"221","UNIVERSITY OF WASHINGTON SEATTLE","USA","3291","95523","29.03","64"
"222","TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY, CAS","CHINA MAINLAND","2567","95517","37.21","110"
"223","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","2606","95479","36.64","63"
"224","UNIVERSITY OF NAPLES FEDERICO II","ITALY","4589","95275","20.76","46"
"225","UPPSALA UNIVERSITY","SWEDEN","3938","95242","24.19","52"
"226","RUHR UNIVERSITY BOCHUM","GERMANY (FED REP GER)","3315","94436","28.49","62"
"227","SAPIENZA UNIVERSITY ROME","ITALY","4871","93992","19.30","37"
"228","UNIVERSITE PARIS CITE","FRANCE","4426","93717","21.17","52"
"229","UNIVERSITAT ROVIRA I VIRGILI","SPAIN","2882","93665","32.50","60"
"230","INSTITUTE OF PHYSICS, CAS","CHINA MAINLAND","1689","93270","55.22","146"
"231","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","4106","93139","22.68","51"
"232","UNIVERSITY OF BRITISH COLUMBIA","CANADA","3825","93055","24.33","64"
"233","NAGOYA UNIVERSITY","JAPAN","4906","92580","18.87","45"
"234","UNIVERSITY OF PENNSYLVANIA","USA","3160","92528","29.28","62"
"235","UNIVERSITY OF CALIFORNIA IRVINE","USA","2965","92470","31.19","83"
"236","JINAN UNIVERSITY","CHINA MAINLAND","4099","92125","22.47","75"
"237","UNIVERSITY OF GRONINGEN","NETHERLANDS","3113","91943","29.54","66"
"238","LANZHOU INSTITUTE OF CHEMICAL PHYSICS, CAS","CHINA MAINLAND","3367","91865","27.28","43"
"239","CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET)","ARGENTINA","6468","91542","14.15","24"
"240","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)","FRANCE","5319","91499","17.20","23"
"241","UNIVERSITY OF CALIFORNIA SANTA BARBARA","USA","2443","91433","37.43","61"
"242","BEIJING NORMAL UNIVERSITY","CHINA MAINLAND","3871","91056","23.52","103"
"243","UNIVERSITE DE BORDEAUX","FRANCE","3934","90886","23.10","51"
"244","ULSAN NATIONAL INSTITUTE OF SCIENCE & TECHNOLOGY (UNIST)","SOUTH KOREA","2345","90414","38.56","75"
"245","UNIVERSITY OF SYDNEY","AUSTRALIA","3409","90309","26.49","79"
"246","GUANGDONG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","4080","90049","22.07","91"
"247","KOREA INSTITUTE OF SCIENCE & TECHNOLOGY (KIST)","SOUTH KOREA","3465","89755","25.90","49"
"248","CENTRAL CHINA NORMAL UNIVERSITY","CHINA MAINLAND","2434","89101","36.61","89"
"249","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","4233","89026","21.03","23"
"250","NANJING NORMAL UNIVERSITY","CHINA MAINLAND","2975","88927","29.89","97"
"251","NORTHEAST NORMAL UNIVERSITY - CHINA","CHINA MAINLAND","3791","88602","23.37","70"
"252","TAIYUAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","4894","88381","18.06","48"
"253","CURTIN UNIVERSITY","AUSTRALIA","2151","88199","41.00","96"
"254","NORTHEASTERN UNIVERSITY - CHINA","CHINA MAINLAND","5153","87851","17.05","56"
"255","UNIVERSITY OF COLORADO SYSTEM","USA","3094","87686","28.34","57"
"256","UNIVERSITI MALAYA","MALAYSIA","3561","87651","24.61","36"
"257","UNIVERSITY OF WATERLOO","CANADA","3146","87603","27.85","63"
"258","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","3647","87423","23.97","65"
"259","UNITED STATES DEPARTMENT OF DEFENSE","USA","3032","87051","28.71","52"
"260","SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","3163","87004","27.51","69"
"261","UNIVERSITY OF WARWICK","ENGLAND","3158","86310","27.33","51"
"262","NATIONAL CENTER FOR NANOSCIENCE & TECHNOLOGY, CAS","CHINA MAINLAND","2180","85907","39.41","106"
"263","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","2988","85741","28.70","57"
"264","HENAN NORMAL UNIVERSITY","CHINA MAINLAND","4133","85674","20.73","102"
"265","POHANG UNIVERSITY OF SCIENCE & TECHNOLOGY (POSTECH)","SOUTH KOREA","3118","85606","27.46","56"
"266","SHANGHAITECH UNIVERSITY","CHINA MAINLAND","2696","85564","31.74","98"
"267","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","3634","85184","23.44","48"
"268","INSTITUTE FOR BASIC SCIENCE - KOREA (IBS)","SOUTH KOREA","2542","84581","33.27","63"
"269","CNRS - INSTITUTE OF PHYSICS (INP)","FRANCE","4277","84236","19.70","18"
"270","UNIVERSIDADE DO PORTO","PORTUGAL","4164","84156","20.21","33"
"271","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","2319","84041","36.24","86"
"272","CAIRO UNIVERSITY","EGYPT","4949","84003","16.97","20"
"273","CHINA PHARMACEUTICAL UNIVERSITY","CHINA MAINLAND","4432","83865","18.92","29"
"274","HEFEI INSTITUTES OF PHYSICAL SCIENCE, CAS","CHINA MAINLAND","3606","83650","23.20","55"
"275","INSTITUTE OF COAL CHEMISTRY, CAS","CHINA MAINLAND","2581","83404","32.31","64"
"276","OHIO STATE UNIVERSITY","USA","3361","83388","24.81","48"
"277","NORTH CAROLINA STATE UNIVERSITY","USA","3236","82974","25.64","50"
"278","NATIONAL INSTITUTES OF HEALTH (NIH) - USA","USA","2768","82764","29.90","55"
"279","RIKEN","JAPAN","3906","82763","21.19","40"
"280","UNIV LILLE NORD FRANCE COMUE","N/A","4391","82666","18.83","31"
"281","UNIVERSITY OF HONG KONG","HONG KONG","2539","82381","32.45","69"
"282","UNIVERSITY OF DELAWARE","USA","2422","82363","34.01","66"
"283","MCGILL UNIVERSITY","CANADA","3046","82246","27.00","49"
"284","UNIVERSITY OF VALENCIA","SPAIN","4042","82204","20.34","46"
"285","SHANDONG NORMAL UNIVERSITY","CHINA MAINLAND","2870","82102","28.61","67"
"286","BEIJING UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","3165","81712","25.82","88"
"287","UNIVERSITY OF BRISTOL","ENGLAND","2705","81618","30.17","46"
"288","UNIVERSITY OF BATH","ENGLAND","2419","81563","33.72","77"
"289","CHINA UNIVERSITY OF MINING & TECHNOLOGY","CHINA MAINLAND","5225","81508","15.60","29"
"290","UNIVERSITY OF PITTSBURGH","USA","2621","81393","31.05","56"
"291","UNIVERSITY OF MELBOURNE","AUSTRALIA","3388","81302","24.00","35"
"292","NATIONAL RESEARCH CENTRE (NRC)","EGYPT","4223","81051","19.19","17"
"293","RESEARCH CENTER JULICH","GERMANY (FED REP GER)","3658","80895","22.11","40"
"294","INDIAN INSTITUTE OF SCIENCE (IISC) - BANGALORE","INDIA","3845","80624","20.97","31"
"295","UNIVERSITAT POLITECNICA DE VALENCIA","SPAIN","3203","80062","25.00","50"
"296","UNIVERSITY OF CALIFORNIA DAVIS","USA","3268","79926","24.46","50"
