Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): MULTIDISCIPLINARY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"23","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)","FRANCE","337","15060","44.69","8"
"24","YALE UNIVERSITY","USA","222","14612","65.82","12"
"25","MAX PLANCK SOCIETY","GERMANY (FED REP GER)","301","14367","47.73","10"
"26","UNIVERSITY OF CALIFORNIA BERKELEY","USA","221","14328","64.83","8"
"27","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","283","13888","49.07","9"
"28","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","298","13812","46.35","11"
"29","UNIVERSITY OF TORONTO","CANADA","231","13099","56.71","9"
"30","TSINGHUA UNIVERSITY","CHINA MAINLAND","176","12875","73.15","16"
"31","PEKING UNIVERSITY","CHINA MAINLAND","187","12861","68.78","10"
"32","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","269","12679","47.13","7"
"33","UNIVERSITE PARIS CITE","FRANCE","212","12568","59.28","9"
"34","UNIVERSITY OF PENNSYLVANIA","USA","187","12310","65.83","9"
"35","PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE)","USA","256","11745","45.88","6"
"36","ALPHABET INC.","USA","29","11711","403.83","3"
"37","CORNELL UNIVERSITY","USA","197","11643","59.10","9"
"38","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","224","11512","51.39","8"
"39","GOOGLE INCORPORATED","USA","26","11489","441.88","2"
"40","PRINCETON UNIVERSITY","USA","126","11268","89.43","5"
"41","MASSACHUSETTS GENERAL HOSPITAL","USA","136","11263","82.82","10"
"42","UNIVERSITY OF CALIFORNIA SAN FRANCISCO","USA","179","11214","62.65","13"
"43","UNIVERSITY OF CHICAGO","USA","123","11111","90.33","6"
"44","UNIVERSITY COLLEGE LONDON","ENGLAND","281","11079","39.43","8"
"45","BRIGHAM & WOMEN'S HOSPITAL","USA","115","10889","94.69","12"
"46","DEEPMIND","ENGLAND","8","10667","1333.38","3"
"47","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","89","10389","116.73","9"
"48","SORBONNE UNIVERSITE","FRANCE","190","10210","53.74","8"
"49","UNIVERSITY OF COPENHAGEN","DENMARK","208","10131","48.71","8"
"50","INDIANA UNIVERSITY SYSTEM","USA","112","10111","90.28","4"
"51","UNIVERSITY OF MICHIGAN SYSTEM","USA","184","9786","53.18","9"
"52","UNIVERSITY OF MICHIGAN","USA","183","9785","53.47","9"
"53","UNIVERSITY SYSTEM OF GEORGIA","USA","208","9671","46.50","5"
"54","UNIVERSITY OF TOKYO","JAPAN","271","9664","35.66","8"
"55","BROAD INSTITUTE","USA","94","9585","101.97","12"
"56","UNIVERSITY OF ILLINOIS SYSTEM","USA","176","9578","54.42","6"
"57","UNIVERSITY OF HONG KONG","HONG KONG","112","9556","85.32","9"
"58","JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBLIC HEALTH","USA","109","9319","85.50","6"
"59","UTRECHT UNIVERSITY","NETHERLANDS","131","9221","70.39","7"
"60","ETH ZURICH","SWITZERLAND","158","9173","58.06","7"
"61","UNIVERSITY OF CALIFORNIA DAVIS","USA","138","9027","65.41","4"
"62","PASTEUR NETWORK","FRANCE","117","9012","77.03","7"
"63","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","90","8732","97.02","9"
"64","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","170","8517","50.10","4"
"65","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","241","8436","35.00","7"
"66","NEW YORK UNIVERSITY","USA","140","8402","60.01","7"
"67","INDIANA UNIVERSITY BLOOMINGTON","USA","90","8336","92.62","3"
"68","UNIVERSITY OF FLORIDA","USA","157","8267","52.66","5"
"69","UNIVERSITY SYSTEM OF OHIO","USA","278","8249","29.67","5"
"70","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","124","8248","66.52","3"
"71","FUDAN UNIVERSITY","CHINA MAINLAND","147","8235","56.02","9"
"72","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","156","8231","52.76","5"
"73","INSTITUT PASTEUR PARIS","FRANCE","86","7926","92.16","6"
"74","UNIVERSITY OF BRITISH COLUMBIA","CANADA","163","7733","47.44","6"
"75","UNIVERSITY SYSTEM OF MARYLAND","USA","143","7697","53.83","6"
"76","NORTHWESTERN UNIVERSITY","USA","145","7696","53.08","6"
"77","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","123","7638","62.10","6"
"78","UNIVERSITE PARIS SACLAY","FRANCE","138","7623","55.24","4"
"79","EGYPTIAN KNOWLEDGE BANK (EKB)","EGYPT","386","7529","19.51","8"
"80","BOSTON CHILDREN'S HOSPITAL","USA","76","7453","98.07","10"
"81","WASHINGTON UNIVERSITY (WUSTL)","USA","125","7163","57.30","8"
"82","WELLCOME TRUST SANGER INSTITUTE","ENGLAND","58","7153","123.33","7"
"83","UNIVERSITY OF QUEENSLAND","AUSTRALIA","153","7010","45.82","6"
"84","WEILL CORNELL MEDICINE","USA","71","6906","97.27","7"
"85","BOSTON UNIVERSITY","USA","115","6794","59.08","5"
"86","UNIVERSITY OF EDINBURGH","SCOTLAND","142","6766","47.65","3"
"87","UNIVERSITY OF BONN","GERMANY (FED REP GER)","76","6737","88.64","6"
"88","DUKE UNIVERSITY","USA","164","6705","40.88","5"
"89","LEIDEN UNIVERSITY","NETHERLANDS","86","6585","76.57","4"
"90","ASSISTANCE PUBLIQUE HOPITAUX PARIS (APHP)","FRANCE","90","6335","70.39","4"
"91","PENNSYLVANIA STATE UNIVERSITY","USA","128","6312","49.31","4"
"92","KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY","SAUDI ARABIA","57","6299","110.51","2"
"93","UNIVERSITY OF NEBRASKA SYSTEM","USA","60","6243","104.05","2"
"94","BETH ISRAEL DEACONESS MEDICAL CENTER","USA","49","6241","127.37","6"
"95","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","109","6174","56.64","5"
"96","UNIVERSITY OF ANTWERP","BELGIUM","50","6142","122.84","3"
"97","UNIVERSITY OF MELBOURNE","AUSTRALIA","170","6110","35.94","6"
"98","UNIVERSITY OF SYDNEY","AUSTRALIA","138","6091","44.14","6"
"99","DANA-FARBER CANCER INSTITUTE","USA","54","6053","112.09","7"
"100","KAROLINSKA INSTITUTET","SWEDEN","141","6011","42.63","3"
"101","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","133","6005","45.15","3"
"102","UPPSALA UNIVERSITY","SWEDEN","105","5993","57.08","3"
"103","UNIVERSIDADE DE SAO PAULO","BRAZIL","200","5991","29.95","6"
"104","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","76","5982","78.71","4"
"105","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","109","5976","54.83","4"
"106","UNIVERSITY OF BIRMINGHAM","ENGLAND","89","5967","67.04","4"
"107","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","80","5946","74.33","3"
"108","UNIVERSITY OF NORTH CAROLINA","USA","198","5942","30.01","3"
"109","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","107","5931","55.43","3"
"110","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","190","5918","31.15","3"
"111","ERASMUS MC","NETHERLANDS","67","5893","87.96","4"
"112","US DEPARTMENT OF VETERANS AFFAIRS","USA","101","5873","58.15","4"
"113","UNIVERSITY OF TEXAS AUSTIN","USA","100","5867","58.67","4"
"114","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","124","5855","47.22","6"
"115","UNIVERSITY OF BARCELONA","SPAIN","102","5849","57.34","6"
"116","MONASH UNIVERSITY","AUSTRALIA","134","5842","43.60","5"
"117","KYOTO UNIVERSITY","JAPAN","152","5818","38.28","6"
"118","UNIVERSITY OF GEORGIA","USA","90","5775","64.17","4"
"119","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","93","5770","62.04","5"
"120","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","149","5734","38.48","2"
"121","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","52","5726","110.12","4"
"122","CEA","FRANCE","85","5638","66.33","2"
"123","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","111","5621","50.64","4"
"124","ARGONNE NATIONAL LABORATORY","USA","37","5600","151.35","4"
"125","VETERANS HEALTH ADMINISTRATION (VHA)","USA","92","5590","60.76","4"
"126","CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","123","5545","45.08","7"
"127","EMORY UNIVERSITY","USA","114","5499","48.24","5"
"128","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","97","5419","55.87","6"
"129","UNIVERSITE DE MONTREAL","CANADA","90","5347","59.41","5"
"130","UNIVERSITY OF NEBRASKA LINCOLN","USA","28","5341","190.75","2"
"131","ZHEJIANG UNIVERSITY","CHINA MAINLAND","192","5317","27.69","3"
"132","UNIVERSITY OF COLORADO SYSTEM","USA","128","5252","41.03","3"
"133","ROCKEFELLER UNIVERSITY","USA","45","5241","116.47","2"
"133","UNIVERSITY OF HELSINKI","FINLAND","122","5241","42.96","3"
"135","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","82","5223","63.70","2"
"136","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","119","5195","43.66","3"
"137","MEMORIAL SLOAN KETTERING CANCER CENTER","USA","43","5126","119.21","6"
"138","UNIVERSITY OF AMSTERDAM","NETHERLANDS","124","5125","41.33","3"
"139","LUND UNIVERSITY","SWEDEN","93","5034","54.13","1"
"140","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","104","5027","48.34","4"
"141","UNIVERSITY OF BRISTOL","ENGLAND","118","5023","42.57","4"
"142","PURDUE UNIVERSITY","USA","86","5017","58.34","3"
"142","PURDUE UNIVERSITY SYSTEM","USA","87","5017","57.67","3"
"144","NANJING UNIVERSITY","CHINA MAINLAND","93","5011","53.88","4"
"145","UNITED STATES DEPARTMENT OF AGRICULTURE (USDA)","USA","129","4998","38.74","1"
"146","OHIO STATE UNIVERSITY","USA","121","4881","40.34","1"
"147","MCGILL UNIVERSITY","CANADA","117","4856","41.50","5"
"148","SICHUAN UNIVERSITY","CHINA MAINLAND","117","4846","41.42","3"
"149","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","59","4834","81.93","4"
"150","UTAH SYSTEM OF HIGHER EDUCATION","USA","93","4826","51.89","4"
"151","PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","89","4817","54.12","5"
"152","SMITHSONIAN INSTITUTION","USA","72","4768","66.22","4"
"153","KU LEUVEN","BELGIUM","102","4748","46.55","1"
"154","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","98","4723","48.19","4"
"155","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","128","4699","36.71","2"
"156","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","169","4670","27.63","3"
"157","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","111","4617","41.59","3"
"158","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","148","4615","31.18","1"
"159","UNIVERSITY OF ARIZONA","USA","67","4596","68.60","4"
"160","JOHNS HOPKINS MEDICINE","USA","42","4572","108.86","3"
"161","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","86","4560","53.02","3"
"162","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","61","4557","74.70","4"
"163","CALIFORNIA INSTITUTE OF TECHNOLOGY","USA","81","4499","55.54","2"
"164","AARHUS UNIVERSITY","DENMARK","88","4492","51.05","4"
"165","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","82","4416","53.85","1"
"166","INRAE","FRANCE","128","4410","34.45","3"
"167","TEXAS A&M UNIVERSITY SYSTEM","USA","123","4398","35.76","3"
"168","UNIVERSITY OF BASEL","SWITZERLAND","93","4391","47.22","4"
"169","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","66","4388","66.48","6"
"170","UNIV BRETAGNE LOIRE","N/A","108","4370","40.46","4"
"171","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","78","4345","55.71","2"
"172","NORTHEASTERN UNIVERSITY","USA","63","4329","68.71","4"
"173","UNIVERSITE LIBRE DE BRUXELLES","BELGIUM","58","4317","74.43","4"
"174","UNIVERSITY OF GRONINGEN","NETHERLANDS","85","4304","50.64","3"
"175","UNIVERSITY OF CALIFORNIA IRVINE","USA","77","4299","55.83","5"
"176","UNIVERSITY OF PITTSBURGH","USA","107","4277","39.97","2"
"177","GHENT UNIVERSITY","BELGIUM","107","4261","39.82","3"
"178","AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR)","SINGAPORE","75","4246","56.61","2"
"179","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","74","4177","56.45","4"
"180","RIKEN","JAPAN","93","4173","44.87","2"
"181","UNIVERSITY OF MARYLAND BALTIMORE","USA","47","4146","88.21","5"
"182","KING'S COLLEGE LONDON","ENGLAND","106","4138","39.04","2"
"183","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","146","4098","28.07","1"
"184","UNIVERSITY OF WISCONSIN SYSTEM","USA","122","4088","33.51","4"
"185","UNIVERSITY OF BERN","SWITZERLAND","84","4084","48.62","3"
"186","LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE","ENGLAND","124","4081","32.91","3"
"187","INSTITUTE OF BIOPHYSICS, CAS","CHINA MAINLAND","20","4080","204.00","4"
"188","UNIVERSITE DE MONTPELLIER","FRANCE","104","4077","39.20","2"
"189","HOKKAIDO UNIVERSITY","JAPAN","105","4028","38.36","3"
"190","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","127","4009","31.57","4"
"191","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","110","3952","35.93","3"
"192","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","48","3950","82.29","3"
"193","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","67","3937","58.76","3"
"194","RAGON INSTITUTE","USA","19","3856","202.95","2"
"195","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","88","3849","43.74","2"
"196","UNIVERSITE PSL","FRANCE","106","3846","36.28","3"
"197","KYUNGPOOK NATIONAL UNIVERSITY (KNU)","SOUTH KOREA","40","3835","95.88","2"
"198","NEWCASTLE UNIVERSITY - UK","ENGLAND","58","3799","65.50","1"
"199","UNIVERSITY OF VIRGINIA","USA","58","3780","65.17","2"
"200","UNIVERSITY HEALTH NETWORK TORONTO","CANADA","56","3776","67.43","4"
"201","GERMAN CANCER RESEARCH CENTER (DKFZ)","GERMANY (FED REP GER)","44","3773","85.75","4"
"202","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","75","3762","50.16","4"
"203","UNIVERSITY OF CALGARY","CANADA","70","3760","53.71","2"
"204","NIH NATIONAL INSTITUTE OF ALLERGY & INFECTIOUS DISEASES (NIAID)","USA","74","3758","50.78","5"
"205","CHINESE ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","96","3746","39.02","2"
"206","UNIVERSITY OF UTAH","USA","72","3724","51.72","2"
"207","CAPITAL MEDICAL UNIVERSITY","CHINA MAINLAND","68","3697","54.37","4"
"208","UNIVERSITY OF MANCHESTER","ENGLAND","100","3660","36.60","3"
"209","FRED HUTCHINSON CANCER CENTER","USA","51","3655","71.67","6"
"210","SCRIPPS RESEARCH INSTITUTE","USA","59","3640","61.69","0"
"210","UNIVERSITY OF SOUTHAMPTON","ENGLAND","71","3640","51.27","3"
"212","MAASTRICHT UNIVERSITY","NETHERLANDS","46","3631","78.93","3"
"213","ARIZONA STATE UNIVERSITY","USA","99","3626","36.63","2"
"214","ROYAL INSTITUTE OF TECHNOLOGY","SWEDEN","43","3620","84.19","1"
"215","NATIONAL INSTITUTE OF FOOD & DRUG CONTROL - CHINA","CHINA MAINLAND","14","3579","255.64","4"
"216","TEL AVIV UNIVERSITY","ISRAEL","72","3569","49.57","2"
Copyright © 2025 Clarivate
