Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): ECONOMICS & BUSINESS   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"65","UNIVERSITY OF MINNESOTA SYSTEM","USA","1571","37874","24.11","30"
"66","UNIVERSITY COLLEGE LONDON","ENGLAND","1971","37795","19.18","25"
"67","TSINGHUA UNIVERSITY","CHINA MAINLAND","1995","37718","18.91","47"
"68","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","1602","37248","23.25","23"
"69","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","1451","36385","25.08","30"
"70","UNIVERSITY OF WASHINGTON","USA","1310","36002","27.48","27"
"71","UNIVERSITY OF SYDNEY","AUSTRALIA","2370","35671","15.05","24"
"72","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","2098","35415","16.88","17"
"73","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","1363","35065","25.73","32"
"74","XIAMEN UNIVERSITY","CHINA MAINLAND","1963","34697","17.68","58"
"75","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","1713","34517","20.15","35"
"76","UNIVERSITY OF QUEENSLAND","AUSTRALIA","2035","34315","16.86","25"
"77","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","1883","34053","18.08","14"
"78","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","1659","34050","20.52","24"
"79","UNIVERSITY OF NEWCASTLE","AUSTRALIA","747","33724","45.15","24"
"80","EUROPEAN CENTRAL BANK","GERMANY (FED REP GER)","2540","33705","13.27","22"
"81","UNIVERSITY OF MELBOURNE","AUSTRALIA","2255","33456","14.84","16"
"82","UNIVERSITY OF TEXAS AUSTIN","USA","1392","32828","23.58","27"
"83","UNIVERSITY OF WASHINGTON SEATTLE","USA","1144","32547","28.45","26"
"84","OHIO STATE UNIVERSITY","USA","1470","32268","21.95","23"
"85","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","1247","31855","25.55","25"
"86","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","1504","31497","20.94","24"
"87","KU LEUVEN","BELGIUM","1764","31473","17.84","18"
"88","UNIVERSITY OF LEEDS","ENGLAND","1507","31183","20.69","13"
"89","ZHEJIANG UNIVERSITY","CHINA MAINLAND","2032","30821","15.17","22"
"90","GEORGIA STATE UNIVERSITY","USA","1139","30472","26.75","30"
"91","MACQUARIE UNIVERSITY","AUSTRALIA","1815","30435","16.77","27"
"92","LANCASTER UNIVERSITY","ENGLAND","1447","30170","20.85","20"
"93","UNIVERSITY OF GEORGIA","USA","1291","30112","23.32","17"
"94","UNIVERSITY OF NOTTINGHAM","ENGLAND","1811","30090","16.62","17"
"95","MONTPELLIER BUSINESS SCHOOL","FRANCE","803","29994","37.35","39"
"96","CITY ST GEORGES, UNIVERSITY OF LONDON","ENGLAND","1219","29921","24.55","18"
"97","RUTGERS UNIVERSITY SYSTEM","USA","1429","29868","20.90","20"
"98","THE WORLD BANK","USA","1856","29860","16.09","14"
"99","SHANGHAI UNIVERSITY OF FINANCE & ECONOMICS","CHINA MAINLAND","1949","29686","15.23","40"
"100","LONDON BUSINESS SCHOOL","ENGLAND","763","29631","38.83","31"
"101","UNIVERSITY OF ZURICH","SWITZERLAND","1255","29295","23.34","29"
"102","BOSTON COLLEGE","USA","943","29264","31.03","20"
"103","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","1548","29215","18.87","13"
"104","SINGAPORE MANAGEMENT UNIVERSITY","SINGAPORE","1115","29006","26.01","29"
"105","UNIVERSITY OF AMSTERDAM","NETHERLANDS","1624","28893","17.79","15"
"106","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","1772","28863","16.29","16"
"107","UNIVERSITY OF ST GALLEN","SWITZERLAND","1208","28771","23.82","25"
"108","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","1112","28758","25.86","22"
"109","UNIVERSIDADE NOVA DE LISBOA","PORTUGAL","826","28689","34.73","10"
"110","CITY UNIVERSITY OF HONG KONG","HONG KONG","1443","28582","19.81","25"
"111","IMPERIAL COLLEGE LONDON","ENGLAND","1083","28440","26.26","26"
"112","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1341","28389","21.17","18"
"113","IU KELLEY SCHOOL OF BUSINESS","USA","834","28183","33.79","26"
"114","AUSTRALIAN NATIONAL UNIVERSITY","AUSTRALIA","1970","28072","14.25","12"
"115","DARTMOUTH COLLEGE","USA","597","28003","46.91","26"
"116","CENTRAL UNIVERSITY OF FINANCE & ECONOMICS","CHINA MAINLAND","1948","27825","14.28","27"
"117","ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT)","AUSTRALIA","1829","27745","15.17","27"
"118","UNIVERSITY OF HONG KONG","HONG KONG","1351","27694","20.50","31"
"119","INSEAD BUSINESS SCHOOL","FRANCE","915","27664","30.23","19"
"120","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","1541","27395","17.78","20"
"121","MAASTRICHT UNIVERSITY","NETHERLANDS","1536","27371","17.82","16"
"122","PURDUE UNIVERSITY SYSTEM","USA","1384","27308","19.73","17"
"123","UNIVERSITY OF INTERNATIONAL BUSINESS & ECONOMICS","CHINA MAINLAND","1842","27153","14.74","43"
"124","AALTO UNIVERSITY","FINLAND","1114","27110","24.34","14"
"125","NORTHEASTERN UNIVERSITY","USA","867","27077","31.23","17"
"126","UNIVERSITY OF CALIFORNIA DAVIS","USA","961","26956","28.05","22"
"127","UNIVERSITE DE MONTREAL","CANADA","1823","26803","14.70","13"
"128","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","1256","26660","21.23","19"
"129","UNIVERSITY OF SOUTH CAROLINA COLUMBIA","USA","969","26639","27.49","18"
"129","UNIVERSITY OF SOUTH CAROLINA SYSTEM","USA","969","26639","27.49","18"
"131","DEAKIN UNIVERSITY","AUSTRALIA","1481","26553","17.93","18"
"132","UNIVERSITY OF TECHNOLOGY SYDNEY","AUSTRALIA","1503","26459","17.60","17"
"133","ETH ZURICH","SWITZERLAND","1353","26288","19.43","18"
"134","PURDUE UNIVERSITY","USA","1307","26221","20.06","17"
"135","FUDAN UNIVERSITY","CHINA MAINLAND","1603","26126","16.30","26"
"136","UNIVERSITY OF BIRMINGHAM","ENGLAND","1497","25850","17.27","18"
"137","XI'AN JIAOTONG UNIVERSITY","CHINA MAINLAND","1864","25848","13.87","33"
"138","HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY","HONG KONG","969","25783","26.61","20"
"139","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","1528","25678","16.80","32"
"140","UNIVERSITY OF READING","ENGLAND","1216","25555","21.02","22"
"141","YORK UNIVERSITY - CANADA","CANADA","1136","25223","22.20","15"
"142","UNIVERSITY OF COLORADO SYSTEM","USA","1269","25207","19.86","18"
"143","UNIVERSITY OF WISCONSIN MADISON","USA","1485","25146","16.93","12"
"144","UNIVERSITY OF BRITISH COLUMBIA","CANADA","1127","24865","22.06","19"
"145","UNIVERSITY OF SUSSEX","ENGLAND","1117","24836","22.23","20"
"146","NEWCASTLE UNIVERSITY - UK","ENGLAND","1320","24825","18.81","17"
"147","UNIVERSITY OF ALBERTA","CANADA","958","24717","25.80","20"
"148","GRIFFITH UNIVERSITY","AUSTRALIA","1388","24694","17.79","16"
"149","UNIVERSITY OF SOUTHAMPTON","ENGLAND","1196","24556","20.53","22"
"150","WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO)","CANADA","1047","24500","23.40","27"
"151","UNIVERSITY OF TENNESSEE SYSTEM","USA","1106","24188","21.87","14"
"152","UNIVERSITY OF SHEFFIELD","ENGLAND","1184","23955","20.23","15"
"153","GHENT UNIVERSITY","BELGIUM","1189","23952","20.14","12"
"154","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","896","23904","26.68","20"
"155","UNIVERSITY OF FLORIDA","USA","1181","23680","20.05","15"
"156","UNIVERSITY OF NOTRE DAME","USA","839","23616","28.15","23"
"157","HUNAN UNIVERSITY","CHINA MAINLAND","1419","23300","16.42","21"
"158","BI NORWEGIAN BUSINESS SCHOOL","NORWAY","1024","23210","22.67","13"
"159","LUND UNIVERSITY","SWEDEN","1323","23079","17.44","14"
"160","POLYTECHNIC UNIVERSITY OF MILAN","ITALY","929","22947","24.70","23"
"161","DURHAM UNIVERSITY","ENGLAND","1281","22863","17.85","21"
"162","OTTO VON GUERICKE UNIVERSITY","GERMANY (FED REP GER)","244","22794","93.42","13"
"163","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","1257","22418","17.83","27"
"164","UNIVERSITY OF VIRGINIA","USA","1008","22400","22.22","22"
"165","UTAH SYSTEM OF HIGHER EDUCATION","USA","1241","22217","17.90","18"
"166","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","936","22116","23.63","13"
"167","UNIVERSITY OF TWENTE","NETHERLANDS","445","22079","49.62","4"
"168","UNIVERSITY OF ESSEX","ENGLAND","1402","22048","15.73","14"
"169","AARHUS UNIVERSITY","DENMARK","1524","21956","14.41","20"
"170","UNIVERSITY OF MISSOURI SYSTEM","USA","1235","21954","17.78","8"
"171","CGIAR","FRANCE","977","21742","22.25","13"
"172","BEIJING INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","777","21738","27.98","39"
"173","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1140","21683","19.02","17"
"174","UNIVERSITY OF ARIZONA","USA","795","21509","27.06","18"
"175","QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT)","AUSTRALIA","1196","21494","17.97","7"
"176","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","1053","21467","20.39","19"
"177","FEDERAL RESERVE SYSTEM BOARD OF GOVERNORS","USA","1042","21437","20.57","14"
"178","WASHINGTON UNIVERSITY (WUSTL)","USA","953","21407","22.46","21"
"179","UNIVERSITY OF BATH","ENGLAND","1171","21155","18.07","9"
"180","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1198","21105","17.62","14"
"181","KING'S COLLEGE LONDON","ENGLAND","1274","21010","16.49","12"
"182","UNIVERSITY OF EDINBURGH","SCOTLAND","1251","20962","16.76","15"
"183","SWINBURNE UNIVERSITY OF TECHNOLOGY","AUSTRALIA","810","20752","25.62","26"
"184","HEC MONTREAL","CANADA","1171","20716","17.69","13"
"185","HAMBURG UNIVERSITY OF TECHNOLOGY","GERMANY (FED REP GER)","90","20676","229.73","16"
"186","JINAN UNIVERSITY","CHINA MAINLAND","1242","20567","16.56","22"
"187","LOUGHBOROUGH UNIVERSITY","ENGLAND","1011","20438","20.22","16"
"188","ZHONGNAN UNIVERSITY OF ECONOMICS & LAW","CHINA MAINLAND","1711","20355","11.90","31"
"189","GEORGE WASHINGTON UNIVERSITY","USA","796","20325","25.53","24"
"190","UNIVERSITY OF ALABAMA SYSTEM","USA","1150","20226","17.59","16"
"191","CARNEGIE MELLON UNIVERSITY","USA","798","20104","25.19","14"
"192","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","1223","20100","16.43","15"
"193","ASTON UNIVERSITY","ENGLAND","742","19858","26.76","21"
"194","INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM)","INDIA","1516","19832","13.08","13"
"195","UNIVERSITE DE TOULOUSE","FRANCE","1227","19793","16.13","10"
"196","UNIVERSITY OF PRETORIA","SOUTH AFRICA","1161","19646","16.92","15"
"197","UNIVERSITY OF VALENCIA","SPAIN","1273","19626","15.42","11"
"198","CARDIFF UNIVERSITY","WALES","1219","19588","16.07","10"
"199","UNIVERSITY OF TEXAS DALLAS","USA","917","19482","21.25","13"
"200","GEORGETOWN UNIVERSITY","USA","940","19477","20.72","16"
"201","INTERNATIONAL MONETARY FUND","USA","1476","19449","13.18","10"
"202","UNIVERSITY OF BOLOGNA","ITALY","1483","19373","13.06","10"
"203","CURTIN UNIVERSITY","AUSTRALIA","1167","19257","16.50","7"
"204","FLORIDA STATE UNIVERSITY","USA","895","19197","21.45","10"
"205","VIENNA UNIVERSITY OF ECONOMICS & BUSINESS","AUSTRIA","1100","19071","17.34","8"
"206","UTRECHT UNIVERSITY","NETHERLANDS","975","19005","19.49","19"
"207","UNIVERSITY OF SOUTH AUSTRALIA","AUSTRALIA","1001","18865","18.85","11"
"208","HESAM UNIVERSITE","FRANCE","969","18852","19.46","17"
"209","UNIVERSITY OF LIVERPOOL","ENGLAND","1233","18765","15.22","14"
"210","TEMPLE UNIVERSITY","USA","768","18670","24.31","12"
"211","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","712","18624","26.16","51"
"212","ALLIANCE MANCHESTER BUSINESS SCHOOL","ENGLAND","825","18576","22.52","18"
"213","UNIVERSITY OF ARKANSAS SYSTEM","USA","864","18567","21.49","12"
"214","HANKEN SCHOOL OF ECONOMICS","FINLAND","771","18462","23.95","18"
"215","STOCKHOLM SCHOOL OF ECONOMICS","SWEDEN","946","18243","19.28","14"
"216","NANJING UNIVERSITY","CHINA MAINLAND","1184","18237","15.40","23"
"217","UNIVERSITY OF ARKANSAS FAYETTEVILLE","USA","831","18171","21.87","12"
"218","UNIVERSITY OF COLORADO BOULDER","USA","806","18076","22.43","17"
"219","JOHNS HOPKINS UNIVERSITY","USA","1036","18049","17.42","13"
"220","WUHAN UNIVERSITY","CHINA MAINLAND","1338","18031","13.48","26"
"221","UNIVERSITY OF SURREY","ENGLAND","804","17925","22.29","16"
"222","UNIVERSITY OF PITTSBURGH","USA","713","17813","24.98","19"
"223","UNIVERSITY COLLEGE DUBLIN","IRELAND","913","17646","19.33","12"
"224","DREXEL UNIVERSITY","USA","641","17633","27.51","15"
"225","STOCKHOLM UNIVERSITY","SWEDEN","932","17625","18.91","13"
"226","UNIVERSITY OF NAVARRA","SPAIN","860","17436","20.27","15"
"227","UNIVERSITAT RAMON LLULL","SPAIN","559","16976","30.37","17"
"228","TRINITY COLLEGE DUBLIN","IRELAND","873","16856","19.31","26"
"229","QUEEN MARY UNIVERSITY LONDON","ENGLAND","996","16809","16.88","11"
"230","UNIVERSITY OF YORK - UK","ENGLAND","1146","16782","14.64","11"
"231","NORWEGIAN SCHOOL OF ECONOMICS (NHH)","NORWAY","911","16766","18.40","12"
"232","UNIVERSITY OF COPENHAGEN","DENMARK","1071","16736","15.63","9"
"233","UNIVERSITY OF GLASGOW","SCOTLAND","1185","16698","14.09","12"
"234","UNIVERSITY OF EXETER","ENGLAND","938","16587","17.68","12"
"235","MASSEY UNIVERSITY","NEW ZEALAND","964","16529","17.15","16"
"236","UNIVERSITY OF TURIN","ITALY","1024","16454","16.07","18"
"237","CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM","USA","1124","16314","14.51","10"
"238","IOWA STATE UNIVERSITY","USA","859","16175","18.83","7"
"239","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","1085","16116","14.85","9"
"240","UNIV BRETAGNE LOIRE","N/A","1206","16112","13.36","5"
"241","UNIVERSITY OF KENT","ENGLAND","873","15998","18.33","10"
"242","UNIVERSITY OF VAASA","FINLAND","730","15918","21.81","15"
"243","SIMON FRASER UNIVERSITY","CANADA","838","15880","18.95","9"
"244","WHU - OTTO BEISHEIM SCHOOL OF MANAGEMENT","GERMANY (FED REP GER)","633","15872","25.07","9"
"245","MAYS BUSINESS SCHOOL","USA","470","15716","33.44","11"
"246","SOLENT UNIVERSITY","ENGLAND","609","15711","25.80","16"
"247","SICHUAN UNIVERSITY","CHINA MAINLAND","1070","15708","14.68","22"
"248","NANKAI UNIVERSITY","CHINA MAINLAND","1187","15705","13.23","20"
"249","TIANJIN UNIVERSITY","CHINA MAINLAND","1045","15702","15.03","14"
"250","SAPIENZA UNIVERSITY ROME","ITALY","1115","15696","14.08","13"
"251","UNIVERSITY OF ADELAIDE","AUSTRALIA","972","15682","16.13","11"
"252","HO CHI MINH CITY UNIVERSITY ECONOMICS","VIETNAM","768","15646","20.37","30"
"253","UNIVERSITY OF NEBRASKA SYSTEM","USA","920","15629","16.99","6"
"254","UNIVERSITY OF MIAMI","USA","562","15622","27.80","13"
"255","ESCUELA SUPERIOR DE ADMINISTRACION Y DIRECCION DE EMPRESAS (ESADE)","SPAIN","466","15607","33.49","16"
"256","UNIVERSITY OF ILLINOIS CHICAGO","USA","666","15559","23.36","12"
"257","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","663","15540","23.44","12"
"258","UNIVERSITY OF WAIKATO","NEW ZEALAND","686","15473","22.56","13"
"259","UNIVERSITY OF HOUSTON SYSTEM","USA","952","15431","16.21","10"
"260","UNIVERSITY OF HOUSTON","USA","950","15414","16.23","10"
"261","UNIVERSITY OF MANNHEIM","GERMANY (FED REP GER)","864","15348","17.76","10"
"262","NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM)","INDIA","511","15316","29.97","18"
"263","TEXAS CHRISTIAN UNIVERSITY","USA","505","15290","30.28","13"
"263","IPAG BUSINESS SCHOOL","FRANCE","682","15290","22.42","15"
"265","ESCP BUSINESS SCHOOL","FRANCE","650","15202","23.39","16"
"265","UNIVERSITY OF BRISTOL","ENGLAND","963","15202","15.79","12"
"267","GEORGIA INSTITUTE OF TECHNOLOGY","USA","706","15091","21.38","6"
"268","TONGJI UNIVERSITY","CHINA MAINLAND","953","15081","15.82","10"
"269","OKLAHOMA STATE UNIVERSITY SYSTEM","USA","727","15028","20.67","11"
"270","UNIVERSITY OF ALABAMA TUSCALOOSA","USA","871","15014","17.24","12"
"271","UNIVERSITY OF CALIFORNIA SANTA BARBARA","USA","570","15006","26.33","17"
"272","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","885","14980","16.93","11"
"273","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","917","14870","16.22","10"
"274","UNIVERSITY OF CALIFORNIA IRVINE","USA","770","14741","19.14","12"
"274","EMORY UNIVERSITY","USA","646","14741","22.82","13"
"276","INTERNATIONAL FOOD POLICY RESEARCH INSTITUTE (IFPRI)","USA","665","14603","21.96","11"
"277","UNIVERSITE DE MONTPELLIER","FRANCE","640","14600","22.81","12"
"278","UNIVERSITY OF SOUTHERN DENMARK","DENMARK","906","14594","16.11","7"
"279","SHANDONG UNIVERSITY","CHINA MAINLAND","1139","14564","12.79","19"
"280","MCGILL UNIVERSITY","CANADA","780","14545","18.65","9"
"281","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","720","14507","20.15","17"
"282","LINKOPING UNIVERSITY","SWEDEN","554","14505","26.18","13"
"283","UNIVERSITY OF BONN","GERMANY (FED REP GER)","874","14479","16.57","6"
"284","UNIVERSITY OF OTTAWA","CANADA","799","14473","18.11","7"
"285","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","790","14369","18.19","7"
"286","INSTITUT POLYTECHNIQUE DE PARIS","FRANCE","988","14313","14.49","5"
"287","KEDGE BUSINESS SCHOOL","FRANCE","686","14310","20.86","14"
"288","LEBANESE AMERICAN UNIVERSITY","LEBANON","805","14294","17.76","60"
"289","OKLAHOMA STATE UNIVERSITY - STILLWATER","USA","699","14187","20.30","10"
"290","AUBURN UNIVERSITY","USA","771","14177","18.39","7"
"290","AUBURN UNIVERSITY SYSTEM","USA","771","14177","18.39","7"
"292","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","915","14145","15.46","6"
"293","VANDERBILT UNIVERSITY","USA","713","14132","19.82","5"
"294","UNIVERSITY OF UTAH","USA","625","14066","22.51","12"
"295","BABSON COLLEGE","USA","446","14050","31.50","17"
"296","CAPITAL UNIVERSITY OF ECONOMICS & BUSINESS","CHINA MAINLAND","1106","14012","12.67","48"
"297","BROWN UNIVERSITY","USA","447","13998","31.32","12"
"298","UNIVERSITY OF GOTHENBURG","SWEDEN","1006","13996","13.91","6"
"299","UNIVERSITY OF CALGARY","CANADA","650","13907","21.40","7"
"300","UNIVERSITY OF OREGON","USA","532","13906","26.14","14"
"301","GEORGE MASON UNIVERSITY","USA","944","13885","14.71","10"
"302","EMLYON BUSINESS SCHOOL","FRANCE","566","13822","24.42","11"
"303","UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS","CHINA MAINLAND","830","13814","16.64","10"
"304","LAPPEENRANTA-LAHTI UNIVERSITY OF TECHNOLOGY LUT","FINLAND","458","13791","30.11","16"
"305","COLORADO STATE UNIVERSITY SYSTEM","USA","709","13785","19.44","10"
"306","UNIVERSITY OF CONNECTICUT","USA","903","13727","15.20","5"
"307","POMPEU FABRA UNIVERSITY","SPAIN","724","13685","18.90","5"
"308","UNIVERSITY OF EAST ANGLIA","ENGLAND","780","13675","17.53","9"
"309","PARIS SCHOOL OF ECONOMICS","FRANCE","950","13667","14.39","4"
"310","COLORADO STATE UNIVERSITY FORT COLLINS","USA","694","13537","19.51","10"
"311","UNIVERSITY OF WATERLOO","CANADA","835","13520","16.19","6"
"312","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","796","13439","16.88","8"
"313","CONCORDIA UNIVERSITY - CANADA","CANADA","730","13391","18.34","9"
"314","NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU)","NORWAY","717","13387","18.67","12"
"315","UNIVERSITY OF PORTSMOUTH","ENGLAND","687","13255","19.29","18"
"316","BRUNEL UNIVERSITY","ENGLAND","815","13218","16.22","11"
"317","KOREA UNIVERSITY","SOUTH KOREA","1182","13191","11.16","7"
"318","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","809","13167","16.28","12"
"319","UNIVERSITY OF GRANADA","SPAIN","671","13151","19.60","12"
"320","INRAE","FRANCE","1011","13117","12.97","3"
"321","HAUTES ETUDES COMMERCIALES (HEC) PARIS","FRANCE","565","13069","23.13","12"
"322","UNIVERSITY OF ANTWERP","BELGIUM","780","12977","16.64","6"
"323","SHANGHAI UNIVERSITY","CHINA MAINLAND","934","12967","13.88","13"
"324","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","1227","12960","10.56","4"
