Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): MATERIALS SCIENCE   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"40","EGYPTIAN KNOWLEDGE BANK (EKB)","EGYPT","15320","303324","19.80","88"
"41","MAX PLANCK SOCIETY","GERMANY (FED REP GER)","7766","300834","38.74","163"
"42","BEIHANG UNIVERSITY","CHINA MAINLAND","9706","298359","30.74","191"
"43","BEIJING INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","9327","294565","31.58","244"
"44","SHANDONG UNIVERSITY","CHINA MAINLAND","11160","288177","25.82","186"
"45","HUNAN UNIVERSITY","CHINA MAINLAND","7478","278475","37.24","225"
"46","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","8353","278205","33.31","177"
"47","PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE)","USA","6825","276428","40.50","159"
"48","WUHAN UNIVERSITY","CHINA MAINLAND","7458","275003","36.87","194"
"49","TONGJI UNIVERSITY","CHINA MAINLAND","8861","270992","30.58","158"
"50","SOUTHEAST UNIVERSITY - CHINA","CHINA MAINLAND","10725","266420","24.84","132"
"51","BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY","CHINA MAINLAND","6736","257170","38.18","210"
"52","INSTITUTE OF CHEMISTRY, CAS","CHINA MAINLAND","4208","256520","60.96","188"
"53","NANKAI UNIVERSITY","CHINA MAINLAND","6199","256024","41.30","217"
"54","HARVARD UNIVERSITY","USA","3961","251713","63.55","185"
"55","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","6829","249359","36.51","230"
"56","DALIAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","9730","249167","25.61","108"
"57","NANJING TECH UNIVERSITY","CHINA MAINLAND","8240","247249","30.01","153"
"58","UNIVERSITY OF CAMBRIDGE","ENGLAND","5041","244075","48.42","166"
"59","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","7569","242210","32.00","120"
"60","UNIVERSITY OF CALIFORNIA BERKELEY","USA","4072","239764","58.88","161"
"61","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","4192","239257","57.07","161"
"62","SUNGKYUNKWAN UNIVERSITY (SKKU)","SOUTH KOREA","7457","232725","31.21","108"
"63","OAK RIDGE NATIONAL LABORATORY","USA","5429","230482","42.45","119"
"64","NATIONAL INSTITUTE FOR MATERIALS SCIENCE","JAPAN","6976","228031","32.69","130"
"65","XIAMEN UNIVERSITY","CHINA MAINLAND","6264","227809","36.37","165"
"66","NORTHWESTERN UNIVERSITY","USA","4561","225829","49.51","137"
"67","DONGHUA UNIVERSITY","CHINA MAINLAND","7931","223227","28.15","136"
"68","SHANGHAI UNIVERSITY","CHINA MAINLAND","9142","222142","24.30","159"
"69","INSTITUTE OF METAL RESEARCH, CAS","CHINA MAINLAND","8251","220800","26.76","111"
"70","NATIONAL CENTER FOR NANOSCIENCE & TECHNOLOGY, CAS","CHINA MAINLAND","3501","220643","63.02","159"
"71","NORTHEASTERN UNIVERSITY - CHINA","CHINA MAINLAND","13452","220610","16.40","82"
"72","UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA","CHINA MAINLAND","7145","219380","30.70","167"
"73","ARGONNE NATIONAL LABORATORY","USA","4734","216020","45.63","147"
"74","KOREA ADVANCED INSTITUTE OF SCIENCE & TECHNOLOGY (KAIST)","SOUTH KOREA","5768","215491","37.36","97"
"75","PENNSYLVANIA STATE UNIVERSITY","USA","4895","208105","42.51","132"
"76","IMPERIAL COLLEGE LONDON","ENGLAND","5372","207931","38.71","110"
"77","AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR)","SINGAPORE","4346","207197","47.68","154"
"78","SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","6052","205426","33.94","188"
"79","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","3858","204961","53.13","133"
"80","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","3352","204344","60.96","172"
"81","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","4645","202961","43.69","131"
"82","KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY","SAUDI ARABIA","3306","201302","60.89","176"
"83","NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","6732","200005","29.71","131"
"84","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","8175","199195","24.37","73"
"85","UNIVERSITY OF WOLLONGONG","AUSTRALIA","3676","198264","53.93","160"
"86","BEIJING INSTITUTE OF NANOENERGY & NANOSYSTEMS, CAS","CHINA MAINLAND","2635","195549","74.21","169"
"87","CNRS - INSTITUTE OF CHEMISTRY (INC)","FRANCE","7786","193127","24.80","68"
"88","SHANGHAI INSTITUTE OF CERAMICS, CAS","CHINA MAINLAND","5624","191753","34.10","109"
"89","POHANG UNIVERSITY OF SCIENCE & TECHNOLOGY (POSTECH)","SOUTH KOREA","5581","189893","34.02","93"
"90","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","5637","188533","33.45","116"
"91","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","8010","188343","23.51","55"
"92","UNIVERSITY OF LONDON","ENGLAND","5662","187512","33.12","102"
"93","KOREA UNIVERSITY","SOUTH KOREA","6191","185080","29.90","92"
"94","ULSAN NATIONAL INSTITUTE OF SCIENCE & TECHNOLOGY (UNIST)","SOUTH KOREA","3600","183324","50.92","114"
"95","ETH ZURICH","SWITZERLAND","4199","183160","43.62","108"
"96","HONG KONG UNIVERSITY OF SCIENCE & TECHNOLOGY","HONG KONG","3677","181466","49.35","117"
"97","UNIVERSITY OF TEXAS AUSTIN","USA","3079","181120","58.82","133"
"98","NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM)","INDIA","12224","180347","14.75","26"
"99","HANYANG UNIVERSITY","SOUTH KOREA","6139","178124","29.02","84"
"100","COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA","INDIA","8525","177140","20.78","42"
"101","CHANGCHUN INSTITUTE OF APPLIED CHEMISTRY, CAS","CHINA MAINLAND","3793","176291","46.48","117"
"102","INSTITUTE OF PHYSICS, CAS","CHINA MAINLAND","3674","173618","47.26","144"
"103","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","17143","172673","10.07","27"
"104","UNIVERSITY OF QUEENSLAND","AUSTRALIA","4008","170957","42.65","144"
"105","NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS","CHINA MAINLAND","7078","169222","23.91","106"
"106","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","3716","169087","45.50","98"
"107","MONASH UNIVERSITY","AUSTRALIA","4053","168785","41.64","87"
"108","UNIVERSITY OF ILLINOIS SYSTEM","USA","4587","166678","36.34","80"
"109","UNIVERSITY OF TENNESSEE SYSTEM","USA","3598","164651","45.76","103"
"110","NINGBO INSTITUTE OF MATERIALS TECHNOLOGY & ENGINEERING, CAS","CHINA MAINLAND","5323","162640","30.55","102"
"111","UNIVERSITY OF MICHIGAN SYSTEM","USA","3775","161997","42.91","92"
"112","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","3486","161829","46.42","101"
"113","UNIVERSITY OF MICHIGAN","USA","3729","161553","43.32","92"
"114","YONSEI UNIVERSITY","SOUTH KOREA","6123","160254","26.17","88"
"115","COLLABORATIVE INNOVATION CENTER OF CHEMICAL SCIENCE & ENGINEERING TIANJIN","CHINA MAINLAND","2598","156414","60.21","101"
"116","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","5358","155523","29.03","64"
"117","KOREA INSTITUTE OF SCIENCE & TECHNOLOGY (KIST)","SOUTH KOREA","5050","153052","30.31","62"
"118","KARLSRUHE INSTITUTE OF TECHNOLOGY","GERMANY (FED REP GER)","5037","152344","30.24","78"
"119","UNIVERSITY OF OXFORD","ENGLAND","3577","150272","42.01","102"
"120","NORTH CAROLINA STATE UNIVERSITY","USA","3681","148926","40.46","93"
"121","QINGDAO UNIVERSITY","CHINA MAINLAND","4529","148688","32.83","184"
"122","UNIVERSITY SYSTEM OF MARYLAND","USA","2571","147749","57.47","116"
"123","UNIVERSITY OF TOKYO","JAPAN","5685","146997","25.86","79"
"124","UNITED STATES DEPARTMENT OF DEFENSE","USA","3931","146210","37.19","71"
"125","UNIVERSITY OF MANCHESTER","ENGLAND","4249","145549","34.25","64"
"126","JIANGSU UNIVERSITY","CHINA MAINLAND","6070","145069","23.90","82"
"127","UNIVERSITY OF TORONTO","CANADA","3408","142691","41.87","105"
"128","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","4400","140732","31.98","72"
"129","DELFT UNIVERSITY OF TECHNOLOGY","NETHERLANDS","4173","140259","33.61","52"
"130","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","2675","139811","52.27","115"
"131","PURDUE UNIVERSITY SYSTEM","USA","3978","138581","34.84","73"
"132","PURDUE UNIVERSITY","USA","3913","137956","35.26","73"
"133","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","2141","135948","63.50","112"
"134","TOHOKU UNIVERSITY","JAPAN","6960","132273","19.00","52"
"135","FUZHOU UNIVERSITY","CHINA MAINLAND","4808","131438","27.34","101"
"136","EAST CHINA UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","4759","131408","27.61","78"
"137","GUANGDONG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","5366","130845","24.38","107"
"138","DREXEL UNIVERSITY","USA","1246","130459","104.70","118"
"139","COLLABORATIVE INNOVATION CENTER OF ADVANCED MICROSTRUCTURES (CICAM)","CHINA MAINLAND","2749","130355","47.42","100"
"140","UNIVERSITY OF WASHINGTON","USA","2231","129691","58.13","88"
"141","DALIAN INSTITUTE OF CHEMICAL PHYSICS, CAS","CHINA MAINLAND","2793","129504","46.37","115"
"142","UNIVERSITY OF WASHINGTON SEATTLE","USA","2210","129198","58.46","88"
"143","INSTITUTE FOR BASIC SCIENCE - KOREA (IBS)","SOUTH KOREA","2473","127335","51.49","81"
"144","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","3924","126437","32.22","61"
"145","KING SAUD UNIVERSITY","SAUDI ARABIA","6929","125599","18.13","56"
"146","SWISS FEDERAL LABORATORIES FOR MATERIALS SCIENCE & TECHNOLOGY (EMPA)","SWITZERLAND","2920","124734","42.72","74"
"147","RICE UNIVERSITY","USA","2023","124538","61.56","92"
"148","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","3420","123350","36.07","54"
"149","ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT)","AUSTRALIA","3465","123226","35.56","82"
"150","BEIJING UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","5650","123161","21.80","71"
"151","GUANGXI UNIVERSITY","CHINA MAINLAND","5109","123000","24.08","108"
"152","UNIVERSITY COLLEGE LONDON","ENGLAND","3569","122754","34.39","72"
"153","ISLAMIC AZAD UNIVERSITY","IRAN","6094","121791","19.99","17"
"154","TECHNICAL INSTITUTE OF PHYSICS & CHEMISTRY, CAS","CHINA MAINLAND","2610","121783","46.66","78"
"155","CHINA UNIVERSITY OF PETROLEUM","CHINA MAINLAND","4504","119981","26.64","76"
"156","CNRS - INSTITUTE FOR ENGINEERING & SYSTEMS SCIENCES (INSIS)","FRANCE","5338","119196","22.33","23"
"157","SOUTHWEST JIAOTONG UNIVERSITY","CHINA MAINLAND","5391","119096","22.09","72"
"158","SLAC NATIONAL ACCELERATOR LABORATORY","USA","1257","117952","93.84","99"
"159","NATIONAL TAIWAN UNIVERSITY","TAIWAN","4242","117200","27.63","56"
"160","RWTH AACHEN UNIVERSITY","GERMANY (FED REP GER)","4802","116882","24.34","44"
"161","HARVARD UNIVERSITY MEDICAL AFFILIATES","USA","1825","116547","63.86","88"
"162","UNIVERSITY OF WATERLOO","CANADA","2791","115768","41.48","82"
"163","JINAN UNIVERSITY","CHINA MAINLAND","3716","114503","30.81","63"
"164","A*STAR - INSTITUTE OF MATERIALS RESEARCH & ENGINEERING (IMRE)","SINGAPORE","2316","112088","48.40","81"
"165","ISTITUTO ITALIANO DI TECNOLOGIA - IIT","ITALY","2423","111887","46.18","51"
"166","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","2241","111665","49.83","84"
"167","SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY, CAS","CHINA MAINLAND","2779","110943","39.92","100"
"168","TAIYUAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","5827","110452","18.96","39"
"169","UNIVERSITY OF HONG KONG","HONG KONG","3000","109727","36.58","81"
"170","CHINA UNIVERSITY OF GEOSCIENCES","CHINA MAINLAND","4011","109699","27.35","100"
"171","KYOTO UNIVERSITY","JAPAN","3908","109022","27.90","33"
"172","TSINGHUA SHENZHEN INTERNATIONAL GRADUATE SCHOOL","CHINA MAINLAND","2058","106749","51.87","123"
"172","UNIV TOWN SHENZHEN","N/A","2058","106749","51.87","123"
"174","TEXAS A&M UNIVERSITY SYSTEM","USA","3336","106715","31.99","50"
"175","UNIVERSITY OF WISCONSIN SYSTEM","USA","2785","105963","38.05","57"
"176","UNIVERSITE PARIS SACLAY","FRANCE","4648","104779","22.54","30"
"177","LINKOPING UNIVERSITY","SWEDEN","2249","104225","46.34","89"
"178","UNIVERSITY OF ERLANGEN NUREMBERG","GERMANY (FED REP GER)","3403","103898","30.53","38"
"179","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","3136","102999","32.84","48"
"180","NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCIENCE & TECHNOLOGY (AIST)","JAPAN","3974","102034","25.68","42"
"181","LANZHOU UNIVERSITY","CHINA MAINLAND","3448","100094","29.03","45"
"182","ZHEJIANG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","3997","100060","25.03","83"
"183","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","4314","98680","22.87","32"
"184","CORNELL UNIVERSITY","USA","2423","97929","40.42","46"
"185","CHINESE ACADEMY OF ENGINEERING PHYSICS","CHINA MAINLAND","4395","97195","22.11","28"
"186","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","3471","96757","27.88","38"
"187","OHIO STATE UNIVERSITY","USA","2512","96672","38.48","52"
"188","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","4234","96394","22.77","31"
"189","KYUNG HEE UNIVERSITY","SOUTH KOREA","3309","96272","29.09","37"
"190","ROYAL INSTITUTE OF TECHNOLOGY","SWEDEN","3669","95427","26.01","31"
"191","YANSHAN UNIVERSITY","CHINA MAINLAND","4849","95223","19.64","52"
"192","NANJING FORESTRY UNIVERSITY","CHINA MAINLAND","4272","95161","22.28","87"
"193","QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","3453","95111","27.54","58"
"194","FUJIAN INSTITUTE OF RESEARCH ON THE STRUCTURE OF MATTER, CAS","CHINA MAINLAND","2799","94981","33.93","48"
"195","RESEARCH CENTER JULICH","GERMANY (FED REP GER)","3302","94868","28.73","48"
"196","EAST CHINA NORMAL UNIVERSITY","CHINA MAINLAND","2720","93969","34.55","57"
"197","UNIV BRETAGNE LOIRE","N/A","4236","93521","22.08","32"
"198","UNIVERSITY OF CALIFORNIA SANTA BARBARA","USA","2048","93069","45.44","55"
"199","QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT)","AUSTRALIA","2189","92978","42.48","76"
"200","UNIVERSITY OF ADELAIDE","AUSTRALIA","1758","91981","52.32","110"
"201","COLUMBIA UNIVERSITY","USA","1731","91908","53.10","63"
"202","YANGZHOU UNIVERSITY","CHINA MAINLAND","3214","91799","28.56","79"
"203","UNIVERSITY OF JINAN","CHINA MAINLAND","3334","91080","27.32","53"
"204","PACIFIC NORTHWEST NATIONAL LABORATORY","USA","1937","90426","46.68","67"
"205","CHINA UNIVERSITY OF MINING & TECHNOLOGY","CHINA MAINLAND","4930","90412","18.34","36"
"206","KU LEUVEN","BELGIUM","3176","90161","28.39","39"
"207","KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","6258","89220","14.26","53"
"208","BROOKHAVEN NATIONAL LABORATORY","USA","2023","89045","44.02","62"
"209","UNIVERSITY OF PENNSYLVANIA","USA","1937","88931","45.91","63"
"210","UNIVERSITY OF COLORADO SYSTEM","USA","2049","88786","43.33","64"
"211","UNIVERSITY OF TEHRAN","IRAN","3855","88704","23.01","26"
"212","UNIVERSITY OF WISCONSIN MADISON","USA","2228","88607","39.77","52"
"213","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","3100","88258","28.47","34"
"214","UNIVERSITY OF NEBRASKA SYSTEM","USA","1724","88195","51.16","56"
"215","SOUTHWEST UNIVERSITY - CHINA","CHINA MAINLAND","3135","87575","27.93","38"
"216","UNIVERSITY OF SYDNEY","AUSTRALIA","2519","87528","34.75","58"
"217","NATIONAL TSING HUA UNIVERSITY","TAIWAN","3094","87509","28.28","35"
"218","JIANGNAN UNIVERSITY","CHINA MAINLAND","4203","87329","20.78","50"
"219","HEFEI INSTITUTES OF PHYSICAL SCIENCE, CAS","CHINA MAINLAND","3234","87107","26.93","37"
"220","HARBIN ENGINEERING UNIVERSITY","CHINA MAINLAND","3598","87105","24.21","52"
"221","NANJING UNIVERSITY OF POSTS & TELECOMMUNICATIONS","CHINA MAINLAND","2714","86003","31.69","67"
"222","UNIVERSITY OF NORTH CAROLINA","USA","1921","85713","44.62","63"
"223","GHENT UNIVERSITY","BELGIUM","2758","84223","30.54","27"
"224","HEBEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","4573","84122","18.40","52"
"225","SHAANXI NORMAL UNIVERSITY","CHINA MAINLAND","2532","84050","33.20","52"
"226","KYUSHU UNIVERSITY","JAPAN","3853","83932","21.78","37"
"227","EINDHOVEN UNIVERSITY OF TECHNOLOGY","NETHERLANDS","2302","83897","36.45","36"
"228","UNIVERSITY OF OSAKA","JAPAN","4658","82741","17.76","20"
"229","HEFEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","3778","82626","21.87","33"
"230","UNIVERSITY OF MISSOURI SYSTEM","USA","2413","82304","34.11","33"
"231","UNIVERSITY OF SHEFFIELD","ENGLAND","2512","82179","32.71","34"
"232","STATE KEY LABORATORY SURFACTANT FINE CHEMISTRY","CHINA MAINLAND","2058","81716","39.71","45"
"233","MINIST EDUC","N/A","4563","81569","17.88","21"
"234","POLISH ACADEMY OF SCIENCES","POLAND","5330","81247","15.24","16"
"235","SHAANXI UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","3676","80882","22.00","48"
"236","INSTITUTE OF HIGH ENERGY PHYSICS, CAS","CHINA MAINLAND","2054","80481","39.18","78"
"237","DEAKIN UNIVERSITY","AUSTRALIA","2320","80027","34.49","38"
"238","UNIVERSITY OF TECHNOLOGY SYDNEY","AUSTRALIA","1668","80010","47.97","72"
"239","UNIVERSITY OF COLORADO BOULDER","USA","1747","79921","45.75","61"
"240","HUBEI UNIVERSITY","CHINA MAINLAND","2540","79669","31.37","46"
"241","BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY","SPAIN","1726","78893","45.71","48"
"242","CEA","FRANCE","3969","78738","19.84","24"
"243","DEPARTMENT OF SCIENCE & TECHNOLOGY (INDIA)","INDIA","3764","78666","20.90","14"
"244","JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","3567","78569","22.03","38"
"245","UPPSALA UNIVERSITY","SWEDEN","2554","78144","30.60","33"
"246","INDIAN INSTITUTE OF SCIENCE (IISC) - BANGALORE","INDIA","3585","77991","21.75","22"
"247","UNIVERSITY OF NEBRASKA LINCOLN","USA","1478","77697","52.57","48"
"248","FRAUNHOFER GESELLSCHAFT","GERMANY (FED REP GER)","3829","77599","20.27","22"
"249","LOS ALAMOS NATIONAL LABORATORY","USA","2187","77250","35.32","35"
"250","SOUTH CHINA NORMAL UNIVERSITY","CHINA MAINLAND","2756","76673","27.82","50"
"251","SAMSUNG","SOUTH KOREA","2225","76098","34.20","58"
"252","HARVARD MEDICAL SCHOOL","USA","1326","75977","57.30","55"
"253","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2774","75351","27.16","31"
"254","UNIVERSITE PSL","FRANCE","2600","75089","28.88","33"
"255","SUZHOU INSTITUTE OF NANO-TECH & NANO-BIONICS, CAS","CHINA MAINLAND","1660","75066","45.22","49"
"256","NATIONAL INSTITUTE OF STANDARDS & TECHNOLOGY (NIST) - USA","USA","2174","74231","34.14","36"
"257","JEONBUK NATIONAL UNIVERSITY","SOUTH KOREA","3263","73943","22.66","22"
"258","UNIVERSITY OF BRITISH COLUMBIA","CANADA","2572","73759","28.68","50"
"259","PUSAN NATIONAL UNIVERSITY","SOUTH KOREA","3821","73494","19.23","23"
"260","LANZHOU INSTITUTE OF CHEMICAL PHYSICS, CAS","CHINA MAINLAND","2843","73389","25.81","27"
"261","WUHAN UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","4334","73137","16.88","31"
"262","UNIVERSITY OF MELBOURNE","AUSTRALIA","1866","73057","39.15","41"
"263","NATIONAL RENEWABLE ENERGY LABORATORY - USA","USA","1493","72958","48.87","58"
"264","NANCHANG UNIVERSITY","CHINA MAINLAND","3243","72679","22.41","34"
"265","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","1818","72233","39.73","42"
"266","CURTIN UNIVERSITY","AUSTRALIA","1640","72022","43.92","64"
"267","INSTITUTE OF SCIENCE TOKYO","JAPAN","3845","71901","18.70","23"
"268","CHALMERS UNIVERSITY OF TECHNOLOGY","SWEDEN","2398","71777","29.93","28"
"269","SORBONNE UNIVERSITE","FRANCE","2746","71556","26.06","23"
"270","AALTO UNIVERSITY","FINLAND","2744","71503","26.06","31"
"271","COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO)","AUSTRALIA","1869","71134","38.06","28"
"272","CARNEGIE MELLON UNIVERSITY","USA","1624","70760","43.57","51"
"273","POLYTECHNIC UNIVERSITY OF MILAN","ITALY","2971","70584","23.76","22"
"274","INSTITUTE OF PROCESS ENGINEERING, CAS","CHINA MAINLAND","2243","69942","31.18","44"
"275","UNIVERSITAT POLITECNICA DE CATALUNYA","SPAIN","2389","69616","29.14","28"
"276","CNRS - INSTITUTE OF PHYSICS (INP)","FRANCE","2939","69393","23.61","15"
"277","JOHNS HOPKINS UNIVERSITY","USA","1792","69240","38.64","39"
"278","ZHEJIANG SCI-TECH UNIVERSITY","CHINA MAINLAND","3606","69023","19.14","48"
"279","CENTER FOR NANOPHASE MATERIALS SCIENCES","USA","1527","68853","45.09","29"
"280","UNIVERSITY OF NOTTINGHAM","ENGLAND","2221","68444","30.82","28"
"281","BRIGHAM & WOMEN'S HOSPITAL","USA","929","68274","73.49","56"
"282","POLYTECHNIC UNIVERSITY OF TURIN","ITALY","2713","68212","25.14","13"
"283","NATIONAL YANG MING CHIAO TUNG UNIVERSITY","TAIWAN","3134","68194","21.76","28"
"284","UNIVERSITY OF SHANGHAI FOR SCIENCE & TECHNOLOGY","CHINA MAINLAND","3066","67842","22.13","64"
"285","UNIVERSITY OF BASQUE COUNTRY","SPAIN","2695","67743","25.14","25"
"286","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","4082","67695","16.58","17"
"287","MCGILL UNIVERSITY","CANADA","2286","67541","29.55","26"
"288","HENAN UNIVERSITY","CHINA MAINLAND","2589","67394","26.03","51"
"289","NINGBO UNIVERSITY","CHINA MAINLAND","3677","67337","18.31","26"
