Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): AGRICULTURAL SCIENCES   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"21","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","5172","86527","16.73","62"
"22","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS)","FRANCE","4113","81348","19.78","60"
"23","CORNELL UNIVERSITY","USA","3551","78744","22.18","59"
"24","UNIVERSITY OF CALIFORNIA DAVIS","USA","3908","78346","20.05","64"
"25","UNIVERSITY OF QUEENSLAND","AUSTRALIA","3401","76491","22.49","58"
"26","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","3456","74547","21.57","44"
"27","NORTHEAST AGRICULTURAL UNIVERSITY - CHINA","CHINA MAINLAND","3889","72600","18.67","101"
"28","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","2067","72467","35.06","130"
"29","UNIVERSITY OF FLORIDA","USA","4339","71344","16.44","44"
"30","NANCHANG UNIVERSITY","CHINA MAINLAND","2727","71192","26.11","84"
"31","BEIJING TECHNOLOGY & BUSINESS UNIVERSITY","CHINA MAINLAND","3167","70943","22.40","82"
"32","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA (EMBRAPA)","BRAZIL","6584","70139","10.65","15"
"33","AGRICULTURE & AGRI FOOD CANADA","CANADA","2878","69358","24.10","42"
"34","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","1890","68947","36.48","128"
"35","COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO)","AUSTRALIA","2648","68748","25.96","44"
"36","INSTITUT AGRO","FRANCE","3871","68717","17.75","32"
"37","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","3172","67951","21.42","37"
"38","UNIVERSITY OF COPENHAGEN","DENMARK","3094","67924","21.95","42"
"39","CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET)","ARGENTINA","4128","66222","16.04","22"
"40","UNIVERSITY OF GUELPH","CANADA","2767","60087","21.72","38"
"41","GHENT UNIVERSITY","BELGIUM","2700","60061","22.24","36"
"42","SOUTH CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","3776","59314","15.71","25"
"43","MINIST AGR","N/A","2497","57661","23.09","37"
"44","UNIVERSITY SYSTEM OF OHIO","USA","2975","57149","19.21","43"
"45","AARHUS UNIVERSITY","DENMARK","2861","57144","19.97","36"
"46","UNIVERSITY COLLEGE DUBLIN","IRELAND","1934","56373","29.15","57"
"47","TEAGASC","IRELAND","2303","54923","23.85","41"
"48","UNIVERSITY OF NAPLES FEDERICO II","ITALY","2360","54662","23.16","38"
"49","UNIVERSITY OF ILLINOIS SYSTEM","USA","2697","53535","19.85","27"
"50","UNIVERSITY OF MILAN","ITALY","2469","51830","20.99","37"
"51","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","1915","51153","26.71","40"
"52","PURDUE UNIVERSITY SYSTEM","USA","2534","50989","20.12","28"
"53","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","2176","50848","23.37","43"
"54","PURDUE UNIVERSITY","USA","2524","50847","20.15","28"
"55","UNIVERSITY OF AGRICULTURE FAISALABAD","PAKISTAN","3356","49770","14.83","36"
"56","UNIVERSITY OF WISCONSIN SYSTEM","USA","2648","49678","18.76","28"
"57","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","2412","49414","20.49","26"
"58","UNIVERSITI PUTRA MALAYSIA","MALAYSIA","2777","49026","17.65","43"
"59","SOUTHWEST UNIVERSITY - CHINA","CHINA MAINLAND","2828","48558","17.17","34"
"60","UNIVERSITY OF WISCONSIN MADISON","USA","2469","47679","19.31","28"
"61","YANGZHOU UNIVERSITY","CHINA MAINLAND","3024","47513","15.71","47"
"62","TEXAS A&M UNIVERSITY SYSTEM","USA","2768","47102","17.02","26"
"63","ISLAMIC AZAD UNIVERSITY","IRAN","3362","46759","13.91","28"
"64","UNIVERSIDADE ESTADUAL PAULISTA","BRAZIL","4721","46599","9.87","14"
"65","UNIVERSITE PARIS SACLAY","FRANCE","2084","46513","22.32","40"
"66","UNIVERSITY OF MINNESOTA SYSTEM","USA","2526","46464","18.39","33"
"67","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","1899","46399","24.43","37"
"68","MICHIGAN STATE UNIVERSITY","USA","2392","46187","19.31","29"
"69","FUJIAN AGRICULTURE & FORESTRY UNIVERSITY","CHINA MAINLAND","2514","46135","18.35","38"
"70","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","1962","45579","23.23","33"
"71","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","1893","45538","24.06","38"
"72","UNIVERSIDADE DO PORTO","PORTUGAL","2029","45520","22.43","30"
"73","UNIVERSITY OF SYDNEY","AUSTRALIA","1999","45402","22.71","36"
"74","UNIVERSITY OF NEBRASKA SYSTEM","USA","2217","45275","20.42","36"
"75","TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY","CHINA MAINLAND","2082","45053","21.64","40"
"76","WASHINGTON STATE UNIVERSITY","USA","2359","44979","19.07","28"
"77","UNIVERSITY OF ALBERTA","CANADA","1856","44128","23.78","49"
"78","BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)","ENGLAND","1678","44066","26.26","35"
"79","UNIV BRETAGNE LOIRE","N/A","2138","43884","20.53","21"
"80","UNIVERSITY OF MELBOURNE","AUSTRALIA","2123","43678","20.57","43"
"81","UNIVERSITY HOHENHEIM","GERMANY (FED REP GER)","2346","43508","18.55","19"
"82","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","2371","43396","18.30","31"
"83","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","1601","43288","27.04","44"
"84","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","2434","43264","17.77","26"
"85","SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES","SWEDEN","2210","43247","19.57","27"
"86","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2047","43207","21.11","26"
"87","UNIVERSITY OF VALENCIA","SPAIN","1506","43042","28.58","42"
"88","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","1602","42929","26.80","48"
"89","UNIVERSITY SYSTEM OF GEORGIA","USA","2956","42867","14.50","20"
"90","UNIVERSITY OF NEBRASKA LINCOLN","USA","2070","42801","20.68","36"
"91","RUTGERS UNIVERSITY SYSTEM","USA","1751","42554","24.30","43"
"92","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","2268","42444","18.71","38"
"93","SHANDONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2354","42394","18.01","29"
"94","UNIVERSITE DE MONTPELLIER","FRANCE","2871","42310","14.74","19"
"95","SICHUAN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2621","42055","16.05","34"
"96","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1731","42012","24.27","42"
"97","UNIVERSITY OF BOLOGNA","ITALY","2073","41986","20.25","29"
"98","KING SAUD UNIVERSITY","SAUDI ARABIA","3347","41878","12.51","40"
"99","HARVARD UNIVERSITY","USA","1843","41765","22.66","44"
"100","COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA","INDIA","2271","41630","18.33","26"
"101","OHIO STATE UNIVERSITY","USA","2185","41505","19.00","29"
"102","IOWA STATE UNIVERSITY","USA","2015","41140","20.42","30"
"103","NANJING INSTITUTE OF SOIL SCIENCE, CAS","CHINA MAINLAND","1566","40712","26.00","36"
"104","KANSAS STATE UNIVERSITY","USA","2348","40576","17.28","22"
"105","KU LEUVEN","BELGIUM","1795","40480","22.55","23"
"106","CIRAD","FRANCE","2559","40454","15.81","20"
"107","PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE)","USA","2124","39780","18.73","31"
"108","UNIVERSIDADE FEDERAL DE VICOSA","BRAZIL","3808","39547","10.39","17"
"109","AGROPARISTECH","FRANCE","1915","39391","20.57","24"
"110","INSTITUTE OF SOIL & WATER CONSERVATION (ISWC), CAS","CHINA MAINLAND","1582","38399","24.27","32"
"111","NORTH CAROLINA STATE UNIVERSITY","USA","2467","38340","15.54","21"
"112","DALIAN POLYTECHNIC UNIVERSITY","CHINA MAINLAND","2287","37557","16.42","36"
"113","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1415","37487","26.49","42"
"114","ANHUI AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2011","37284","18.54","47"
"115","CONSIGLIO PER LA RICERCA IN AGRICOLTURA E L'ANALISI DELL'ECONOMIA AGRARIA (CREA)","ITALY","1980","37268","18.82","13"
"116","UNIVERSITY COLLEGE CORK","IRELAND","1314","36563","27.83","33"
"117","UNIVERSITY OF TEHRAN","IRAN","1882","36115","19.19","27"
"118","UNIVERSITY OF GEORGIA","USA","2615","35998","13.77","15"
"119","UNIVERSITY OF GRANADA","SPAIN","1696","35891","21.16","22"
"120","MCGILL UNIVERSITY","CANADA","1676","35857","21.39","32"
"121","UNIVERSIDADE DE VIGO","SPAIN","1451","35741","24.63","59"
"122","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","1410","35186","24.95","41"
"123","UNIVERSITY OF LONDON","ENGLAND","1765","35038","19.85","33"
"124","SHENYANG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2223","34782","15.65","19"
"125","US DEPT HLTH HUMAN SERVICES","N/A","1657","34743","20.97","27"
"126","ETH ZURICH","SWITZERLAND","1213","34544","28.48","40"
"127","OCEAN UNIVERSITY OF CHINA","CHINA MAINLAND","1751","34382","19.64","39"
"128","INSTITUTE OF FOOD SCIENCE & TECHNOLOGY, CAAS","CHINA MAINLAND","1584","33406","21.09","38"
"129","MASSEY UNIVERSITY","NEW ZEALAND","1813","33337","18.39","23"
"130","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)","FRANCE","1579","33211","21.03","30"
"131","NANJING FORESTRY UNIVERSITY","CHINA MAINLAND","2240","32896","14.69","34"
"132","UNIVERSITY OF BELGRADE","SERBIA","1926","32175","16.71","16"
"133","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","2129","32057","15.06","13"
"134","PENNSYLVANIA STATE UNIVERSITY","USA","1803","32030","17.76","21"
"135","INSTITUTE OF GEOGRAPHIC SCIENCES & NATURAL RESOURCES RESEARCH, CAS","CHINA MAINLAND","1394","31999","22.95","25"
"136","INSTITUTE OF AGRICULTURAL RESOURCES & REGIONAL PLANNING, CAAS","CHINA MAINLAND","1165","31844","27.33","30"
"137","INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD)","FRANCE","1700","31674","18.63","18"
"138","UNIVERSITY OF HELSINKI","FINLAND","1501","31673","21.10","22"
"139","UNIVERSITY OF BRITISH COLUMBIA","CANADA","1310","31442","24.00","32"
"140","UNIVERSITY SYSTEM OF MARYLAND","USA","1354","31409","23.20","25"
"141","MINIST AGR & RURAL AFFAIRS","N/A","2883","31298","10.86","49"
"142","OREGON STATE UNIVERSITY","USA","1669","31118","18.64","19"
"143","INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM)","INDIA","1648","30941","18.77","32"
"144","UNIVERSIDADE DE LISBOA","PORTUGAL","1706","30871","18.10","16"
"145","UNIVERSITY OF TURIN","ITALY","1575","30811","19.56","17"
"146","UNIVERSITY OF ADELAIDE","AUSTRALIA","1754","30755","17.53","12"
"147","UNIVERSITY OF PADUA","ITALY","1794","30710","17.12","19"
"148","UNIVERSIDADE FEDERAL DE SANTA MARIA (UFSM)","BRAZIL","2673","30663","11.47","10"
"149","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","1692","30639","18.11","21"
"150","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1532","30592","19.97","20"
"151","COLORADO STATE UNIVERSITY SYSTEM","USA","1324","30511","23.04","32"
"152","COLORADO STATE UNIVERSITY FORT COLLINS","USA","1319","30447","23.08","32"
"153","HEFEI UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1299","30417","23.42","36"
"154","UNIVERSITA DEGLI STUDI DI BARI ALDO MORO","ITALY","1546","30358","19.64","17"
"155","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","1396","30260","21.68","32"
"156","LANZHOU UNIVERSITY","CHINA MAINLAND","1658","30071","18.14","19"
"157","UNIVERSITAT POLITECNICA DE VALENCIA","SPAIN","1568","29958","19.11","13"
"158","UNIVERSITY OF SASKATCHEWAN","CANADA","1481","29708","20.06","19"
"159","CIBEROBN","SPAIN","1076","29638","27.54","26"
"160","UNIVERSITY OF LEEDS","ENGLAND","996","29529","29.65","39"
"161","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","BRAZIL","2070","29457","14.23","10"
"162","PEKING UNIVERSITY","CHINA MAINLAND","1454","29382","20.21","33"
"163","HAINAN UNIVERSITY","CHINA MAINLAND","1919","29350","15.29","44"
"164","UNIVERSIDADE FEDERAL DE LAVRAS","BRAZIL","2895","29242","10.10","3"
"165","HUNAN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1918","29158","15.20","29"
"166","UNIVERSITY OF READING","ENGLAND","1110","28971","26.10","19"
"167","CATHOLIC UNIVERSITY OF THE SACRED HEART","ITALY","1079","28769","26.66","35"
"168","ICAR - INDIAN AGRICULTURAL RESEARCH INSTITUTE","INDIA","3165","28420","8.98","17"
"169","UNIVERSITY OF ZAGREB","CROATIA","1395","28312","20.30","31"
"170","WARSAW UNIVERSITY OF LIFE SCIENCES","POLAND","1808","28303","15.65","23"
"171","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","1013","28262","27.90","30"
"172","BEIJING FORESTRY UNIVERSITY","CHINA MAINLAND","1821","28024","15.39","14"
"173","UNIVERSITY OF MANITOBA","CANADA","1348","28017","20.78","14"
"174","JILIN UNIVERSITY","CHINA MAINLAND","1861","27942","15.01","20"
"175","JINAN UNIVERSITY","CHINA MAINLAND","1271","27586","21.70","14"
"176","QINGDAO AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1674","27468","16.41","25"
"177","POLISH ACADEMY OF SCIENCES","POLAND","1544","27451","17.78","23"
"178","SICHUAN UNIVERSITY","CHINA MAINLAND","1571","27444","17.47","31"
"179","INTERNATIONAL MAIZE & WHEAT IMPROVEMENT CENTER (CIMMYT)","MEXICO","1086","27395","25.23","18"
"180","BEIJING NORMAL UNIVERSITY","CHINA MAINLAND","1076","27285","25.36","28"
"181","JIANGSU ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","1661","27206","16.38","16"
"182","INSTITUTO POLITECNICO DE BRAGANCA","PORTUGAL","996","27075","27.18","26"
"183","UNITED STATES DEPARTMENT OF ENERGY (DOE)","USA","1014","26848","26.48","26"
"184","UNIVERSITY OF BARCELONA","SPAIN","1296","26779","20.66","15"
"185","DEPARTMENT OF PRIMARY INDUSTRIES & REGIONAL DEVELOPMENT NSW","AUSTRALIA","1452","26557","18.29","11"
"186","KYUNG HEE UNIVERSITY","SOUTH KOREA","1356","26502","19.54","59"
"187","ZHEJIANG GONGSHANG UNIVERSITY","CHINA MAINLAND","1264","26491","20.96","31"
"188","UNIVERSITY OF NOTTINGHAM","ENGLAND","1178","26404","22.41","12"
"189","MONTPELLIER SUPAGRO","FRANCE","1206","26152","21.68","11"
"190","UNIVERSITY OF ARKANSAS SYSTEM","USA","1730","25779","14.90","9"
"191","MONASH UNIVERSITY","AUSTRALIA","1348","25664","19.04","19"
"192","UNIVERSITY OF PARMA","ITALY","1141","25577","22.42","18"
"193","UNIVERSITY OF NORTH CAROLINA","USA","1269","25504","20.10","18"
"194","CSIRO AGRICULTURE & FOOD","AUSTRALIA","1204","25487","21.17","15"
"195","UNIVERSITY OF FLORENCE","ITALY","1166","25256","21.66","15"
"196","INSTITUTO DE SALUD CARLOS III","SPAIN","1056","25213","23.88","24"
"197","UNIVERSIDADE FEDERAL DE SANTA CATARINA (UFSC)","BRAZIL","1578","24843","15.74","17"
"198","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","1065","24808","23.29","17"
"199","UNIVERSITE DE TOULOUSE","FRANCE","1181","24670","20.89","21"
"200","BOKU UNIVERSITY","AUSTRIA","1207","24578","20.36","11"
"201","CSIC - CENTRO DE EDAFOLOGIA Y BIOLOGIA APLICADA DEL SEGURA (CEBAS)","SPAIN","889","24273","27.30","16"
"202","INSTITUTE OF CROP SCIENCES, CAAS","CHINA MAINLAND","1218","24149","19.83","17"
"203","UNIVERSITY OF LIEGE","BELGIUM","1207","24126","19.99","13"
"204","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","1091","24115","22.10","16"
"205","GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","1475","24081","16.33","10"
"206","UNIVERSITY OF TENNESSEE SYSTEM","USA","1494","24066","16.11","10"
"207","GORGAN UNIVERSITY OF AGRICULTURAL SCIENCES & NATURAL RESOURCES","IRAN","796","24055","30.22","34"
"208","MINIST EDUC","N/A","1588","23944","15.08","16"
"209","NINGBO UNIVERSITY","CHINA MAINLAND","1402","23842","17.01","30"
"210","UNIVERSITY OF OTAGO","NEW ZEALAND","896","23679","26.43","16"
"211","UNIV BOURGOGNE FRANCHE-COMTE COMUE","N/A","1099","23644","21.51","11"
"212","MINISTRY OF WATER RESOURCES","CHINA MAINLAND","925","23526","25.43","23"
"213","PUNJAB AGRICULTURAL UNIVERSITY","INDIA","2152","23418","10.88","16"
"214","RURAL DEVELOPMENT ADMINISTRATION (RDA), REPUBLIC OF KOREA","SOUTH KOREA","1915","23282","12.16","9"
"215","KOREA UNIVERSITY","SOUTH KOREA","1356","23154","17.08","16"
"216","HENAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1551","23027","14.85","13"
"217","ROTHAMSTED RESEARCH","ENGLAND","880","22960","26.09","15"
"218","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","1918","22949","11.97","16"
"219","ZHEJIANG A&F UNIVERSITY","CHINA MAINLAND","1485","22793","15.35","25"
"220","UNIVERSITY OF ARKANSAS FAYETTEVILLE","USA","1541","22712","14.74","7"
"221","HARVARD UNIVERSITY MEDICAL AFFILIATES","USA","867","22587","26.05","27"
"222","UNIVERSIDAD DE CORDOBA","SPAIN","1490","22584","15.16","6"
"223","LINCOLN UNIVERSITY - NEW ZEALAND","NEW ZEALAND","1187","22445","18.91","11"
"224","POZNAN UNIVERSITY OF LIFE SCIENCES","POLAND","1549","22331","14.42","5"
"225","UNIVERSITY OF SEVILLA","SPAIN","1225","22324","18.22","10"
"226","UNIVERSITE BOURGOGNE EUROPE","FRANCE","1017","22219","21.85","11"
"227","UNIVERSITY OF PISA","ITALY","1262","22200","17.59","9"
"228","UNIVERSITY OF CATANIA","ITALY","988","21888","22.15","23"
"229","BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS)","CHINA MAINLAND","1410","21872","15.51","20"
"230","SHAANXI NORMAL UNIVERSITY","CHINA MAINLAND","1074","21851","20.35","8"
"231","AGRESEARCH - NEW ZEALAND","NEW ZEALAND","1188","21837","18.38","17"
"232","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","1367","21786","15.94","8"
"233","KONKUK UNIVERSITY","SOUTH KOREA","1248","21779","17.45","10"
"234","GUANGXI UNIVERSITY","CHINA MAINLAND","1554","21658","13.94","17"
"235","UNIVERSITY OF PALERMO","ITALY","1073","21524","20.06","15"
"236","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","901","21455","23.81","20"
"237","UNIVERSIDAD POLITECNICA DE MADRID","SPAIN","1069","21403","20.02","13"
"238","SHANGHAI OCEAN UNIVERSITY","CHINA MAINLAND","1208","21336","17.66","24"
"239","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","1017","21318","20.96","22"
"240","SHIRAZ UNIVERSITY","IRAN","1137","21155","18.61","14"
"241","STELLENBOSCH UNIVERSITY","SOUTH AFRICA","1284","21149","16.47","12"
"242","JIANGXI AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1300","21140","16.26","20"
"243","UNIV CLERMONT AUVERGNE ASSOC","N/A","1175","21101","17.96","13"
"244","AGROSUP DIJON","FRANCE","936","21090","22.53","11"
"245","UNIVERSITY OF MISSOURI SYSTEM","USA","1215","21069","17.34","13"
"246","UNIVERSITE PARIS CITE","FRANCE","870","20933","24.06","17"
"246","SHIHEZI UNIVERSITY","CHINA MAINLAND","1597","20933","13.11","20"
"248","UNIVERSITY OF TORONTO","CANADA","949","20924","22.05","13"
"249","SWISS FEDERAL RESEARCH STATION AGROSCOPE","SWITZERLAND","1211","20901","17.26","20"
"250","TARBIAT MODARES UNIVERSITY","IRAN","1082","20830","19.25","9"
"251","AGRICULTURAL UNIVERSITY OF ATHENS","GREECE","1135","20791","18.32","7"
"252","UNIV LYON COMUE","N/A","1098","20744","18.89","21"
"253","GUIZHOU UNIVERSITY","CHINA MAINLAND","1815","20737","11.43","24"
"254","LAVAL UNIVERSITY","CANADA","1284","20720","16.14","9"
"255","CSIC - INSTITUTO DE CIENCIA Y TECNOLOGIA DE ALIMENTOS Y NUTRICION (ICTAN)","SPAIN","749","20578","27.47","11"
"256","ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT)","AUSTRALIA","922","20570","22.31","17"
"257","PRINCE OF SONGKLA UNIVERSITY","THAILAND","1122","20538","18.30","10"
"258","NORTH DAKOTA STATE UNIVERSITY FARGO","USA","1253","20504","16.36","18"
"259","UTRECHT UNIVERSITY","NETHERLANDS","801","20296","25.34","17"
"260","SORBONNE UNIVERSITE","FRANCE","707","20262","28.66","14"
"261","UNIVERSITY OF OXFORD","ENGLAND","842","20249","24.05","14"
"262","ARISTOTLE UNIVERSITY OF THESSALONIKI","GREECE","1181","20218","17.12","14"
"263","UNIVERSITY OF KENTUCKY","USA","1057","20208","19.12","12"
"264","NATIONAL AGRICULTURE & FOOD RESEARCH ORGANIZATION - JAPAN","JAPAN","2101","20196","9.61","3"
"265","UNIVERSITY OF MISSOURI COLUMBIA","USA","1152","20135","17.48","13"
"266","UNIVERSITY OF ZARAGOZA","SPAIN","1155","20133","17.43","8"
"267","UNIVERSITAT DE LLEIDA","SPAIN","1005","20101","20.00","8"
"268","UNIVERSIDADE FEDERAL DO PARANA","BRAZIL","1830","20069","10.97","6"
"269","CAIRO UNIVERSITY","EGYPT","1394","20011","14.36","17"
"269","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","1473","20011","13.59","3"
"271","INSTITUTO DE AGROQUIMICA Y TECNOLOGIA DE LOS ALIMENTOS (IATA)","SPAIN","741","19985","26.97","10"
"272","UNIVERSIDADE DO MINHO","PORTUGAL","710","19964","28.12","12"
"273","LOUISIANA STATE UNIVERSITY SYSTEM","USA","1214","19727","16.25","12"
"274","IRTA","SPAIN","1005","19676","19.58","10"
"275","SHAHID BEHESHTI UNIVERSITY MEDICAL SCIENCES","IRAN","1017","19675","19.35","14"
"276","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","1157","19653","16.99","13"
"277","UNIVERSITY OF BUENOS AIRES","ARGENTINA","1246","19552","15.69","8"
"278","NANJING UNIVERSITY OF FINANCE & ECONOMICS","CHINA MAINLAND","853","19346","22.68","24"
"279","SHENYANG INSTITUTE OF APPLIED ECOLOGY, CAS","CHINA MAINLAND","763","19329","25.33","17"
"280","PRES EUROPEAN UNIV BRETAGNE","N/A","838","19264","22.99","8"
"281","INSTITUTO POLITECNICO NACIONAL - MEXICO","MEXICO","1267","19248","15.19","10"
"282","UNIVERSIDADE FEDERAL DE PELOTAS","BRAZIL","1647","19221","11.67","8"
"283","SAPIENZA UNIVERSITY ROME","ITALY","945","19142","20.26","16"
"284","UNIVERSITY OF NOVI SAD","SERBIA","1317","19034","14.45","17"
"285","LUND UNIVERSITY","SWEDEN","829","19005","22.93","11"
"286","HEBEI AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1550","18886","12.18","19"
"287","JILIN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1508","18846","12.50","15"
"288","WUHAN UNIVERSITY","CHINA MAINLAND","923","18812","20.38","25"
"289","DEAKIN UNIVERSITY","AUSTRALIA","922","18783","20.37","15"
"290","NORTHEAST FORESTRY UNIVERSITY - CHINA","CHINA MAINLAND","1066","18762","17.60","20"
"291","NATURAL RESOURCES INSTITUTE FINLAND (LUKE)","FINLAND","870","18684","21.48","14"
"292","UNIVERSITY OF TABRIZ","IRAN","893","18657","20.89","18"
"293","UNIVERSITY OF MURCIA","SPAIN","996","18551","18.63","10"
"294","UNIVERSIDADE FEDERAL FLUMINENSE","BRAZIL","943","18545","19.67","13"
"295","CSIC-UAM - INSTITUTO DE INVESTIGACION EN CIENCIAS DE LA ALIMENTACION (CIAL)","SPAIN","769","18544","24.11","10"
"296","UT INSTITUTE OF AGRICULTURE","USA","1154","18539","16.06","7"
"297","UNIVERSITY OF NEWCASTLE","AUSTRALIA","700","18537","26.48","14"
"298","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","1019","18518","18.17","15"
"299","TUSCIA UNIVERSITY","ITALY","774","18516","23.92","17"
"300","ZHEJIANG UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","958","18495","19.31","32"
"301","LOUISIANA STATE UNIVERSITY","USA","1118","18475","16.53","12"
"302","UNIVERSITY OF PERUGIA","ITALY","845","18434","21.82","8"
