Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): MATHEMATICS   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"29","SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","1417","24766","17.48","90"
"30","COLUMBIA UNIVERSITY","USA","1952","24339","12.47","54"
"31","TEXAS A&M UNIVERSITY SYSTEM","USA","2619","23891","9.12","51"
"32","INSTITUT POLYTECHNIQUE DE PARIS","FRANCE","2726","22722","8.34","39"
"33","UNIVERSITY SYSTEM OF GEORGIA","USA","3389","22395","6.61","31"
"34","CANKAYA UNIVERSITY","TURKIYE","983","21682","22.06","98"
"35","UNIVERSITY OF WASHINGTON","USA","1839","20756","11.29","46"
"36","UNIVERSITY OF WASHINGTON SEATTLE","USA","1797","20635","11.48","46"
"37","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","1891","20450","10.81","35"
"38","ACADEMY OF MATHEMATICS & SYSTEM SCIENCES, CAS","CHINA MAINLAND","2710","20359","7.51","36"
"39","UNIVERSITY OF MICHIGAN SYSTEM","USA","2427","20283","8.36","38"
"40","UNIVERSITY OF MICHIGAN","USA","2415","20186","8.36","38"
"41","NEW YORK UNIVERSITY","USA","1584","19859","12.54","41"
"42","UNIVERSITY OF WISCONSIN SYSTEM","USA","2408","19414","8.06","34"
"43","UNIVERSITY OF CHICAGO","USA","1717","19002","11.07","36"
"44","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","2492","18517","7.43","55"
"45","PEKING UNIVERSITY","CHINA MAINLAND","2685","18497","6.89","35"
"46","HARBIN INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","2136","18399","8.61","46"
"47","UNIVERSITE PSL","FRANCE","1918","18377","9.58","21"
"48","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","1950","18322","9.40","37"
"49","PURDUE UNIVERSITY SYSTEM","USA","2096","18305","8.73","37"
"50","FUDAN UNIVERSITY","CHINA MAINLAND","2519","18268","7.25","33"
"51","IMPERIAL COLLEGE LONDON","ENGLAND","1921","17923","9.33","28"
"52","PURDUE UNIVERSITY","USA","1943","17830","9.18","36"
"53","UNIVERSITY OF ILLINOIS SYSTEM","USA","2904","17541","6.04","15"
"54","QUFU NORMAL UNIVERSITY","CHINA MAINLAND","1768","17464","9.88","22"
"55","UNIVERSITY OF PENNSYLVANIA","USA","1399","17304","12.37","40"
"56","UNIVERSITY OF MINNESOTA SYSTEM","USA","1902","17302","9.10","24"
"57","UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA","CHINA MAINLAND","1516","17296","11.41","69"
"58","UNIVERSITY OF NORTH CAROLINA","USA","2217","17292","7.80","36"
"59","SOUTHEAST UNIVERSITY - CHINA","CHINA MAINLAND","1812","17164","9.47","51"
"60","ZHEJIANG NORMAL UNIVERSITY","CHINA MAINLAND","1947","16936","8.70","89"
"61","UNIVERSITY OF ZURICH","SWITZERLAND","931","16923","18.18","15"
"62","BEIJING NORMAL UNIVERSITY","CHINA MAINLAND","2398","16848","7.03","42"
"63","ISLAMIC AZAD UNIVERSITY","IRAN","2286","16822","7.36","45"
"64","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","2308","16745","7.26","49"
"65","UNIVERSITY OF WISCONSIN MADISON","USA","1892","16691","8.82","32"
"66","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","1777","16644","9.37","24"
"67","INRIA","FRANCE","2585","16516","6.39","18"
"68","UNIVERSITY OF WARWICK","ENGLAND","2068","16336","7.90","23"
"69","UNIVERSITY OF TEXAS AUSTIN","USA","1508","16226","10.76","32"
"70","MAX PLANCK SOCIETY","GERMANY (FED REP GER)","2299","16198","7.05","23"
"71","HUZHOU UNIVERSITY","CHINA MAINLAND","598","15702","26.26","86"
"72","UNIVERSITY OF VIENNA","AUSTRIA","2459","15698","6.38","23"
"73","SHANDONG UNIVERSITY","CHINA MAINLAND","2609","15655","6.00","24"
"74","DUKE UNIVERSITY","USA","1428","15242","10.67","30"
"75","INSTITUTE OF SPACE SCIENCE","ROMANIA","590","15210","25.78","71"
"76","BROWN UNIVERSITY","USA","1260","15071","11.96","26"
"77","PENNSYLVANIA STATE UNIVERSITY","USA","1887","14729","7.81","15"
"78","XIAMEN UNIVERSITY","CHINA MAINLAND","1898","14606","7.70","20"
"79","UNITED STATES DEPARTMENT OF ENERGY (DOE)","USA","1207","14563","12.07","36"
"80","UNIVERSITE DE TOULOUSE","FRANCE","2047","14538","7.10","12"
"81","WUHAN UNIVERSITY","CHINA MAINLAND","2007","14528","7.24","31"
"82","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1752","14499","8.28","15"
"83","UNIV LYON COMUE","N/A","2403","14485","6.03","8"
"84","CHINA UNIVERSITY OF MINING & TECHNOLOGY","CHINA MAINLAND","1502","14290","9.51","62"
"85","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","1640","13946","8.50","14"
"86","NANKAI UNIVERSITY","CHINA MAINLAND","2210","13907","6.29","19"
"87","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","1535","13885","9.05","34"
"88","CHANGSHA UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","651","13785","21.18","74"
"89","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","2208","13738","6.22","21"
"90","UNIVERSITY OF TORONTO","CANADA","2004","13729","6.85","17"
"91","PRINCE SULTAN UNIVERSITY","SAUDI ARABIA","1015","13699","13.50","62"
"92","UNIVERSIDADE DE SAO PAULO","BRAZIL","2743","13682","4.99","5"
"93","UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS","CHINA MAINLAND","2286","13661","5.98","14"
"94","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","1132","13639","12.05","49"
"95","SAPIENZA UNIVERSITY ROME","ITALY","2048","13630","6.66","10"
"96","MCMASTER UNIVERSITY","CANADA","912","13601","14.91","6"
"97","KING SAUD UNIVERSITY","SAUDI ARABIA","2324","13560","5.83","44"
"98","POLYTECHNIC UNIVERSITY OF MILAN","ITALY","1461","13387","9.16","29"
"99","GEORGIA INSTITUTE OF TECHNOLOGY","USA","1607","13246","8.24","22"
"100","XI'AN JIAOTONG UNIVERSITY","CHINA MAINLAND","1629","13057","8.02","27"
"101","TSINGHUA UNIVERSITY","CHINA MAINLAND","2372","13033","5.49","16"
"102","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","1588","12973","8.17","20"
"103","RUTGERS UNIVERSITY SYSTEM","USA","1912","12876","6.73","20"
"104","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","2112","12848","6.08","13"
"105","COMSATS UNIVERSITY ISLAMABAD (CUI)","PAKISTAN","1500","12709","8.47","35"
"106","ECOLE POLYTECHNIQUE","FRANCE","1514","12556","8.29","22"
"107","UNIVERSITY OF EDINBURGH","SCOTLAND","1370","12389","9.04","29"
"108","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","1257","12314","9.80","31"
"109","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","1742","12302","7.06","8"
"110","LOMONOSOV MOSCOW STATE UNIVERSITY","RUSSIA","3740","12255","3.28","4"
"111","NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM)","INDIA","1827","12233","6.70","29"
"112","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1820","12169","6.69","20"
"113","UNIVERSITY OF BRITISH COLUMBIA","CANADA","1789","12035","6.73","17"
"114","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","1347","11994","8.90","16"
"115","EAST CHINA NORMAL UNIVERSITY","CHINA MAINLAND","2019","11984","5.94","22"
"116","LANZHOU UNIVERSITY","CHINA MAINLAND","1579","11966","7.58","18"
"117","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","1938","11859","6.12","16"
"118","UNIVERSITY COLLEGE LONDON","ENGLAND","1308","11790","9.01","23"
"119","CARNEGIE MELLON UNIVERSITY","USA","1174","11763","10.02","32"
"120","UNIVERSITY SYSTEM OF MARYLAND","USA","1569","11742","7.48","17"
"121","NORTH CAROLINA STATE UNIVERSITY","USA","1339","11720","8.75","17"
"122","HANGZHOU NORMAL UNIVERSITY","CHINA MAINLAND","844","11678","13.84","99"
"123","UNIVERSITY OF PADERBORN","GERMANY (FED REP GER)","581","11608","19.98","57"
"124","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1277","11453","8.97","22"
"125","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","1404","11430","8.14","17"
"126","AIX-MARSEILLE UNIVERSITE","FRANCE","1831","11399","6.23","11"
"127","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","1883","11352","6.03","7"
"128","CENTRAL CHINA NORMAL UNIVERSITY","CHINA MAINLAND","1478","11323","7.66","21"
"129","NORTHWESTERN POLYTECHNICAL UNIVERSITY","CHINA MAINLAND","1379","11318","8.21","35"
"130","TON DUC THANG UNIVERSITY","VIETNAM","1067","11303","10.59","23"
"131","NANJING UNIVERSITY OF AERONAUTICS & ASTRONAUTICS","CHINA MAINLAND","1552","11294","7.28","32"
"132","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","1521","11274","7.41","14"
"133","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","1068","11213","10.50","31"
"134","UNIVERSITY OF BERGEN","NORWAY","463","11091","23.95","3"
"135","SHANGHAI UNIVERSITY","CHINA MAINLAND","1588","11029","6.95","26"
"136","UNIVERSITY OF PITTSBURGH","USA","916","10961","11.97","13"
"137","ZHEJIANG UNIVERSITY","CHINA MAINLAND","1712","10909","6.37","22"
"138","HUNAN UNIVERSITY","CHINA MAINLAND","1096","10845","9.90","50"
"139","OHIO STATE UNIVERSITY","USA","1615","10839","6.71","12"
"140","CITY UNIVERSITY OF HONG KONG","HONG KONG","1127","10796","9.58","24"
"141","UNIVERSITY OF TOKYO","JAPAN","2031","10744","5.29","11"
"142","ROMANIAN ACADEMY","ROMANIA","1870","10675","5.71","26"
"143","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","361","10640","29.47","4"
"144","SICHUAN UNIVERSITY","CHINA MAINLAND","1778","10628","5.98","16"
"145","NORTHWESTERN UNIVERSITY","USA","880","10512","11.95","16"
"146","UNIVERSITY OF BRISTOL","ENGLAND","1200","10485","8.74","19"
"147","UNIVERSITE PARIS-DAUPHINE","FRANCE","943","10393","11.02","12"
"148","UNIVERSITY OF VICTORIA","CANADA","991","10362","10.46","24"
"149","JOHNS HOPKINS UNIVERSITY","USA","1055","10355","9.82","17"
"150","UNIVERSITY OF MUNSTER","GERMANY (FED REP GER)","1118","10326","9.24","16"
"151","DALIAN UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1451","10323","7.11","28"
"152","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","1724","10292","5.97","8"
"153","JILIN UNIVERSITY","CHINA MAINLAND","1771","10187","5.75","10"
"154","UNIVERSITY OF MILAN","ITALY","1168","10141","8.68","14"
"155","UNIVERSITY OF COLORADO SYSTEM","USA","958","10072","10.51","18"
"156","UNIVERSITY OF WATERLOO","CANADA","1841","10062","5.47","11"
"157","UNIVERSITY OF CALIFORNIA DAVIS","USA","962","10057","10.45","19"
"158","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","1194","10034","8.40","17"
"159","NANJING NORMAL UNIVERSITY","CHINA MAINLAND","1561","10031","6.43","25"
"160","STEKLOV MATHEMATICAL INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES","RUSSIA","2444","10022","4.10","2"
"161","KU LEUVEN","BELGIUM","1470","10002","6.80","15"
"162","POLISH ACADEMY OF SCIENCES","POLAND","1695","10000","5.90","15"
"163","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","1731","9992","5.77","6"
"164","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","1417","9895","6.98","13"
"165","TECHNICAL UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","1184","9877","8.34","20"
"166","HONG KONG BAPTIST UNIVERSITY","HONG KONG","629","9843","15.65","11"
"167","BEIJING INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","1667","9837","5.90","25"
"168","SOUTHWEST UNIVERSITY - CHINA","CHINA MAINLAND","1346","9809","7.29","23"
"169","UNIVERSITY OF NAPLES FEDERICO II","ITALY","1367","9727","7.12","10"
"170","UNIVERSITY OF MISSOURI SYSTEM","USA","1300","9718","7.48","17"
"171","TECHNION ISRAEL INSTITUTE OF TECHNOLOGY","ISRAEL","1433","9711","6.78","18"
"172","CORNELL UNIVERSITY","USA","1254","9608","7.66","22"
"173","MICHIGAN STATE UNIVERSITY","USA","1249","9547","7.64","10"
"174","HSE UNIVERSITY (NATIONAL RESEARCH UNIVERSITY HIGHER SCHOOL OF ECONOMICS)","RUSSIA","2253","9530","4.23","2"
"175","YALE UNIVERSITY","USA","1165","9517","8.17","16"
"176","UNIVERSITY OF GRANADA","SPAIN","1509","9427","6.25","14"
"177","KYOTO UNIVERSITY","JAPAN","1696","9422","5.56","9"
"178","PRINCE SATTAM BIN ABDULAZIZ UNIVERSITY","SAUDI ARABIA","1243","9393","7.56","56"
"179","UNIV PARIS EST COMUE","N/A","1335","9385","7.03","8"
"180","HENAN POLYTECHNIC UNIVERSITY","CHINA MAINLAND","1070","9358","8.75","68"
"181","KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY","SAUDI ARABIA","758","9349","12.33","24"
"182","UNIVERSITY OF SOUTH CAROLINA COLUMBIA","USA","929","9300","10.01","28"
"182","UNIVERSITY OF SOUTH CAROLINA SYSTEM","USA","929","9300","10.01","28"
"184","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","850","9229","10.86","13"
"185","GUANGZHOU UNIVERSITY","CHINA MAINLAND","1588","9221","5.81","32"
"186","SOUTH CHINA UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","1218","9191","7.55","22"
"187","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","1483","9186","6.19","12"
"188","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","1481","9161","6.19","12"
"189","NANJING UNIVERSITY","CHINA MAINLAND","1532","9153","5.97","10"
"190","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","1646","9135","5.55","2"
"191","CHINESE ACADEMY OF ENGINEERING PHYSICS","CHINA MAINLAND","676","9115","13.48","23"
"192","UNIV LILLE NORD FRANCE COMUE","N/A","1895","9113","4.81","3"
"193","UTAH SYSTEM OF HIGHER EDUCATION","USA","1223","9051","7.40","11"
"194","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","1274","9020","7.08","22"
"195","TIANJIN UNIVERSITY","CHINA MAINLAND","1407","9011","6.40","10"
"196","MANSOURA UNIVERSITY","EGYPT","1043","8966","8.60","30"
"197","UNIVERSITE COTE D'AZUR","FRANCE","1294","8957","6.92","6"
"198","UNIVERSITY OF SEVILLA","SPAIN","1517","8928","5.89","8"
"199","INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE LYON - INSA LYON","FRANCE","1543","8846","5.73","5"
"200","UNIVERSITY OF PADUA","ITALY","1622","8796","5.42","3"
"201","UNIVERSITY OF BIELEFELD","GERMANY (FED REP GER)","1176","8676","7.38","17"
"202","UNIVERSIDADE DE LISBOA","PORTUGAL","1717","8670","5.05","5"
"203","UNIVERSITY OF CALIFORNIA IRVINE","USA","1127","8617","7.65","11"
"204","CHARLES UNIVERSITY PRAGUE","CZECH REPUBLIC","1838","8598","4.68","4"
"205","UNIVERSITY OF SOUTH FLORIDA","USA","551","8592","15.59","46"
"206","SHANDONG NORMAL UNIVERSITY","CHINA MAINLAND","917","8521","9.29","18"
"207","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","912","8518","9.34","19"
"208","RENMIN UNIVERSITY OF CHINA","CHINA MAINLAND","1147","8514","7.42","19"
"209","UNIVERSITE DE BORDEAUX","FRANCE","1442","8502","5.90","5"
"210","UNIVERSITY OF MILANO-BICOCCA","ITALY","999","8379","8.39","15"
"211","UNIVERSITY OF BATH","ENGLAND","882","8376","9.50","14"
"211","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","1376","8376","6.09","8"
"213","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","1111","8321","7.49","28"
"214","UNIVERSITY OF PAVIA","ITALY","828","8319","10.05","16"
"215","UNIVERSITY OF FLORENCE","ITALY","1132","8305","7.34","9"
"216","ECOLE CENTRALE DE LYON","FRANCE","1443","8297","5.75","5"
"217","UNIVERSITE JEAN MONNET","FRANCE","1444","8285","5.74","5"
"218","HOHAI UNIVERSITY","CHINA MAINLAND","865","8283","9.58","26"
"219","XIANGTAN UNIVERSITY","CHINA MAINLAND","993","8271","8.33","19"
"220","AUTONOMOUS UNIVERSITY OF MADRID","SPAIN","1080","8257","7.65","9"
"221","TONGJI UNIVERSITY","CHINA MAINLAND","1210","8232","6.80","15"
"222","UNIVERSITY OF ALBERTA","CANADA","1154","8229","7.13","19"
"223","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","1275","8190","6.42","13"
"224","CALIFORNIA INSTITUTE OF TECHNOLOGY","USA","893","8186","9.17","20"
"225","WEIERSTRASS INSTITUTE FOR APPLIED ANALYSIS & STOCHASTICS","GERMANY (FED REP GER)","732","8182","11.18","11"
"226","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","462","8168","17.68","19"
"227","MCGILL UNIVERSITY","CANADA","1112","8153","7.33","10"
"228","UNIVERSITY OF MANCHESTER","ENGLAND","1273","8146","6.40","14"
"229","BEIJING COMPUTATIONAL SCIENCE RESEARCH CENTER (CSRC)","CHINA MAINLAND","454","8141","17.93","23"
"230","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","881","8116","9.21","23"
"231","UNIVERSITY OF COLORADO BOULDER","USA","694","8107","11.68","15"
"232","UNIVERSITY OF PERUGIA","ITALY","564","8085","14.34","15"
"233","UNIVERSITE GUSTAVE-EIFFEL","FRANCE","1052","8007","7.61","10"
"234","SHANGHAI NORMAL UNIVERSITY","CHINA MAINLAND","1117","7975","7.14","18"
"235","NORTHEAST NORMAL UNIVERSITY - CHINA","CHINA MAINLAND","1282","7954","6.20","15"
"236","SOUTH CHINA NORMAL UNIVERSITY","CHINA MAINLAND","1331","7949","5.97","9"
"237","FLORIDA STATE UNIVERSITY","USA","716","7911","11.05","19"
"238","TEL AVIV UNIVERSITY","ISRAEL","1437","7903","5.50","7"
"239","AMIRKABIR UNIVERSITY OF TECHNOLOGY","IRAN","779","7868","10.10","16"
"240","INTERNATIONAL SCHOOL FOR ADVANCED STUDIES (SISSA)","ITALY","760","7858","10.34","20"
"241","NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU)","NORWAY","933","7855","8.42","9"
"242","UNIVERSITY OF WARSAW","POLAND","1476","7817","5.30","4"
"243","UNIVERSITY OF LJUBLJANA","SLOVENIA","1299","7768","5.98","12"
"244","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1317","7765","5.90","1"
"245","CAIRO UNIVERSITY","EGYPT","761","7763","10.20","40"
"246","CHONGQING UNIVERSITY","CHINA MAINLAND","1154","7754","6.72","7"
"247","ZHENGZHOU UNIVERSITY","CHINA MAINLAND","1037","7732","7.46","13"
"248","UNIVERSITY OF TENNESSEE SYSTEM","USA","884","7724","8.74","17"
"249","RICE UNIVERSITY","USA","795","7714","9.70","14"
"250","BEIHANG UNIVERSITY","CHINA MAINLAND","1271","7688","6.05","18"
"251","UNIVERSITY OF MELBOURNE","AUSTRALIA","966","7609","7.88","7"
"252","JAGIELLONIAN UNIVERSITY","POLAND","1339","7577","5.66","11"
"253","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","777","7571","9.74","8"
"254","INT COUNCIL EXPLORAT SEA","N/A","1","7543","7543.00","1"
"255","ISTITUTO DI MATEMATICA APPLICATA E TECNOLOGIE INFORMATICHE ENRICO MAGENES (IMATI-CNR)","ITALY","431","7526","17.46","27"
"256","MEMORIAL UNIVERSITY NEWFOUNDLAND","CANADA","635","7511","11.83","19"
"257","UNIVERSITY OF FLORIDA","USA","1149","7510","6.54","10"
"258","MONASH UNIVERSITY","AUSTRALIA","956","7466","7.81","11"
"259","INSTITUTE OF MATHEMATICS OF THE POLISH ACADEMY OF SCIENCES","POLAND","1285","7460","5.81","7"
"260","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","734","7458","10.16","9"
"261","PRES EUROPEAN UNIV BRETAGNE","N/A","1230","7453","6.06","2"
"262","KING KHALID UNIVERSITY","SAUDI ARABIA","1265","7429","5.87","49"
"263","UNIVERSITAT POLITECNICA DE CATALUNYA","SPAIN","1096","7424","6.77","11"
"264","BABES BOLYAI UNIVERSITY FROM CLUJ","ROMANIA","1147","7371","6.43","11"
"265","UNIVERSITAT POLITECNICA DE VALENCIA","SPAIN","1321","7308","5.53","3"
"266","CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET)","ARGENTINA","1605","7297","4.55","10"
"267","INSTITUTE OF MATHEMATICS OF THE ROMANIAN ACADEMY","ROMANIA","1147","7291","6.36","16"
"268","UNIVERSITY OF CONNECTICUT","USA","1038","7273","7.01","10"
"269","UNIVERSITE DE RENNES","FRANCE","1214","7258","5.98","2"
"270","UNIVERSITY OF COPENHAGEN","DENMARK","958","7256","7.57","9"
"271","POLYTECHNIC UNIVERSITY OF TURIN","ITALY","876","7219","8.24","22"
"272","TECHNISCHE UNIVERSITAT WIEN","AUSTRIA","1379","7216","5.23","3"
"273","UNIVERSITY OF IOWA","USA","869","7209","8.30","9"
"274","JIANGSU NORMAL UNIVERSITY","CHINA MAINLAND","897","7205","8.03","17"
"275","UNIVERSITY OF PISA","ITALY","1304","7193","5.52","3"
"276","NORTH WEST UNIVERSITY - SOUTH AFRICA","SOUTH AFRICA","432","7185","16.63","44"
"277","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","913","7171","7.85","7"
"278","UNIVERSITY OF BOLOGNA","ITALY","1223","7137","5.84","13"
"279","NORTHEASTERN UNIVERSITY - CHINA","CHINA MAINLAND","1028","7136","6.94","15"
"280","TIANGONG UNIVERSITY","CHINA MAINLAND","790","7115","9.01","33"
"281","LINYI UNIVERSITY","CHINA MAINLAND","526","7056","13.41","35"
"282","NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY","CHINA MAINLAND","1066","7048","6.61","14"
"283","CSIC - INSTITUTO DE CIENCIAS MATEMATICAS (ICMAT)","SPAIN","1074","7037","6.55","8"
"284","ANHUI UNIVERSITY","CHINA MAINLAND","1011","7008","6.93","13"
"285","UNIVERSITY OF PESHAWAR","PAKISTAN","434","6960","16.04","29"
"286","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","1390","6953","5.00","5"
"287","UNIVERSITY OF TURIN","ITALY","1101","6933","6.30","9"
"288","UNIV BOURGOGNE FRANCHE-COMTE COMUE","N/A","1084","6923","6.39","16"
"289","CHINA UNIVERSITY OF PETROLEUM","CHINA MAINLAND","841","6922","8.23","15"
"290","SHENZHEN UNIVERSITY","CHINA MAINLAND","959","6850","7.14","16"
"291","UPPSALA UNIVERSITY","SWEDEN","1023","6835","6.68","10"
"292","SAINT PETERSBURG STATE UNIVERSITY","RUSSIA","1767","6832","3.87","4"
"293","AGH UNIVERSITY OF KRAKOW","POLAND","854","6818","7.98","28"
"294","UNIVERSITE DE LORRAINE","FRANCE","1349","6810","5.05","4"
"295","BEIJING JIAOTONG UNIVERSITY","CHINA MAINLAND","994","6805","6.85","16"
"296","KOREA INSTITUTE FOR ADVANCED STUDY (KIAS)","SOUTH KOREA","1128","6802","6.03","5"
"297","UNIVERSITE CATHOLIQUE LOUVAIN","BELGIUM","713","6755","9.47","10"
"298","NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","986","6722","6.82","12"
"299","SCUOLA NORMALE SUPERIORE DI PISA","ITALY","654","6719","10.27","10"
"300","HUNAN NORMAL UNIVERSITY","CHINA MAINLAND","1155","6715","5.81","13"
"301","PEOPLES FRIENDSHIP UNIVERSITY OF RUSSIA","RUSSIA","1105","6669","6.04","12"
"302","CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM","USA","1352","6632","4.91","4"
"303","UNIVERSITE DE MONTPELLIER","FRANCE","968","6610","6.83","6"
"304","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","776","6597","8.50","17"
"305","KING FAHD UNIVERSITY OF PETROLEUM & MINERALS","SAUDI ARABIA","842","6561","7.79","10"
"306","HUN-REN","HUNGARY","1352","6556","4.85","8"
"307","UNIVERSITY OF ROME TOR VERGATA","ITALY","1122","6545","5.83","4"
