Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): MOLECULAR BIOLOGY & GENETICS   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"34","UNIVERSITY OF MICHIGAN SYSTEM","USA","4955","314815","63.53","185"
"35","UNIVERSITY OF MICHIGAN","USA","4950","314693","63.57","185"
"36","KAROLINSKA INSTITUTET","SWEDEN","4516","311289","68.93","208"
"37","BRIGHAM & WOMEN'S HOSPITAL","USA","3715","311282","83.79","257"
"38","UTMD ANDERSON CANCER CENTER","USA","3661","304293","83.12","212"
"39","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","4490","300783","66.99","205"
"40","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","6221","294822","47.39","85"
"41","UNIVERSITY OF NORTH CAROLINA","USA","4429","292478","66.04","165"
"42","WASHINGTON UNIVERSITY (WUSTL)","USA","3823","290876","76.09","227"
"43","UNIVERSITY SYSTEM OF OHIO","USA","7115","288593","40.56","145"
"44","MEMORIAL SLOAN KETTERING CANCER CENTER","USA","2623","281510","107.32","231"
"45","YALE UNIVERSITY","USA","4499","280037","62.24","176"
"46","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","3156","279369","88.52","200"
"47","UNIVERSITY OF COPENHAGEN","DENMARK","4587","277362","60.47","170"
"48","BAYLOR COLLEGE OF MEDICINE","USA","4371","273170","62.50","142"
"49","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","8855","268605","30.33","127"
"50","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","3707","261300","70.49","158"
"51","WELLCOME TRUST SANGER INSTITUTE","ENGLAND","2353","251667","106.96","176"
"52","BOSTON CHILDREN'S HOSPITAL","USA","3026","240538","79.49","143"
"53","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","6773","238177","35.17","133"
"54","UNIVERSITY OF MELBOURNE","AUSTRALIA","4255","233266","54.82","143"
"55","FUDAN UNIVERSITY","CHINA MAINLAND","7605","227032","29.85","119"
"56","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","3418","226112","66.15","135"
"57","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","3062","225653","73.69","141"
"58","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","7294","225183","30.87","117"
"59","ZHEJIANG UNIVERSITY","CHINA MAINLAND","7288","220956","30.32","119"
"60","IMPERIAL COLLEGE LONDON","ENGLAND","3236","215187","66.50","125"
"61","UNIVERSITY OF EDINBURGH","SCOTLAND","3706","214754","57.95","143"
"62","WEILL CORNELL MEDICINE","USA","2436","214257","87.95","155"
"63","SORBONNE UNIVERSITE","FRANCE","4272","213869","50.06","97"
"64","UNIVERSITY OF CHICAGO","USA","2471","206821","83.70","126"
"65","NEW YORK UNIVERSITY","USA","2776","206276","74.31","117"
"66","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","3427","203403","59.35","126"
"67","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","3740","201934","53.99","129"
"68","UNIVERSITY OF QUEENSLAND","AUSTRALIA","2932","201446","68.71","124"
"69","UNICANCER","FRANCE","3390","198242","58.48","98"
"70","DUKE UNIVERSITY","USA","3713","197504","53.19","108"
"71","GERMAN CANCER RESEARCH CENTER (DKFZ)","GERMANY (FED REP GER)","3207","195447","60.94","124"
"72","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","1767","195103","110.41","148"
"73","PEKING UNIVERSITY","CHINA MAINLAND","5249","194454","37.05","107"
"74","EUROPEAN MOLECULAR BIOLOGY LABORATORY (EMBL)","GERMANY (FED REP GER)","2372","194452","81.98","130"
"75","UTRECHT UNIVERSITY","NETHERLANDS","3027","191781","63.36","100"
"76","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","4822","191580","39.73","75"
"77","KING'S COLLEGE LONDON","ENGLAND","2962","190435","64.29","132"
"78","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","3472","189845","54.68","115"
"79","UNIVERSITY OF PITTSBURGH","USA","3494","189493","54.23","111"
"80","VANDERBILT UNIVERSITY","USA","3019","187808","62.21","125"
"81","UNIVERSITY OF CALIFORNIA BERKELEY","USA","2933","187301","63.86","112"
"82","MCGILL UNIVERSITY","CANADA","3360","186588","55.53","101"
"83","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","4702","184782","39.30","91"
"84","MAYO CLINIC","USA","3200","184461","57.64","124"
"85","UNIVERSITY OF CALIFORNIA LOS ANGELES MEDICAL CENTER","USA","2310","179104","77.53","129"
"86","CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","5665","177746","31.38","125"
"87","UNIVERSITE PARIS SACLAY","FRANCE","3814","175012","45.89","82"
"88","ASSISTANCE PUBLIQUE HOPITAUX PARIS (APHP)","FRANCE","3318","172880","52.10","87"
"89","NANJING MEDICAL UNIVERSITY","CHINA MAINLAND","6034","170068","28.18","49"
"90","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","3505","168972","48.21","92"
"91","UNIVERSITY OF HELSINKI","FINLAND","2622","168281","64.18","107"
"92","UNIVERSITY OF TOKYO","JAPAN","4302","167916","39.03","91"
"93","US DEPARTMENT OF VETERANS AFFAIRS","USA","2796","166558","59.57","115"
"94","KU LEUVEN","BELGIUM","2724","163466","60.01","109"
"95","VETERANS HEALTH ADMINISTRATION (VHA)","USA","2724","163136","59.89","112"
"96","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","2467","161274","65.37","113"
"97","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","2826","161269","57.07","102"
"98","NORTHWESTERN UNIVERSITY","USA","2864","159823","55.80","97"
"99","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","2710","158242","58.39","102"
"100","ERASMUS MC","NETHERLANDS","2433","157907","64.90","108"
"101","UNIVERSITY OF COLORADO SYSTEM","USA","3093","157842","51.03","94"
"102","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","2576","154637","60.03","110"
"103","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2496","153871","61.65","99"
"104","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","2140","152211","71.13","90"
"105","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","5147","151970","29.53","96"
"106","DAVID GEFFEN SCHOOL OF MEDICINE AT UCLA","USA","1967","151552","77.05","104"
"107","HELMHOLTZ-CENTER MUNICH - GERMAN RESEARCH CENTER FOR ENVIRONMENTAL HEALTH","GERMANY (FED REP GER)","1922","150572","78.34","100"
"108","UNIVERSITY OF ZURICH","SWITZERLAND","2579","150097","58.20","80"
"109","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","2405","149072","61.98","99"
"110","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","2534","148827","58.73","87"
"111","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOUSTON","USA","2125","147220","69.28","83"
"112","LEIDEN UNIVERSITY","NETHERLANDS","2399","146486","61.06","96"
"113","UNIVERSITY OF MINNESOTA SYSTEM","USA","3147","146389","46.52","85"
"114","UNIVERSITE PSL","FRANCE","3012","144321","47.92","48"
"115","SICHUAN UNIVERSITY","CHINA MAINLAND","4670","143180","30.66","102"
"116","UTAH SYSTEM OF HIGHER EDUCATION","USA","2521","143086","56.76","83"
"117","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","3218","141800","44.06","81"
"118","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","2584","141688","54.83","78"
"119","UNIVERSITY OF WISCONSIN SYSTEM","USA","3116","141654","45.46","65"
"120","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","2967","140605","47.39","83"
"121","UNIVERSITY OF AMSTERDAM","NETHERLANDS","2383","138858","58.27","89"
"122","UNITED STATES DEPARTMENT OF ENERGY (DOE)","USA","2070","138572","66.94","79"
"123","PASTEUR NETWORK","FRANCE","2607","137998","52.93","70"
"124","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","4615","137035","29.69","60"
"125","UNIVERSITY OF GRONINGEN","NETHERLANDS","2163","137008","63.34","96"
"126","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","2207","136916","62.04","84"
"127","FRED HUTCHINSON CANCER CENTER","USA","1541","136687","88.70","94"
"128","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","2313","136606","59.06","73"
"129","EMORY UNIVERSITY","USA","2637","135395","51.34","84"
"130","UNIVERSITY OF SYDNEY","AUSTRALIA","2674","135225","50.57","72"
"131","UNIVERSITY OF UTAH","USA","2329","135123","58.02","79"
"132","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","1919","133517","69.58","100"
"133","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","2957","133265","45.07","53"
"134","RIKEN","JAPAN","2855","132073","46.26","73"
"135","UNIVERSITY OF CALIFORNIA DAVIS","USA","3048","131577","43.17","59"
"136","UNIVERSITY OF WISCONSIN MADISON","USA","2887","129566","44.88","56"
"137","WEIZMANN INSTITUTE OF SCIENCE","ISRAEL","1395","129180","92.60","102"
"138","PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","4029","128590","31.92","76"
"139","TEMPLE UNIVERSITY","USA","999","128314","128.44","36"
"140","UNIVERSITY OF BARCELONA","SPAIN","2274","128242","56.39","63"
"141","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","1998","127835","63.98","91"
"142","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","931","127588","137.04","37"
"143","WELLCOME CENTRE FOR HUMAN GENETICS","ENGLAND","968","127435","131.65","86"
"144","BOSTON UNIVERSITY","USA","2053","126480","61.61","83"
"145","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","2821","125580","44.52","50"
"146","UPPSALA UNIVERSITY","SWEDEN","2213","125568","56.74","85"
"147","TSINGHUA UNIVERSITY","CHINA MAINLAND","2522","124980","49.56","60"
"148","BARCELONA INSTITUTE OF SCIENCE & TECHNOLOGY","SPAIN","1718","124604","72.53","62"
"149","UNIVERSITY OF BRITISH COLUMBIA","CANADA","2931","123936","42.28","65"
"150","FLANDERS INSTITUTE FOR BIOTECHNOLOGY (VIB)","BELGIUM","1468","122936","83.74","78"
"151","FEINBERG SCHOOL OF MEDICINE","USA","2025","122595","60.54","78"
"152","YESHIVA UNIVERSITY","USA","1625","121624","74.85","65"
"153","UNIVERSITY OF OSLO","NORWAY","2169","121162","55.86","80"
"154","UNIVERSITY OF MANCHESTER","ENGLAND","2323","120361","51.81","68"
"155","ROCKEFELLER UNIVERSITY","USA","1433","120305","83.95","73"
"156","AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR)","SINGAPORE","1939","119762","61.76","76"
"157","POMPEU FABRA UNIVERSITY","SPAIN","1889","119349","63.18","70"
"158","UNIVERSITY OF MASSACHUSETTS WORCESTER","USA","1707","119214","69.84","65"
"159","UNIVERSITY OF LAUSANNE","SWITZERLAND","1811","119169","65.80","80"
"160","OHIO STATE UNIVERSITY","USA","2763","117501","42.53","64"
"161","QUEEN MARY UNIVERSITY LONDON","ENGLAND","1618","117412","72.57","86"
"162","ETH ZURICH","SWITZERLAND","2213","117013","52.88","68"
"163","UNIVERSITY SYSTEM OF MARYLAND","USA","2447","116697","47.69","51"
"164","UNIVERSITY OF GENEVA","SWITZERLAND","1593","115335","72.40","52"
"165","UNIVERSITY SYSTEM OF GEORGIA","USA","3125","115178","36.86","38"
"166","UNIVERSITY OF BASEL","SWITZERLAND","1808","114436","63.29","72"
"167","UNIVERSITY OF FLORIDA","USA","2659","113214","42.58","57"
"168","MONASH UNIVERSITY","AUSTRALIA","2522","112980","44.80","69"
"169","UNIVERSITY OF BRISTOL","ENGLAND","1411","112904","80.02","74"
"170","SOUTHERN MEDICAL UNIVERSITY - CHINA","CHINA MAINLAND","4445","111957","25.19","44"
"171","MEDICAL UNIVERSITY OF VIENNA","AUSTRIA","1717","111822","65.13","57"
"172","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","2094","111645","53.32","63"
"173","KYOTO UNIVERSITY","JAPAN","3192","110390","34.58","45"
"174","UNIVERSITY OF OSAKA","JAPAN","2668","109754","41.14","56"
"175","FRANCIS CRICK INSTITUTE","ENGLAND","1652","109720","66.42","64"
"176","UNIVERSITY OF ILLINOIS SYSTEM","USA","2678","109603","40.93","56"
"177","TONGJI UNIVERSITY","CHINA MAINLAND","3530","109535","31.03","46"
"178","UNIVERSITE DE MONTPELLIER","FRANCE","2591","109069","42.10","42"
"179","CANCER RESEARCH UK","ENGLAND","1101","108266","98.33","81"
"180","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","1879","108196","57.58","71"
"181","BETH ISRAEL DEACONESS MEDICAL CENTER","USA","1360","108101","79.49","73"
"182","SWISS INSTITUTE OF BIOINFORMATICS","SWITZERLAND","1125","107608","95.65","64"
"183","INRAE","FRANCE","2713","107427","39.60","34"
"184","EUROPEAN BIOINFORMATICS INSTITUTE","ENGLAND","886","106806","120.55","85"
"185","GUANGZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","3015","106785","35.42","63"
"186","RUTGERS UNIVERSITY SYSTEM","USA","2111","106380","50.39","50"
"187","BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)","ENGLAND","1938","105836","54.61","51"
"188","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","2086","105829","50.73","50"
"189","ROCHE HOLDING","SWITZERLAND","1193","105746","88.64","105"
"190","LUND UNIVERSITY","SWEDEN","1774","105529","59.49","71"
"191","UNIVERSITE DE MONTREAL","CANADA","2208","105025","47.57","45"
"192","UNIVERSITY OF GLASGOW","SCOTLAND","1406","104735","74.49","87"
"193","MONTEFIORE MEDICAL CENTER","USA","1422","103479","72.77","47"
"194","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","3060","103359","33.78","50"
"195","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","5742","103286","17.99","35"
"196","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","2185","102230","46.79","61"
"197","ALBERT EINSTEIN COLLEGE OF MEDICINE","USA","1404","101869","72.56","45"
"198","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","2016","101243","50.22","60"
"199","WHITEHEAD INSTITUTE","USA","637","101138","158.77","66"
"200","TEL AVIV UNIVERSITY","ISRAEL","1983","101010","50.94","58"
"201","ST JUDE CHILDREN'S RESEARCH HOSPITAL","USA","1205","100878","83.72","76"
"202","NIH NATIONAL HUMAN GENOME RESEARCH INSTITUTE (NHGRI)","USA","1219","100784","82.68","62"
"203","WUHAN UNIVERSITY","CHINA MAINLAND","3457","100711","29.13","38"
"204","CAPITAL MEDICAL UNIVERSITY","CHINA MAINLAND","3897","100552","25.80","55"
"205","UNIVERSITY HEALTH NETWORK TORONTO","CANADA","1579","100468","63.63","64"
"206","ZHENGZHOU UNIVERSITY","CHINA MAINLAND","4120","99712","24.20","57"
"207","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1598","99416","62.21","69"
"208","PENNSYLVANIA STATE UNIVERSITY","USA","1935","99082","51.21","49"
"209","PENNSYLVANIA MEDICINE","USA","1981","98910","49.93","58"
"210","VIENNA BIOCENTER (VBC)","AUSTRIA","1126","98467","87.45","40"
"211","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","1745","97882","56.09","53"
"212","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","1785","96900","54.29","59"
"213","INDIANA UNIVERSITY SYSTEM","USA","2206","96576","43.78","52"
"214","INSTITUT CURIE","FRANCE","1634","96444","59.02","34"
"215","AARHUS UNIVERSITY","DENMARK","1880","94920","50.49","66"
"216","CHILDRENS HOSPITAL OF PHILADELPHIA","USA","1893","94603","49.98","56"
"217","GHENT UNIVERSITY","BELGIUM","1745","94522","54.17","47"
"218","ICREA","SPAIN","1307","94458","72.27","53"
"219","KAROLINSKA UNIVERSITY HOSPITAL","SWEDEN","1298","94037","72.45","66"
"220","JOHNS HOPKINS MEDICINE","USA","1330","93959","70.65","64"
"221","SHANDONG UNIVERSITY","CHINA MAINLAND","4013","93937","23.41","28"
"222","UNIVERSITY OF ALABAMA SYSTEM","USA","2011","92978","46.23","51"
"223","NEWCASTLE UNIVERSITY - UK","ENGLAND","1557","92749","59.57","60"
"224","UNIVERSIDADE DE SAO PAULO","BRAZIL","3270","92733","28.36","43"
"225","HOSPITAL FOR SICK CHILDREN (SICKKIDS)","CANADA","1727","92188","53.38","40"
"226","CASE WESTERN RESERVE UNIVERSITY","USA","1748","91858","52.55","60"
"227","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","1777","91203","51.32","47"
"228","INSTITUT PASTEUR PARIS","FRANCE","1585","91115","57.49","43"
"229","NIH NATIONAL INSTITUTE ON AGING (NIA)","USA","916","90867","99.20","68"
"230","UNIVERSITY OF CALIFORNIA IRVINE","USA","1704","89511","52.53","48"
"231","OREGON HEALTH & SCIENCE UNIVERSITY","USA","1382","88766","64.23","51"
"232","UNIVERSITY OF PADUA","ITALY","1577","88019","55.81","45"
"233","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","1405","87470","62.26","56"
"234","UNIVERSITY OF LIVERPOOL","ENGLAND","1117","86702","77.62","59"
"235","UNIVERSITY OF ALABAMA BIRMINGHAM","USA","1831","86361","47.17","48"
"236","ROCHE HOLDING USA","USA","834","84688","101.54","88"
"237","CARDIFF UNIVERSITY","WALES","1195","84371","70.60","47"
"238","UNIVERSITY OF MIAMI","USA","1443","83777","58.06","50"
"239","GENENTECH","USA","813","83729","102.99","88"
"240","UNIVERSITY OF TARTU","ESTONIA","865","83659","96.72","72"
"241","UNIVERSITY OF MILAN","ITALY","2050","83359","40.66","39"
"242","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","1627","83187","51.13","50"
"243","CHINESE ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","3290","82324","25.02","29"
"244","CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER","USA","1741","82158","47.19","35"
"245","PRINCETON UNIVERSITY","USA","1119","82072","73.34","50"
"246","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","1483","81389","54.88","50"
"247","UNIVERSITY OF HONG KONG","HONG KONG","1858","81308","43.76","43"
"248","UNITED STATES DEPARTMENT OF AGRICULTURE (USDA)","USA","2012","81295","40.41","30"
"249","SALK INSTITUTE","USA","744","81210","109.15","60"
"250","GOETHE UNIVERSITY FRANKFURT","GERMANY (FED REP GER)","1429","80681","56.46","39"
"251","UNIV LYON COMUE","N/A","2103","80635","38.34","23"
"252","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","3040","80358","26.43","30"
"253","AIX-MARSEILLE UNIVERSITE","FRANCE","1793","80109","44.68","27"
"254","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","1473","79720","54.12","48"
"255","UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES","FRANCE","1627","79475","48.85","23"
"256","UNIVERSITY OF DUNDEE","SCOTLAND","1028","79309","77.15","50"
"257","UNIVERSITE DE STRASBOURG","FRANCE","1612","79275","49.18","23"
"258","UNIVERSITY OF GOTHENBURG","SWEDEN","1238","78780","63.63","57"
"259","ACADEMIC MEDICAL CENTER AMSTERDAM","NETHERLANDS","815","78763","96.64","37"
"260","UNIV BRETAGNE LOIRE","N/A","2408","78597","32.64","30"
"261","HEBREW UNIVERSITY OF JERUSALEM","ISRAEL","1621","78450","48.40","41"
"262","UNIVERSITY OF MARYLAND BALTIMORE","USA","1432","77869","54.38","41"
"263","CLEVELAND CLINIC FOUNDATION","USA","1270","77123","60.73","55"
"264","NEW YORK GENOME CTR","N/A","364","77114","211.85","44"
"265","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","1358","76989","56.69","39"
"266","UNIVERSITY OF BERN","SWITZERLAND","1534","76615","49.94","44"
"267","UNIVERSITY OF VIRGINIA","USA","1588","76598","48.24","51"
"268","INDIANA UNIVERSITY BLOOMINGTON","USA","1820","76147","41.84","41"
"269","NETHERLANDS CANCER INSTITUTE","NETHERLANDS","949","75594","79.66","65"
"270","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","1913","75541","39.49","23"
"271","BEIJING GENOMICS INSTITUTE (BGI)","CHINA MAINLAND","1102","75179","68.22","34"
"272","COLD SPRING HARBOR LABORATORY","USA","622","74580","119.90","49"
"273","WENZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","2778","74468","26.81","30"
"274","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","914","74394","81.39","44"
"275","UNIVERSITY OF CALIFORNIA SANTA CRUZ","USA","784","74385","94.88","55"
"276","UNIVERSITE DE TOULOUSE","FRANCE","1757","74086","42.17","29"
"277","TOKYO METROPOLITAN UNIVERSITY","JAPAN","229","73978","323.05","6"
"278","MAX DELBRUCK CENTER FOR MOLECULAR MEDICINE","GERMANY (FED REP GER)","1043","73703","70.66","46"
"279","UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE","USA","1318","73615","55.85","47"
"280","JILIN UNIVERSITY","CHINA MAINLAND","3002","73498","24.48","21"
"281","NIH NATIONAL HEART LUNG & BLOOD INSTITUTE (NHLBI)","USA","1085","72963","67.25","39"
"282","SCRIPPS RESEARCH INSTITUTE","USA","967","72923","75.41","36"
"283","QIMR BERGHOFER MEDICAL RESEARCH INSTITUTE","AUSTRALIA","758","72471","95.61","59"
"284","MAASTRICHT UNIVERSITY","NETHERLANDS","1216","72342","59.49","40"
"285","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1422","71691","50.42","41"
"286","CENTRE DE REGULACIO GENOMICA (CRG)","SPAIN","1058","71637","67.71","37"
"287","ROYAL NETHERLANDS ACADEMY OF ARTS & SCIENCES","NETHERLANDS","761","71305","93.70","41"
"288","UNIVERSITY MEDICAL CENTER HAMBURG-EPPENDORF","GERMANY (FED REP GER)","1383","70922","51.28","44"
"289","CHINA MEDICAL UNIVERSITY","CHINA MAINLAND","2866","70866","24.73","38"
"290","XI'AN JIAOTONG UNIVERSITY","CHINA MAINLAND","2909","70618","24.28","28"
"291","UNIVERSITY OF IOWA","USA","1621","70554","43.52","33"
"292","TEXAS A&M UNIVERSITY SYSTEM","USA","1852","70437","38.03","26"
"293","GUSTAVE ROUSSY","FRANCE","820","70256","85.68","59"
"294","HARBIN MEDICAL UNIVERSITY","CHINA MAINLAND","2750","70117","25.50","26"
"295","UNIVERSITY OF ARIZONA","USA","1265","70086","55.40","40"
"296","UNIVERSITY OF CINCINNATI","USA","1704","70057","41.11","31"
"297","UNIVERSITY OF KIEL","GERMANY (FED REP GER)","1249","69524","55.66","40"
"298","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","1116","69424","62.21","48"
"299","CENTER FOR EXCELLENCE IN MOLECULAR CELL SCIENCE, CAS","CHINA MAINLAND","1243","69094","55.59","34"
"300","MRC LABORATORY MOLECULAR BIOLOGY","ENGLAND","1005","68961","68.62","24"
"301","UNIVERSITY OF VIENNA","AUSTRIA","1094","68950","63.03","16"
"302","ROYAL MARSDEN NHS FOUNDATION TRUST","ENGLAND","865","68932","79.69","46"
"303","RUTGERS UNIVERSITY BIOMEDICAL & HEALTH SCIENCES","USA","1108","68698","62.00","35"
"304","COPENHAGEN UNIVERSITY HOSPITAL","DENMARK","1210","68499","56.61","60"
"305","INSTITUTE OF CANCER RESEARCH - UK","ENGLAND","897","68214","76.05","40"
"306","UCSF MEDICAL CENTER","USA","728","67950","93.34","46"
"307","TIANJIN MEDICAL UNIVERSITY","CHINA MAINLAND","2508","67891","27.07","24"
"308","CEDARS SINAI MEDICAL CENTER","USA","876","66975","76.46","43"
"309","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","1586","66549","41.96","39"
"310","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT SAN ANTONIO","USA","1099","66512","60.52","34"
"311","UNIVERSITY OF MUNSTER","GERMANY (FED REP GER)","1383","66363","47.98","35"
"312","UNIVERSITY OF LEICESTER","ENGLAND","946","66004","69.77","43"
"313","UNIVERSITY OF ERLANGEN NUREMBERG","GERMANY (FED REP GER)","1294","65854","50.89","44"
