Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): BIOLOGY & BIOCHEMISTRY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"79","FUDAN UNIVERSITY","CHINA MAINLAND","6508","124101","19.07","96"
"80","UNIVERSITY OF COLORADO SYSTEM","USA","3769","123740","32.83","65"
"81","UNIVERSITY OF WISCONSIN SYSTEM","USA","3979","123672","31.08","65"
"82","US DEPARTMENT OF VETERANS AFFAIRS","USA","3785","119950","31.69","60"
"83","UNIVERSITY OF FLORIDA","USA","3857","119263","30.92","80"
"84","NEW YORK UNIVERSITY","USA","2618","118499","45.26","82"
"85","TSINGHUA UNIVERSITY","CHINA MAINLAND","3624","118042","32.57","102"
"86","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","2717","117811","43.36","53"
"87","VETERANS HEALTH ADMINISTRATION (VHA)","USA","3664","117761","32.14","60"
"88","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","2709","117743","43.46","83"
"89","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","4099","116218","28.35","71"
"90","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","2778","116181","41.82","84"
"91","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","5694","116152","20.40","83"
"92","MAYO CLINIC","USA","2633","115471","43.86","62"
"93","UNIVERSITY OF WISCONSIN MADISON","USA","3595","114770","31.92","63"
"94","UNIVERSITY SYSTEM OF MARYLAND","USA","3410","114217","33.49","61"
"95","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","2984","113198","37.93","82"
"96","MCGILL UNIVERSITY","CANADA","3477","112930","32.48","88"
"97","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","3294","112628","34.19","92"
"98","UNIVERSITY OF MINNESOTA SYSTEM","USA","3628","112045","30.88","66"
"99","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","3872","111774","28.87","83"
"100","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","1899","110232","58.05","108"
"101","MONASH UNIVERSITY","AUSTRALIA","3735","109603","29.34","61"
"102","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","3944","109519","27.77","58"
"103","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","3074","108807","35.40","73"
"104","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","3429","107596","31.38","61"
"105","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","1763","106695","60.52","60"
"106","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","3592","106425","29.63","81"
"107","UNIVERSITY OF MANCHESTER","ENGLAND","2846","106240","37.33","46"
"108","UNIVERSITY OF EDINBURGH","SCOTLAND","3123","105847","33.89","76"
"109","KU LEUVEN","BELGIUM","2888","105291","36.46","71"
"110","KYOTO UNIVERSITY","JAPAN","4012","105109","26.20","53"
"111","OHIO STATE UNIVERSITY","USA","3401","105015","30.88","64"
"112","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","3905","104492","26.76","50"
"113","UTRECHT UNIVERSITY","NETHERLANDS","2678","104312","38.95","89"
"114","DANA-FARBER CANCER INSTITUTE","USA","1483","103992","70.12","107"
"115","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","3539","103363","29.21","67"
"116","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","4770","102736","21.54","66"
"117","UNIVERSITY OF ALBERTA","CANADA","2797","102571","36.67","47"
"118","COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA","INDIA","4921","101892","20.71","39"
"119","VANDERBILT UNIVERSITY","USA","3043","100647","33.07","62"
"120","UNIVERSITE PSL","FRANCE","2960","99359","33.57","63"
"121","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","2822","99201","35.15","74"
"122","INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM)","INDIA","5407","98895","18.29","39"
"123","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","2279","98354","43.16","70"
"124","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","2615","95874","36.66","60"
"125","WEILL CORNELL MEDICINE","USA","2114","95463","45.16","71"
"126","NORTHWESTERN UNIVERSITY","USA","2736","94688","34.61","69"
"127","RUTGERS UNIVERSITY SYSTEM","USA","2752","93129","33.84","63"
"128","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","2711","92011","33.94","62"
"129","SICHUAN UNIVERSITY","CHINA MAINLAND","4659","91907","19.73","98"
"130","LEIDEN UNIVERSITY","NETHERLANDS","2646","91405","34.54","62"
"131","UNICANCER","FRANCE","2158","90996","42.17","57"
"132","BAYLOR COLLEGE OF MEDICINE","USA","2647","90697","34.26","58"
"133","GHENT UNIVERSITY","BELGIUM","2600","90441","34.78","55"
"134","PASTEUR NETWORK","FRANCE","2914","90254","30.97","60"
"135","UNIVERSITY OF BIRMINGHAM","ENGLAND","2151","89905","41.80","43"
"136","AARHUS UNIVERSITY","DENMARK","2918","89685","30.74","57"
"137","HELMHOLTZ-CENTER MUNICH - GERMAN RESEARCH CENTER FOR ENVIRONMENTAL HEALTH","GERMANY (FED REP GER)","2005","89532","44.65","72"
"138","MEMORIAL SLOAN KETTERING CANCER CENTER","USA","1616","89305","55.26","71"
"139","UNIVERSITY OF CHICAGO","USA","2531","88846","35.10","74"
"140","UNIV BRETAGNE LOIRE","N/A","3302","88086","26.68","44"
"141","SHANDONG UNIVERSITY","CHINA MAINLAND","5166","87733","16.98","39"
"142","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","4178","87705","20.99","65"
"143","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","2452","87346","35.62","57"
"144","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","1950","86609","44.41","78"
"145","CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","4806","86508","18.00","65"
"146","UNIVERSITY OF PADUA","ITALY","2795","86111","30.81","50"
"147","AIX-MARSEILLE UNIVERSITE","FRANCE","2551","85642","33.57","43"
"148","KING'S COLLEGE LONDON","ENGLAND","2822","85623","30.34","59"
"149","KING SAUD UNIVERSITY","SAUDI ARABIA","4589","85546","18.64","39"
"150","UNIVERSITY OF SYDNEY","AUSTRALIA","3199","85246","26.65","49"
"151","UPPSALA UNIVERSITY","SWEDEN","2363","84497","35.76","51"
"152","BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)","ENGLAND","1748","84177","48.16","65"
"153","UNIVERSITY OF HELSINKI","FINLAND","2587","84136","32.52","61"
"154","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","2748","83894","30.53","69"
"155","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","2395","82335","34.38","53"
"156","UNIVERSITY OF GRONINGEN","NETHERLANDS","2592","81714","31.53","48"
"157","UNIVERSITE DE MONTPELLIER","FRANCE","2998","81598","27.22","47"
"158","UTMD ANDERSON CANCER CENTER","USA","1891","80863","42.76","67"
"159","RIKEN","JAPAN","3249","80747","24.85","38"
"160","GERMAN CANCER RESEARCH CENTER (DKFZ)","GERMANY (FED REP GER)","1853","80580","43.49","57"
"161","WAGENINGEN UNIVERSITY & RESEARCH","NETHERLANDS","1897","80094","42.22","60"
"162","UNIVERSITY OF GOTHENBURG","SWEDEN","2045","80049","39.14","58"
"163","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","3389","80014","23.61","37"
"164","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","1221","79917","65.45","67"
"165","PENNSYLVANIA STATE UNIVERSITY","USA","2798","79214","28.31","44"
"166","UNIVERSITY OF BASEL","SWITZERLAND","1958","78548","40.12","59"
"167","UNIVERSITY OF TEXAS AUSTIN","USA","1981","78007","39.38","41"
"168","TEXAS A&M UNIVERSITY SYSTEM","USA","2658","77811","29.27","35"
"169","UNIVERSITY OF AMSTERDAM","NETHERLANDS","2532","77311","30.53","38"
"170","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","2412","77116","31.97","39"
"171","MEDICAL UNIVERSITY OF VIENNA","AUSTRIA","2099","76787","36.58","43"
"172","OREGON HEALTH & SCIENCE UNIVERSITY","USA","1632","76612","46.94","47"
"173","KING ABDULAZIZ UNIVERSITY","SAUDI ARABIA","2297","76511","33.31","68"
"174","MAX DELBRUCK CENTER FOR MOLECULAR MEDICINE","GERMANY (FED REP GER)","829","76453","92.22","55"
"175","CHINESE ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","3652","76344","20.90","51"
"176","JIANGNAN UNIVERSITY","CHINA MAINLAND","4122","76175","18.48","24"
"177","INDIANA UNIVERSITY SYSTEM","USA","2641","76010","28.78","45"
"178","UNIVERSITY OF VIENNA","AUSTRIA","1866","75641","40.54","54"
"179","UNITED STATES DEPARTMENT OF AGRICULTURE (USDA)","USA","2347","75003","31.96","51"
"180","UNIV LYON COMUE","N/A","2835","74960","26.44","37"
"181","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","1875","74795","39.89","44"
"182","UNIVERSITY OF OSLO","NORWAY","2002","74507","37.22","37"
"183","ASSISTANCE PUBLIQUE HOPITAUX PARIS (APHP)","FRANCE","2878","74262","25.80","54"
"184","UNIVERSITY OF GENEVA","SWITZERLAND","1695","74223","43.79","51"
"185","BOSTON UNIVERSITY","USA","2113","73739","34.90","54"
"186","EMORY UNIVERSITY","USA","2514","73736","29.33","45"
"187","UNIVERSITY OF BARCELONA","SPAIN","2743","73619","26.84","28"
"188","NANJING MEDICAL UNIVERSITY","CHINA MAINLAND","4525","73288","16.20","40"
"189","NIH NATIONAL LIBRARY OF MEDICINE (NLM)","USA","499","72162","144.61","73"
"190","UNIVERSITY OF OSAKA","JAPAN","3758","71858","19.12","34"
"191","FLANDERS INSTITUTE FOR BIOTECHNOLOGY (VIB)","BELGIUM","1398","71824","51.38","63"
"192","LUND UNIVERSITY","SWEDEN","2710","71820","26.50","28"
"193","UNIVERSITY OF MILAN","ITALY","3132","71377","22.79","28"
"194","UNIVERSITY OF GLASGOW","SCOTLAND","1815","71351","39.31","39"
"195","CEA","FRANCE","2500","71344","28.54","37"
"196","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","2346","71323","30.40","55"
"197","NOVO NORDISK FOUNDATION","DENMARK","789","71296","90.36","26"
"198","AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR)","SINGAPORE","1839","71279","38.76","40"
"199","SAPIENZA UNIVERSITY ROME","ITALY","3173","70980","22.37","26"
"200","STOCKHOLM UNIVERSITY","SWEDEN","1507","70787","46.97","37"
"201","YONSEI UNIVERSITY","SOUTH KOREA","2559","70525","27.56","38"
"202","WUHAN UNIVERSITY","CHINA MAINLAND","3544","70307","19.84","54"
"203","ALPHABET INC.","USA","178","70133","394.01","32"
"204","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","2338","69683","29.80","26"
"205","SOUTHERN MEDICAL UNIVERSITY - CHINA","CHINA MAINLAND","3816","69559","18.23","44"
"206","UNIVERSITY OF BRISTOL","ENGLAND","1894","69470","36.68","40"
"207","UTAH SYSTEM OF HIGHER EDUCATION","USA","2483","68526","27.60","42"
"208","UNIVERSITY OF NAPLES FEDERICO II","ITALY","2921","68397","23.42","30"
"209","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","2524","68073","26.97","34"
"210","BOSTON CHILDREN'S HOSPITAL","USA","1608","67451","41.95","79"
"211","MRC LABORATORY MOLECULAR BIOLOGY","ENGLAND","1066","67361","63.19","74"
"212","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","2148","66819","31.11","43"
"213","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","2032","66333","32.64","37"
"214","CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET)","ARGENTINA","4354","66158","15.19","24"
"215","CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2619","65960","25.19","43"
"216","INDIANA UNIVERSITY BLOOMINGTON","USA","2226","65916","29.61","38"
"217","TONGJI UNIVERSITY","CHINA MAINLAND","3221","65198","20.24","34"
"218","UNIVERSITY OF ALABAMA SYSTEM","USA","2289","65051","28.42","30"
"219","ZHENGZHOU UNIVERSITY","CHINA MAINLAND","3816","64944","17.02","37"
"220","MICHIGAN STATE UNIVERSITY","USA","1886","64582","34.24","39"
"221","JILIN UNIVERSITY","CHINA MAINLAND","3685","64283","17.44","37"
"222","GOETHE UNIVERSITY FRANKFURT","GERMANY (FED REP GER)","2280","64123","28.12","48"
"223","PRINCETON UNIVERSITY","USA","1503","63956","42.55","58"
"224","POLISH ACADEMY OF SCIENCES","POLAND","3076","63903","20.77","25"
"225","SCRIPPS RESEARCH INSTITUTE","USA","1415","63564","44.92","61"
"226","UNIVERSITE DE TOULOUSE","FRANCE","2348","63559","27.07","26"
"227","TEL AVIV UNIVERSITY","ISRAEL","2126","63497","29.87","37"
"228","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","1710","63285","37.01","40"
"229","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","2078","63180","30.40","36"
"230","UNIVERSITY OF CALIFORNIA LOS ANGELES MEDICAL CENTER","USA","1814","62508","34.46","45"
"231","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","1594","62304","39.09","21"
"232","PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","3559","62258","17.49","39"
"233","UNIVERSIDADE DO PORTO","PORTUGAL","2267","61889","27.30","37"
"234","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","1616","61823","38.26","36"
"235","UNIVERSITY OF CINCINNATI","USA","1396","61754","44.24","32"
"236","UNIVERSITY OF LAUSANNE","SWITZERLAND","1862","61592","33.08","38"
"237","UNIVERSITY OF VIRGINIA","USA","1814","61382","33.84","50"
"238","UNIVERSITY OF HONG KONG","HONG KONG","1754","61190","34.89","43"
"239","ERASMUS MC","NETHERLANDS","1587","60547","38.15","34"
"240","WEIZMANN INSTITUTE OF SCIENCE","ISRAEL","1477","60041","40.65","41"
"241","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","3281","60007","18.29","30"
"242","UNIVERSITY OF UTAH","USA","2105","58848","27.96","35"
"243","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","1672","58741","35.13","37"
"244","CALIFORNIA INSTITUTE OF TECHNOLOGY","USA","1251","58735","46.95","48"
"245","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","1886","58700","31.12","30"
"246","DAVID GEFFEN SCHOOL OF MEDICINE AT UCLA","USA","1649","58272","35.34","43"
"247","KOREA UNIVERSITY","SOUTH KOREA","2477","58163","23.48","31"
"248","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","1801","58116","32.27","23"
"249","UNIVERSITE DE MONTREAL","CANADA","2165","58001","26.79","34"
"250","MAASTRICHT UNIVERSITY","NETHERLANDS","1583","57954","36.61","37"
"251","ROYAL INSTITUTE OF TECHNOLOGY","SWEDEN","1222","57698","47.22","37"
"252","CASE WESTERN RESERVE UNIVERSITY","USA","1924","57581","29.93","32"
"253","UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES","FRANCE","1976","57435","29.07","28"
"254","UNIVERSITY OF FLORENCE","ITALY","2282","57325","25.12","30"
"255","UNIVERSITY OF ALABAMA BIRMINGHAM","USA","1952","57285","29.35","25"
"256","CAPITAL MEDICAL UNIVERSITY","CHINA MAINLAND","3894","57148","14.68","42"
"257","UNIVERSITY OF MARYLAND BALTIMORE","USA","1797","56923","31.68","28"
"258","ECOLE POLYTECHNIQUE FEDERALE DE LAUSANNE","SWITZERLAND","1704","56608","33.22","43"
"259","UNIVERSITE DE STRASBOURG","FRANCE","1949","56596","29.04","27"
"260","UNIVERSITY OF NOTTINGHAM","ENGLAND","1747","56024","32.07","41"
"261","CNRS - INSTITUTE OF CHEMISTRY (INC)","FRANCE","2366","55919","23.63","23"
"262","BETH ISRAEL DEACONESS MEDICAL CENTER","USA","1450","55618","38.36","43"
"263","UNIVERSITY OF TURIN","ITALY","1821","55539","30.50","36"
"264","UNIVERSITY HEALTH NETWORK TORONTO","CANADA","1295","55299","42.70","35"
"265","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","1792","55151","30.78","39"
"266","TOHOKU UNIVERSITY","JAPAN","2693","55031","20.43","26"
"267","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1899","54489","28.69","30"
"268","ROCHE HOLDING","SWITZERLAND","1344","54401","40.48","51"
"269","UNIVERSITY OF NEBRASKA SYSTEM","USA","1958","54130","27.65","25"
"270","UNIVERSITY OF ILLINOIS CHICAGO","USA","1753","54026","30.82","31"
"271","NORTHWEST A&F UNIVERSITY - CHINA","CHINA MAINLAND","2168","53994","24.90","24"
"272","QUEEN MARY UNIVERSITY LONDON","ENGLAND","1511","53977","35.72","37"
"273","XI'AN JIAOTONG UNIVERSITY","CHINA MAINLAND","3018","53945","17.87","42"
"274","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","2046","53907","26.35","30"
"275","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","2038","53788","26.39","30"
"276","UNIVERSITY OF GEORGIA","USA","1960","53767","27.43","36"
"277","HOSPITAL FOR SICK CHILDREN (SICKKIDS)","CANADA","1066","53565","50.25","27"
"278","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","1020","53340","52.29","21"
"279","ISLAMIC AZAD UNIVERSITY","IRAN","2538","52853","20.82","32"
"280","UNIVERSITY OF CALIFORNIA IRVINE","USA","2090","52816","25.27","33"
"281","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","1827","52731","28.86","32"
"282","HEINRICH HEINE UNIVERSITY DUSSELDORF","GERMANY (FED REP GER)","1878","52565","27.99","40"
"283","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","1880","52530","27.94","23"
"284","HUAZHONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2366","52487","22.18","35"
"285","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","1718","52412","30.51","30"
"286","MCMASTER UNIVERSITY","CANADA","1713","52386","30.58","27"
"287","INSTITUT PASTEUR PARIS","FRANCE","1506","52226","34.68","37"
"288","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","2180","52179","23.94","17"
"289","NEWCASTLE UNIVERSITY - UK","ENGLAND","1710","52132","30.49","38"
"290","HARBIN INSTITUTE OF TECHNOLOGY","CHINA MAINLAND","1650","52116","31.59","29"
"291","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","1397","51965","37.20","28"
"292","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1962","51573","26.29","26"
"293","UNIVERSITY OF SHEFFIELD","ENGLAND","1607","51446","32.01","27"
"294","NATIONAL TAIWAN UNIVERSITY","TAIWAN","2122","51262","24.16","21"
"295","NORTH CAROLINA STATE UNIVERSITY","USA","1690","51197","30.29","40"
"296","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","1184","50986","43.06","47"
"297","PURDUE UNIVERSITY SYSTEM","USA","2128","50885","23.91","18"
"298","ASTRAZENECA","ENGLAND","1364","50823","37.26","29"
"299","GEORGIA INSTITUTE OF TECHNOLOGY","USA","1604","50676","31.59","40"
"300","UNIVERSITY OF ARIZONA","USA","1763","50332","28.55","39"
"301","UNIV LILLE NORD FRANCE COMUE","N/A","1549","50326","32.49","30"
"302","PURDUE UNIVERSITY","USA","2096","50316","24.01","18"
"303","NANJING AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2318","50295","21.70","24"
"304","SOOCHOW UNIVERSITY - CHINA","CHINA MAINLAND","3209","49990","15.58","20"
"305","SOUTH CHINA UNIVERSITY OF TECHNOLOGY","CHINA MAINLAND","2287","49937","21.84","20"
"306","UNIVERSITY OF AUCKLAND","NEW ZEALAND","1681","49907","29.69","25"
"307","UNIVERSITY OF MISSOURI SYSTEM","USA","2056","49783","24.21","37"
"308","UNIVERSITY OF MASSACHUSETTS WORCESTER","USA","1260","49718","39.46","26"
"309","CARDIFF UNIVERSITY","WALES","1069","49717","46.51","33"
"310","RWTH AACHEN UNIVERSITY","GERMANY (FED REP GER)","1901","49561","26.07","29"
"311","GEORGETOWN UNIVERSITY","USA","831","49482","59.55","25"
"312","UNIVERSITE DE LILLE","FRANCE","1514","49457","32.67","29"
