Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): IMMUNOLOGY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"30","STANFORD UNIVERSITY","USA","2892","118799","41.08","100"
"31","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","2684","118535","44.16","94"
"32","YALE UNIVERSITY","USA","3055","117162","38.35","104"
"33","WASHINGTON UNIVERSITY (WUSTL)","USA","2386","114402","47.95","114"
"34","UNIVERSITY OF PITTSBURGH","USA","2846","113916","40.03","91"
"35","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","2922","112834","38.62","88"
"36","CHINESE ACADEMY OF SCIENCES","CHINA MAINLAND","3447","110496","32.06","81"
"37","CORNELL UNIVERSITY","USA","2434","108182","44.45","100"
"38","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","2300","107945","46.93","114"
"39","LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE","ENGLAND","4390","107353","24.45","60"
"40","MONASH UNIVERSITY","AUSTRALIA","2897","106994","36.93","67"
"41","WORLD HEALTH ORGANIZATION","SWITZERLAND","3787","105346","27.82","59"
"42","SORBONNE UNIVERSITE","FRANCE","2972","105266","35.42","73"
"43","EMORY UNIVERSITY","USA","3776","104699","27.73","64"
"44","PASTEUR NETWORK","FRANCE","3483","103937","29.84","58"
"45","UNIVERSITY OF AMSTERDAM","NETHERLANDS","2998","103843","34.64","75"
"46","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","2933","103464","35.28","74"
"47","US DEPARTMENT OF VETERANS AFFAIRS","USA","3042","102917","33.83","73"
"48","VETERANS HEALTH ADMINISTRATION (VHA)","USA","2948","100839","34.21","71"
"49","UNIVERSITY OF TORONTO","CANADA","3337","99219","29.73","74"
"50","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","2768","98843","35.71","71"
"51","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","2725","98116","36.01","71"
"52","UNIVERSITY OF NORTH CAROLINA","USA","3336","97497","29.23","64"
"53","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","1633","94589","57.92","108"
"54","UNIVERSITY OF MICHIGAN","USA","2280","94204","41.32","66"
"54","UNIVERSITY OF MICHIGAN SYSTEM","USA","2280","94204","41.32","66"
"56","WEILL CORNELL MEDICINE","USA","1947","91895","47.20","84"
"57","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","3078","90588","29.43","57"
"58","UTRECHT UNIVERSITY","NETHERLANDS","2452","86263","35.18","56"
"59","UNIVERSITY OF ZURICH","SWITZERLAND","2045","83485","40.82","71"
"60","UNIVERSITY OF BARCELONA","SPAIN","2728","82803","30.35","70"
"61","DUKE UNIVERSITY","USA","2646","80923","30.58","55"
"62","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","2234","80789","36.16","53"
"63","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","1998","80354","40.22","48"
"64","ERASMUS MC","NETHERLANDS","2189","79988","36.54","51"
"65","UNIVERSITY OF COLORADO SYSTEM","USA","2805","79436","28.32","57"
"66","VANDERBILT UNIVERSITY","USA","2409","78863","32.74","53"
"67","COLUMBIA UNIVERSITY","USA","2499","76166","30.48","51"
"68","GHENT UNIVERSITY","BELGIUM","1553","75969","48.92","65"
"69","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","2760","75749","27.45","48"
"70","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2075","75665","36.47","75"
"71","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","2816","75404","26.78","43"
"72","BOSTON CHILDREN'S HOSPITAL","USA","1698","75325","44.36","61"
"73","KING'S COLLEGE LONDON","ENGLAND","1735","74867","43.15","60"
"74","MEMORIAL SLOAN KETTERING CANCER CENTER","USA","1264","74125","58.64","69"
"75","INSTITUT PASTEUR PARIS","FRANCE","2091","73774","35.28","50"
"76","JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBLIC HEALTH","USA","2955","73072","24.73","35"
"77","UNIVERSITY OF COPENHAGEN","DENMARK","2728","72811","26.69","55"
"78","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","2548","72188","28.33","51"
"79","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","1991","70964","35.64","40"
"80","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","2539","70330","27.70","50"
"81","KAROLINSKA UNIVERSITY HOSPITAL","SWEDEN","1969","69777","35.44","49"
"82","UNIVERSITY OF MANCHESTER","ENGLAND","1456","67891","46.63","51"
"83","DANA-FARBER CANCER INSTITUTE","USA","1180","66915","56.71","62"
"84","ZHEJIANG UNIVERSITY","CHINA MAINLAND","2773","66668","24.04","48"
"85","NORTHWESTERN UNIVERSITY","USA","2085","66661","31.97","56"
"86","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","1695","66548","39.26","46"
"87","CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","3278","66519","20.29","58"
"88","UNIVERSITY OF SYDNEY","AUSTRALIA","2188","66289","30.30","48"
"89","UNIVERSITY OF MINNESOTA SYSTEM","USA","1965","65951","33.56","44"
"90","UNIVERSITY OF CAPE TOWN","SOUTH AFRICA","2572","65895","25.62","35"
"91","UNIVERSITY OF BASEL","SWITZERLAND","2109","65561","31.09","39"
"92","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","1741","65369","37.55","47"
"93","UNIVERSITY OF CAMBRIDGE","ENGLAND","1791","65137","36.37","42"
"94","UTMD ANDERSON CANCER CENTER","USA","1562","65022","41.63","44"
"95","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","1938","64941","33.51","44"
"96","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","2259","64438","28.53","47"
"97","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","2848","64356","22.60","57"
"98","MCGILL UNIVERSITY","CANADA","1949","63975","32.82","41"
"99","UNIVERSIDADE DE SAO PAULO","BRAZIL","2895","63889","22.07","33"
"100","UNIVERSITY OF QUEENSLAND","AUSTRALIA","1821","63714","34.99","40"
"101","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","2843","63602","22.37","31"
"102","TEL AVIV UNIVERSITY","ISRAEL","1903","63434","33.33","54"
"103","AIX-MARSEILLE UNIVERSITE","FRANCE","1957","63401","32.40","35"
"104","FUDAN UNIVERSITY","CHINA MAINLAND","3037","62754","20.66","45"
"105","ACADEMIC MEDICAL CENTER AMSTERDAM","NETHERLANDS","1304","62750","48.12","39"
"106","FRED HUTCHINSON CANCER CENTER","USA","2163","62338","28.82","35"
"107","LEIDEN UNIVERSITY","NETHERLANDS","2029","62323","30.72","34"
"108","BAYLOR COLLEGE OF MEDICINE","USA","2228","62100","27.87","36"
"109","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","1706","61957","36.32","48"
"110","UNIVERSITY OF BRITISH COLUMBIA","CANADA","2005","61367","30.61","43"
"111","UNIVERSITY SYSTEM OF MARYLAND","USA","2334","61312","26.27","22"
"112","UNIVERSITY OF EDINBURGH","SCOTLAND","1446","61154","42.29","52"
"113","UNIVERSITY OF ALABAMA SYSTEM","USA","1963","60754","30.95","37"
"114","PUBLIC HEALTH ENGLAND","ENGLAND","1524","60270","39.55","28"
"115","ROCKEFELLER UNIVERSITY","USA","827","59890","72.42","66"
"116","UNIVERSITY OF ALABAMA BIRMINGHAM","USA","1927","59861","31.06","37"
"117","GERMAN CENTER FOR INFECTION RESEARCH","GERMANY (FED REP GER)","1611","59465","36.91","44"
"118","MAYO CLINIC","USA","2087","59398","28.46","50"
"119","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","1894","59266","31.29","34"
"120","UNIVERSITY OF LAUSANNE","SWITZERLAND","1411","59231","41.98","51"
"121","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","1739","58022","33.37","46"
"122","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","1798","57619","32.05","30"
"123","UNIVERSITE PARIS SACLAY","FRANCE","1799","57014","31.69","49"
"124","CASE WESTERN RESERVE UNIVERSITY","USA","1662","55722","33.53","37"
"125","KU LEUVEN","BELGIUM","1362","55615","40.83","60"
"126","UNIVERSITY OF GENEVA","SWITZERLAND","1634","54902","33.60","40"
"127","OHIO STATE UNIVERSITY","USA","1947","54334","27.91","45"
"128","MEDICAL UNIVERSITY OF VIENNA","AUSTRIA","1743","54158","31.07","31"
"129","UNIVERSITY OF CHICAGO","USA","1152","54051","46.92","38"
"130","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","2131","53909","25.30","33"
"131","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1240","53555","43.19","50"
"132","HOSPITAL CLINIC DE BARCELONA","SPAIN","1901","53368","28.07","43"
"133","UNIVERSITY OF MILAN","ITALY","1742","53131","30.50","32"
"134","UNIVERSITY SYSTEM OF GEORGIA","USA","1677","52985","31.60","21"
"135","PETER DOHERTY INSTITUTE","AUSTRALIA","1524","52744","34.61","40"
"136","FUNDACAO OSWALDO CRUZ","BRAZIL","2560","52521","20.52","22"
"137","FEINBERG SCHOOL OF MEDICINE","USA","1671","52210","31.24","43"
"138","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","1387","51955","37.46","43"
"139","GLAXOSMITHKLINE","ENGLAND","1983","51656","26.05","23"
"140","UNIVERSITY OF MARYLAND BALTIMORE","USA","2027","50820","25.07","18"
"141","CAPITAL MEDICAL UNIVERSITY","CHINA MAINLAND","2841","50650","17.83","26"
"142","UNICANCER","FRANCE","1216","50640","41.64","45"
"143","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2059","50550","24.55","26"
"144","BROAD INSTITUTE","USA","633","50234","79.36","72"
"145","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","1193","49101","41.16","36"
"146","UNIVERSITY OF BERN","SWITZERLAND","1690","49100","29.05","28"
"147","AGENCY FOR SCIENCE TECHNOLOGY & RESEARCH (A*STAR)","SINGAPORE","806","48809","60.56","46"
"148","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","1514","48765","32.21","30"
"149","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1259","48535","38.55","43"
"150","UNIV BRETAGNE LOIRE","N/A","2053","48390","23.57","26"
"151","NEW YORK UNIVERSITY","USA","1219","48266","39.59","34"
"152","UNIVERSITY OF GENOA","ITALY","1356","48129","35.49","40"
"153","UNIVERSITY OF CINCINNATI","USA","1601","48051","30.01","36"
"154","ROCHE HOLDING","SWITZERLAND","886","48026","54.21","42"
"155","PEKING UNIVERSITY","CHINA MAINLAND","2056","47887","23.29","37"
"156","GERMAN CANCER RESEARCH CENTER (DKFZ)","GERMANY (FED REP GER)","1045","47819","45.76","36"
"157","UNIVERSITY OF HONG KONG","HONG KONG","1345","47732","35.49","39"
"158","EGYPTIAN KNOWLEDGE BANK (EKB)","EGYPT","2562","47618","18.59","22"
"159","UNIVERSITE DE MONTPELLIER","FRANCE","2016","47548","23.59","22"
"160","HOPITAL UNIVERSITAIRE NECKER-ENFANTS MALADES - APHP","FRANCE","1145","47164","41.19","42"
"161","UNIVERSITY OF CALIFORNIA LOS ANGELES MEDICAL CENTER","USA","1610","45958","28.55","26"
"162","UNIVERSITY OF VIRGINIA","USA","1147","45369","39.55","33"
"163","UNIVERSITY OF BIRMINGHAM","ENGLAND","1195","45055","37.70","33"
"164","JOHNS HOPKINS MEDICINE","USA","1521","44956","29.56","36"
"165","ST JUDE CHILDREN'S RESEARCH HOSPITAL","USA","819","44827","54.73","55"
"166","PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","2336","44807","19.18","34"
"167","NATIONAL & KAPODISTRIAN UNIVERSITY OF ATHENS","GREECE","1239","44369","35.81","44"
"168","UNIVERSITY OF FLORIDA","USA","1550","44323","28.60","23"
"169","CINCINNATI CHILDREN'S HOSPITAL MEDICAL CENTER","USA","1373","44247","32.23","27"
"170","BOSTON UNIVERSITY","USA","1408","44038","31.28","24"
"171","UNIVERSITY OF WISCONSIN SYSTEM","USA","1446","43910","30.37","28"
"172","LA JOLLA INSTITUTE FOR IMMUNOLOGY","USA","694","43868","63.21","42"
"173","PENNSYLVANIA MEDICINE","USA","1053","43782","41.58","39"
"174","UNIVERSITY OF LIVERPOOL","ENGLAND","1559","43734","28.05","21"
"175","CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS (CSIC)","SPAIN","1659","43570","26.26","38"
"176","UNIVERSITY OF WITWATERSRAND","SOUTH AFRICA","2194","43396","19.78","24"
"177","HANNOVER MEDICAL SCHOOL","GERMANY (FED REP GER)","1462","43197","29.55","26"
"178","UNIVERSITY OF WISCONSIN MADISON","USA","1401","43121","30.78","27"
"179","UNIVERSITY OF GRONINGEN","NETHERLANDS","1256","43110","34.32","24"
"180","CHILDRENS HOSPITAL OF PHILADELPHIA","USA","1008","42298","41.96","38"
"181","CENTRAL SOUTH UNIVERSITY","CHINA MAINLAND","1980","42295","21.36","24"
"182","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","1375","42202","30.69","33"
"183","TRINITY COLLEGE DUBLIN","IRELAND","731","42054","57.53","38"
"184","SACKLER FACULTY OF MEDICINE","ISRAEL","1264","41850","33.11","38"
"185","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","1776","41763","23.52","17"
"186","MAX PLANCK SOCIETY","GERMANY (FED REP GER)","853","41294","48.41","33"
"187","HOPITAL UNIVERSITAIRE SAINT-LOUIS - APHP","FRANCE","1301","41041","31.55","35"
"188","BETH ISRAEL DEACONESS MEDICAL CENTER","USA","1214","41013","33.78","28"
"189","UNIVERSITY MEDICAL CENTER HAMBURG-EPPENDORF","GERMANY (FED REP GER)","1320","40962","31.03","33"
"190","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","1114","40840","36.66","37"
"191","VITA-SALUTE SAN RAFFAELE UNIVERSITY","ITALY","1168","40778","34.91","33"
"192","NSW HEALTH","AUSTRALIA","1379","40707","29.52","28"
"193","DAVID GEFFEN SCHOOL OF MEDICINE AT UCLA","USA","1413","40667","28.78","22"
"194","UNIVERSITY OF MASSACHUSETTS WORCESTER","USA","884","40560","45.88","31"
"195","INSTITUTO DE SALUD CARLOS III","SPAIN","1762","40511","22.99","34"
"196","UNIVERSITY OF OSAKA","JAPAN","1277","40168","31.45","27"
"197","MCMASTER UNIVERSITY","CANADA","1156","40013","34.61","34"
"198","A*STAR - SINGAPORE IMMUNOLOGY NETWORK (SIGN)","SINGAPORE","500","40001","80.00","42"
"199","UNIVERSITY OF CALIFORNIA DAVIS","USA","1178","39819","33.80","16"
"200","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","735","39810","54.16","38"
"201","FLANDERS INSTITUTE FOR BIOTECHNOLOGY (VIB)","BELGIUM","609","39527","64.90","44"
"202","MINIST HLTH","N/A","2025","39128","19.32","16"
"203","UNIVERSITY OF SOUTHAMPTON","ENGLAND","1104","38814","35.16","32"
"204","UNIVERSITE DE MONTREAL","CANADA","1412","38596","27.33","21"
"205","ROCHE HOLDING USA","USA","590","38467","65.20","38"
"206","WUHAN UNIVERSITY","CHINA MAINLAND","1331","38289","28.77","36"
"207","UNIVERSITY OF OSLO","NORWAY","1414","38151","26.98","20"
"208","UNIVERSITY OF HELSINKI","FINLAND","1100","37811","34.37","35"
"209","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","1285","37794","29.41","20"
"210","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","1561","37427","23.98","20"
"211","COPENHAGEN UNIVERSITY HOSPITAL","DENMARK","1518","37394","24.63","35"
"212","QUEEN MARY UNIVERSITY LONDON","ENGLAND","960","37218","38.77","25"
"213","IRCCS OSPEDALE SAN RAFFAELE","ITALY","1066","37172","34.87","30"
"214","UNIVERSITY OF CALGARY","CANADA","1196","37158","31.07","31"
"215","GENENTECH","USA","553","37080","67.05","38"
"216","UNIVERSITY OF PADUA","ITALY","1014","36908","36.40","31"
"217","SAPIENZA UNIVERSITY ROME","ITALY","1310","36746","28.05","15"
"218","UK RESEARCH & INNOVATION (UKRI)","ENGLAND","1083","36741","33.93","22"
"219","UNIV LYON COMUE","N/A","1182","36594","30.96","27"
"220","GUY'S & ST THOMAS' NHS FOUNDATION TRUST","ENGLAND","862","36354","42.17","39"
"221","MAHIDOL UNIVERSITY","THAILAND","1740","36138","20.77","23"
"222","CENTRE HOSPITALIER UNIVERSITAIRE VAUDOIS (CHUV)","SWITZERLAND","990","35930","36.29","26"
"223","CARDIFF UNIVERSITY","WALES","835","35812","42.89","19"
"224","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","1115","35652","31.97","17"
"225","CLEVELAND CLINIC FOUNDATION","USA","1129","35615","31.55","31"
"226","UNIVERSITY OF TOKYO","JAPAN","1428","35274","24.70","19"
"227","UNIVERSITY ZURICH HOSPITAL","SWITZERLAND","1101","35126","31.90","26"
"228","RAGON INSTITUTE","USA","724","35067","48.44","32"
"229","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","1094","34917","31.92","27"
"230","CHINESE CENTER FOR DISEASE CONTROL & PREVENTION","CHINA MAINLAND","1834","34841","19.00","10"
"231","UNIVERSITY OF SOUTHERN DENMARK","DENMARK","1012","34481","34.07","35"
"232","UNIVERSITY OF ERLANGEN NUREMBERG","GERMANY (FED REP GER)","1020","33913","33.25","25"
"233","JOHANNES GUTENBERG UNIVERSITY OF MAINZ","GERMANY (FED REP GER)","724","33819","46.71","30"
"234","AARHUS UNIVERSITY","DENMARK","1081","33518","31.01","27"
"235","KYOTO UNIVERSITY","JAPAN","1039","33382","32.13","23"
"236","TSINGHUA UNIVERSITY","CHINA MAINLAND","803","33363","41.55","29"
"237","NETHERLANDS NATIONAL INSTITUTE FOR PUBLIC HEALTH & THE ENVIRONMENT","NETHERLANDS","1184","33267","28.10","20"
"238","UNIVERSITY HEALTH NETWORK TORONTO","CANADA","1145","33028","28.85","28"
"239","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","1479","32940","22.27","14"
"240","UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE","USA","1345","32732","24.34","22"
"241","UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON","USA","1030","32624","31.67","24"
"242","NANJING MEDICAL UNIVERSITY","CHINA MAINLAND","2060","32513","15.78","24"
"243","WALTER & ELIZA HALL INSTITUTE","AUSTRALIA","644","32125","49.88","27"
"244","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","928","31953","34.43","31"
"245","GOETHE UNIVERSITY FRANKFURT","GERMANY (FED REP GER)","910","31908","35.06","17"
"246","TEHRAN UNIVERSITY OF MEDICAL SCIENCES","IRAN","1709","31901","18.67","15"
"247","ASTRAZENECA","ENGLAND","788","31734","40.27","22"
"248","IDIBAPS","SPAIN","1024","31530","30.79","26"
"249","INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD)","FRANCE","1490","31519","21.15","13"
"250","SOUTHERN MEDICAL UNIVERSITY - CHINA","CHINA MAINLAND","1918","31438","16.39","12"
"251","SICHUAN UNIVERSITY","CHINA MAINLAND","1673","31375","18.75","22"
"252","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","1156","31365","27.13","15"
"253","SWISS SCHOOL OF PUBLIC HEALTH (SSPH+)","SWITZERLAND","1034","31316","30.29","17"
"254","INDIANA UNIVERSITY SYSTEM","USA","1208","31190","25.82","18"
"255","UNIVERSITY OF IOWA","USA","1028","31140","30.29","18"
"256","RUTGERS UNIVERSITY SYSTEM","USA","1123","31116","27.71","25"
"257","CHILDREN'S HOSPITAL COLORADO","USA","920","31036","33.73","23"
"258","UNIVERSITY OF GLASGOW","SCOTLAND","912","30982","33.97","20"
"259","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1099","30900","28.12","25"
"260","UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER HOUSTON","USA","904","30543","33.79","18"
"261","UNIVERSITY OF ROCHESTER","USA","917","30361","33.11","29"
"262","MERCK & COMPANY","USA","1117","30211","27.05","15"
"263","CHU LYON","FRANCE","1177","29891","25.40","23"
"264","MURDOCH CHILDREN'S RESEARCH INSTITUTE","AUSTRALIA","1000","29657","29.66","18"
"265","HELMHOLTZ-CENTER MUNICH - GERMAN RESEARCH CENTER FOR ENVIRONMENTAL HEALTH","GERMANY (FED REP GER)","674","29639","43.97","24"
"266","UNIVERSITY HOSPITAL LEUVEN","BELGIUM","661","29526","44.67","33"
"267","GHENT UNIVERSITY HOSPITAL","BELGIUM","617","29492","47.80","22"
"268","RIKEN","JAPAN","635","29275","46.10","20"
"269","HOSPITAL UNIVERSITARI VALL D'HEBRON","SPAIN","1176","29176","24.81","22"
"270","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","850","29160","34.31","21"
"271","BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)","ENGLAND","847","28824","34.03","15"
"272","UNIVERSITY OF KWAZULU NATAL","SOUTH AFRICA","1208","28725","23.78","19"
"273","UNIVERSITY OF DUISBURG ESSEN","GERMANY (FED REP GER)","965","28677","29.72","16"
"274","UNIVERSITY OF ILLINOIS SYSTEM","USA","1209","28620","23.67","12"
"275","NATIONAL JEWISH HEALTH","USA","655","28565","43.61","20"
"276","UNIVERSITY OF CALIFORNIA BERKELEY","USA","781","28507","36.50","28"
"277","UNIVERSITY OF ANTWERP","BELGIUM","1049","28487","27.16","13"
"278","NEWCASTLE UNIVERSITY - UK","ENGLAND","589","28190","47.86","25"
"279","CHAIM SHEBA MEDICAL CENTER","ISRAEL","907","28120","31.00","23"
"280","FLOREY INSTITUTE OF NEUROSCIENCE & MENTAL HEALTH","AUSTRALIA","706","27963","39.61","20"
"281","UNIVERSITE PSL","FRANCE","528","27888","52.82","20"
"282","GEORGE WASHINGTON UNIVERSITY","USA","993","27883","28.08","17"
"283","OREGON HEALTH & SCIENCE UNIVERSITY","USA","961","27882","29.01","18"
"284","STATENS SERUM INSTITUT","DENMARK","1004","27831","27.72","18"
"285","GUANGZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","1418","27690","19.53","17"
"286","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","1204","27581","22.91","17"
"287","UNIVERSITY OF ALBERTA","CANADA","1071","27410","25.59","8"
"288","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","708","27398","38.70","14"
"289","HOWARD FLOREY INSTITUTE AFFILIATES","AUSTRALIA","673","27386","40.69","19"
"290","YESHIVA UNIVERSITY","USA","1084","27361","25.24","17"
"291","MEDICAL COLLEGE OF WISCONSIN","USA","970","27285","28.13","20"
"292","UNIVERSITY HOSPITAL OF BERN","SWITZERLAND","955","27137","28.42","11"
"293","UNIVERSITE DE TOULOUSE","FRANCE","1023","27102","26.49","14"
"294","SHANDONG UNIVERSITY","CHINA MAINLAND","1546","27058","17.50","8"
"295","UNIV NANTES ANGERS LE MANS","N/A","1144","27039","23.64","18"
"296","HOPITAL UNIVERSITAIRE PITIE-SALPETRIERE - APHP","FRANCE","847","26892","31.75","15"
"297","UNIVERSITY OF VERONA","ITALY","755","26875","35.60","21"
"298","UNIVERSITY OF MIAMI","USA","1040","26848","25.82","17"
"299","LAVAL UNIVERSITY","CANADA","759","26732","35.22","20"
"300","UNIVERSITY OF REGENSBURG","GERMANY (FED REP GER)","653","26633","40.79","20"
"301","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","995","26451","26.58","18"
"302","UPPSALA UNIVERSITY","SWEDEN","1061","26266","24.76","14"
"303","TECHNISCHE UNIVERSITAT DRESDEN","GERMANY (FED REP GER)","790","26251","33.23","18"
"304","UTAH SYSTEM OF HIGHER EDUCATION","USA","1084","26225","24.19","17"
"305","RIGSHOSPITALET","DENMARK","1233","26183","21.24","21"
"306","SWISS INSTITUTE OF ALLERGY & ASTHMA RESEARCH","SWITZERLAND","334","26169","78.35","26"
"307","EUROPEAN CENTRE FOR DISEASE PREVENTION & CONTROL","SWEDEN","776","26099","33.63","14"
"308","LUND UNIVERSITY","SWEDEN","1069","26021","24.34","13"
"309","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","1124","25879","23.02","19"
"310","STELLENBOSCH UNIVERSITY","SOUTH AFRICA","1339","25872","19.32","11"
"311","SANOFI-AVENTIS","FRANCE","1026","25695","25.04","15"
"312","UNIVERSITY OF NAPLES FEDERICO II","ITALY","787","25635","32.57","15"
"313","KIRBY INSTITUTE","AUSTRALIA","1110","25625","23.09","18"
