Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): PLANT & ANIMAL SCIENCE   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"37","MICHIGAN STATE UNIVERSITY","USA","4876","97229","19.94","124"
"38","UNIVERSITY SYSTEM OF OHIO","USA","6422","97209","15.14","80"
"39","UNIVERSITY OF MINNESOTA SYSTEM","USA","4774","95776","20.06","125"
"40","UNIVERSITY OF GEORGIA","USA","6229","95383","15.31","113"
"41","CGIAR","FRANCE","4123","94059","22.81","119"
"42","SMITHSONIAN INSTITUTION","USA","5601","91575","16.35","112"
"43","UNIVERSITE PARIS SACLAY","FRANCE","3364","91406","27.17","123"
"44","UNIVERSITY OF BRITISH COLUMBIA","CANADA","4351","91164","20.95","121"
"45","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","4449","91134","20.48","121"
"46","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","5150","90959","17.66","112"
"47","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","4772","90223","18.91","105"
"48","UNIVERSITY OF QUEENSLAND","AUSTRALIA","4665","90037","19.30","122"
"49","NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA","USA","4626","88510","19.13","86"
"50","UNITED STATES DEPARTMENT OF ENERGY (DOE)","USA","2785","88435","31.75","153"
"51","TEXAS A&M UNIVERSITY SYSTEM","USA","6434","87392","13.58","81"
"52","CNRS - INSTITUTE OF ECOLOGY & ENVIRONMENT (INEE)","FRANCE","4607","87362","18.96","71"
"53","UNITED STATES DEPARTMENT OF THE INTERIOR","USA","6541","85880","13.13","48"
"54","UNIVERSITY OF WISCONSIN SYSTEM","USA","4912","85753","17.46","93"
"55","UNIVERSITY OF LONDON","ENGLAND","5000","85216","17.04","87"
"56","SOUTH CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","5159","84838","16.44","114"
"57","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","3477","84655","24.35","128"
"58","NORTH CAROLINA STATE UNIVERSITY","USA","5643","84363","14.95","81"
"59","INSTITUT AGRO","FRANCE","3933","81240","20.66","125"
"60","UNIVERSITY OF ILLINOIS SYSTEM","USA","4895","80483","16.44","96"
"61","OREGON STATE UNIVERSITY","USA","4312","78884","18.29","83"
"62","UNIVERSIDADE ESTADUAL PAULISTA","BRAZIL","8872","78619","8.86","29"
"63","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","4220","78248","18.54","98"
"64","UNIVERSITY OF CALIFORNIA BERKELEY","USA","2738","78176","28.55","112"
"65","SORBONNE UNIVERSITE","FRANCE","4419","76789","17.38","77"
"66","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","5389","74856","13.89","69"
"67","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","4451","74292","16.69","94"
"68","PURDUE UNIVERSITY SYSTEM","USA","3945","73695","18.68","103"
"69","UNIVERSITY OF WISCONSIN MADISON","USA","4056","72945","17.98","77"
"70","PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE)","USA","3232","72697","22.49","116"
"71","PURDUE UNIVERSITY","USA","3815","72282","18.95","102"
"72","UNIVERSITY OF MELBOURNE","AUSTRALIA","3965","72185","18.21","84"
"73","KING SAUD UNIVERSITY","SAUDI ARABIA","4489","71571","15.94","177"
"74","UTRECHT UNIVERSITY","NETHERLANDS","3355","71164","21.21","113"
"75","UNIVERSITY OF ZURICH","SWITZERLAND","3885","71092","18.30","69"
"76","IOWA STATE UNIVERSITY","USA","3869","71034","18.36","72"
"77","UNITED STATES FOREST SERVICE","USA","4514","70653","15.65","44"
"78","UNIVERSITY OF HELSINKI","FINLAND","3787","70236","18.55","80"
"79","UNIVERSITY OF CAMBRIDGE","ENGLAND","3135","70190","22.39","83"
"80","UNITED STATES GEOLOGICAL SURVEY","USA","4912","69534","14.16","40"
"81","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","6967","69380","9.96","62"
"82","UNIVERSITY OF TASMANIA","AUSTRALIA","2854","69002","24.18","110"
"83","UNIVERSITY OF OXFORD","ENGLAND","2844","68792","24.19","76"
"84","CIRAD","FRANCE","3958","68672","17.35","82"
"85","INSTITUTE OF GENETICS & DEVELOPMENTAL BIOLOGY, CAS","CHINA MAINLAND","1475","68117","46.18","170"
"86","UNIVERSITY OF TOKYO","JAPAN","4626","67861","14.67","80"
"87","UNIVERSITY OF WASHINGTON","USA","3057","67401","22.05","84"
"88","FUJIAN AGRICULTURE & FORESTRY UNIVERSITY","CHINA MAINLAND","3841","66694","17.36","104"
"89","UNIVERSITY OF GUELPH","CANADA","4945","66105","13.37","41"
"90","SHANDONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","3500","66079","18.88","102"
"91","UNIVERSITY OF MISSOURI SYSTEM","USA","3086","65507","21.23","92"
"92","UNIVERSITY OF SYDNEY","AUSTRALIA","3674","65486","17.82","66"
"93","UNIVERSITY OF WASHINGTON SEATTLE","USA","2918","64972","22.27","81"
"94","AARHUS UNIVERSITY","DENMARK","3454","63344","18.34","76"
"95","PENNSYLVANIA STATE UNIVERSITY","USA","2656","62126","23.39","102"
"96","COLORADO STATE UNIVERSITY SYSTEM","USA","4341","61234","14.11","64"
"97","COLORADO STATE UNIVERSITY FORT COLLINS","USA","4309","60954","14.15","64"
"98","AUSTRALIAN NATIONAL UNIVERSITY","AUSTRALIA","2443","59806","24.48","85"
"99","BEIJING FORESTRY UNIVERSITY","CHINA MAINLAND","4252","59758","14.05","84"
"100","UNIVERSITY OF PRETORIA","SOUTH AFRICA","3590","59745","16.64","81"
"101","SICHUAN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","4113","59637","14.50","65"
"102","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","2440","59482","24.38","101"
"103","KUNMING INSTITUTE OF BOTANY, CAS","CHINA MAINLAND","2765","59362","21.47","120"
"104","POLISH ACADEMY OF SCIENCES","POLAND","4708","58940","12.52","42"
"105","AGROPARISTECH","FRANCE","2403","58707","24.43","61"
"106","UNIVERSITE PSL","FRANCE","3508","58044","16.55","80"
"107","AGRICULTURE & AGRI FOOD CANADA","CANADA","3420","57144","16.71","50"
"108","OHIO STATE UNIVERSITY","USA","3767","56920","15.11","48"
"109","UNIVERSITY OF MISSOURI COLUMBIA","USA","2801","56313","20.10","85"
"110","EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA (EMBRAPA)","BRAZIL","4956","56224","11.34","40"
"111","UNIVERSITY OF ADELAIDE","AUSTRALIA","2819","55962","19.85","64"
"112","UNIVERSIDADE DE LISBOA","PORTUGAL","3394","55729","16.42","55"
"113","UNIVERSITE DE TOULOUSE","FRANCE","2742","55514","20.25","69"
"114","UNIVERSITY OF EDINBURGH","SCOTLAND","3326","55038","16.55","58"
"115","WASHINGTON STATE UNIVERSITY","USA","3189","54225","17.00","50"
"116","UNIVERSITY OF GOTTINGEN","GERMANY (FED REP GER)","2830","54082","19.11","68"
"117","JAMES COOK UNIVERSITY","AUSTRALIA","2609","54014","20.70","66"
"118","JOHN INNES CENTER","ENGLAND","1140","54009","47.38","108"
"119","MUSEUM NATIONAL D'HISTOIRE NATURELLE (MNHN)","FRANCE","3782","53864","14.24","51"
"120","UNIVERSITY SYSTEM OF MARYLAND","USA","2502","53788","21.50","73"
"121","UNIVERSITY OF NORTH CAROLINA","USA","2491","53596","21.52","80"
"122","KYOTO UNIVERSITY","JAPAN","4011","53013","13.22","46"
"123","UNIVERSITY OF TEXAS SYSTEM","USA","2659","53003","19.93","77"
"124","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","2881","51468","17.86","62"
"125","KANSAS STATE UNIVERSITY","USA","3048","50928","16.71","48"
"126","UNIVERSITY OF CALIFORNIA RIVERSIDE","USA","2229","50783","22.78","74"
"127","UNIVERSIDADE FEDERAL DE VICOSA","BRAZIL","4191","50348","12.01","47"
"128","RIKEN","JAPAN","1481","50183","33.88","78"
"129","UNIVERSITY OF EXETER","ENGLAND","2354","49601","21.07","73"
"130","HARVARD UNIVERSITY","USA","2209","48907","22.14","69"
"131","UNIVERSITY OF TURIN","ITALY","2784","48780","17.52","65"
"132","ECOLE PRATIQUE DES HAUTES ETUDES (EPHE)","FRANCE","3094","48629","15.72","65"
"133","INSTITUTE OF BOTANY, CAS","CHINA MAINLAND","1957","48627","24.85","76"
"134","UNIVERSITY OF AGRICULTURE FAISALABAD","PAKISTAN","3168","48177","15.21","97"
"135","CHINESE ACADEMY OF FISHERY SCIENCES","CHINA MAINLAND","4257","48141","11.31","19"
"136","DUKE UNIVERSITY","USA","1665","47949","28.80","82"
"137","UNIVERSITY OF PADUA","ITALY","3127","47852","15.30","32"
"138","ROYAL BOTANIC GARDENS, KEW","ENGLAND","2387","47787","20.02","80"
"139","UNIVERSITY OF BARCELONA","SPAIN","2427","47751","19.67","58"
"140","YANGZHOU UNIVERSITY","CHINA MAINLAND","3588","47298","13.18","71"
"141","UNIVERSITY OF TENNESSEE SYSTEM","USA","3045","47100","15.47","42"
"142","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","2834","46876","16.54","53"
"143","INSTITUTE OF CROP SCIENCES, CAAS","CHINA MAINLAND","1759","46823","26.62","104"
"144","IFREMER","FRANCE","2674","46748","17.48","39"
"145","UNIVERSIDADE DO PORTO","PORTUGAL","3123","46673","14.94","51"
"146","SMITHSONIAN NATIONAL MUSEUM OF NATURAL HISTORY","USA","3124","46577","14.91","55"
"147","MONTPELLIER SUPAGRO","FRANCE","1841","46474","25.24","79"
"148","UNIVERSITY OF ALBERTA","CANADA","2669","45862","17.18","48"
"149","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","1765","45563","25.81","66"
"150","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","2900","45127","15.56","45"
"151","CENTER FOR EXCELLENCE IN MOLECULAR PLANT SCIENCES, CAS","CHINA MAINLAND","1162","44794","38.55","144"
"152","ETH ZURICH","SWITZERLAND","1895","44740","23.61","70"
"153","UNIVERSITY OF TORONTO","CANADA","2227","44553","20.01","51"
"154","UNIVERSITY OF BERN","SWITZERLAND","2867","44054","15.37","45"
"155","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","2861","43860","15.33","35"
"156","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","1994","43391","21.76","44"
"157","OCEAN UNIVERSITY OF CHINA","CHINA MAINLAND","3354","42869","12.78","26"
"158","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","2450","42857","17.49","49"
"159","COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA","INDIA","2716","42805","15.76","54"
"160","UNIVERSITY OF NOTTINGHAM","ENGLAND","2027","42693","21.06","79"
"161","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","3218","42497","13.21","37"
"162","UNIVERSITY OF ARIZONA","USA","1934","42318","21.88","63"
"163","UNIVERSITY OF VIENNA","AUSTRIA","2421","42098","17.39","42"
"164","LAOSHAN LABORATORY","CHINA MAINLAND","3347","41978","12.54","14"
"165","UNIVERSITY OF MILAN","ITALY","2932","41857","14.28","31"
"166","MINIST AGR","N/A","2425","41771","17.23","31"
"167","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2746","41712","15.19","35"
"168","UNIVERSITY OF NEBRASKA SYSTEM","USA","2225","40620","18.26","44"
"169","SOUTHWEST UNIVERSITY - CHINA","CHINA MAINLAND","3055","40590","13.29","58"
"170","UNIVERSITY OF NAPLES FEDERICO II","ITALY","2268","40218","17.73","45"
"171","CNRS - NATIONAL INSTITUTE FOR BIOLOGY (INSB)","FRANCE","1525","40166","26.34","36"
"172","FLANDERS INSTITUTE FOR BIOTECHNOLOGY (VIB)","BELGIUM","959","39768","41.47","82"
"173","UNIVERSITY OF BRISTOL","ENGLAND","2391","39477","16.51","35"
"174","MURDOCH UNIVERSITY","AUSTRALIA","2379","39382","16.55","73"
"175","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","1738","39319","22.62","49"
"176","CHINESE ACADEMY OF FORESTRY","CHINA MAINLAND","3291","39026","11.86","31"
"177","BOKU UNIVERSITY","AUSTRIA","1916","39021","20.37","44"
"178","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1747","38898","22.27","68"
"179","UNIVERSITY OF BOLOGNA","ITALY","2977","38868","13.06","38"
"180","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","2327","38785","16.67","48"
"181","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","2585","38740","14.99","28"
"182","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","2031","38734","19.07","49"
"183","UNIVERSITE PARIS CITE","FRANCE","1701","38539","22.66","56"
"184","CHIANG MAI UNIVERSITY","THAILAND","1855","38446","20.73","98"
"185","NANJING FORESTRY UNIVERSITY","CHINA MAINLAND","3220","38366","11.91","59"
"186","MACQUARIE UNIVERSITY","AUSTRALIA","1654","38343","23.18","48"
"187","AUBURN UNIVERSITY","USA","3096","38276","12.36","38"
"187","AUBURN UNIVERSITY SYSTEM","USA","3096","38276","12.36","38"
"189","MAE FAH LUANG UNIVERSITY","THAILAND","1219","38010","31.18","104"
"190","UNIVERSITY OF NEBRASKA LINCOLN","USA","2008","37776","18.81","43"
"191","STANFORD UNIVERSITY","USA","1282","37774","29.46","60"
"192","HUNAN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1898","37756","19.89","39"
"193","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","1492","37733","25.29","65"
"194","CHARLES UNIVERSITY PRAGUE","CZECH REPUBLIC","2379","37018","15.56","46"
"195","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1705","36808","21.59","58"
"196","HOKKAIDO UNIVERSITY","JAPAN","3357","36696","10.93","26"
"197","UNIV LYON COMUE","N/A","2112","36609","17.33","42"
"198","SWISS FEDERAL INSTITUTE FOR FOREST, SNOW & LANDSCAPE RESEARCH","SWITZERLAND","1371","36423","26.57","66"
"199","UNIVERSITY OF SASKATCHEWAN","CANADA","2877","36256","12.60","24"
"200","UNIVERSITY OF HAWAII SYSTEM","USA","2001","36178","18.08","38"
"201","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","1365","36011","26.38","60"
"202","UNIVERSITY OF AMSTERDAM","NETHERLANDS","1246","35893","28.81","55"
"203","UNIVERSITY OF PISA","ITALY","2349","35892","15.28","32"
"204","DEPARTMENT OF BIOTECHNOLOGY (DBT) INDIA","INDIA","1529","35583","23.27","55"
"205","NATURAL HISTORY MUSEUM LONDON","ENGLAND","2730","35382","12.96","29"
"206","UNIVERSITY OF MICHIGAN SYSTEM","USA","1816","34755","19.14","40"
"207","UNIVERSITY OF MICHIGAN","USA","1802","34704","19.26","40"
"208","UTAH SYSTEM OF HIGHER EDUCATION","USA","1903","34693","18.23","46"
"209","BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS)","CHINA MAINLAND","1399","34625","24.75","79"
"210","HOWARD HUGHES MEDICAL INSTITUTE","USA","576","34611","60.09","96"
"211","AIX-MARSEILLE UNIVERSITE","FRANCE","1656","33955","20.50","48"
"212","UNIVERSITE DE BORDEAUX","FRANCE","1468","33675","22.94","38"
"213","NATIONAL AGRICULTURE & FOOD RESEARCH ORGANIZATION - JAPAN","JAPAN","2614","33627","12.86","31"
"214","UNIVERSITY OF LONDON ROYAL VETERINARY COLLEGE","ENGLAND","2624","33538","12.78","19"
"215","NORTHEAST AGRICULTURAL UNIVERSITY - CHINA","CHINA MAINLAND","2225","33525","15.07","58"
"216","UNIVERSIDADE FEDERAL DO PARANA","BRAZIL","4002","33517","8.38","16"
"217","HENAN AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2219","33181","14.95","53"
"218","HUN-REN","HUNGARY","2264","33178","14.65","47"
"219","NORWEGIAN UNIVERSITY OF LIFE SCIENCES","NORWAY","2091","33167","15.86","32"
"220","PEKING UNIVERSITY","CHINA MAINLAND","1435","33105","23.07","83"
"221","UNIVERSITY OF TEHRAN","IRAN","2761","33068","11.98","30"
"222","UNIVERSITY OF GOTHENBURG","SWEDEN","1497","32943","22.01","61"
"223","LOUISIANA STATE UNIVERSITY SYSTEM","USA","2617","32924","12.58","24"
"224","INSTITUTE OF MARINE RESEARCH - NORWAY","NORWAY","1722","32839","19.07","35"
"225","DEPARTMENT OF PRIMARY INDUSTRIES & REGIONAL DEVELOPMENT NSW","AUSTRALIA","2137","32781","15.34","42"
"226","UNIVERSITY OF SOUTH BOHEMIA CESKE BUDEJOVICE","CZECH REPUBLIC","2155","32523","15.09","36"
"227","RUTGERS UNIVERSITY SYSTEM","USA","1578","32302","20.47","43"
"228","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","1932","32249","16.69","40"
"229","ANHUI AGRICULTURAL UNIVERSITY","CHINA MAINLAND","2261","32235","14.26","48"
"230","HEBREW UNIVERSITY OF JERUSALEM","ISRAEL","1810","32142","17.76","33"
"231","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","1546","32084","20.75","43"
"232","UNIV CLERMONT AUVERGNE ASSOC","N/A","1654","32001","19.35","34"
"233","WESTERN SYDNEY UNIVERSITY","AUSTRALIA","1145","31951","27.90","58"
"234","UNIVERSITY OF BUENOS AIRES","ARGENTINA","2679","31950","11.93","24"
"235","UNIVERSITY OF KENTUCKY","USA","1994","31819","15.96","32"
"236","LOUISIANA STATE UNIVERSITY","USA","2516","31735","12.61","22"
"237","UPPSALA UNIVERSITY","SWEDEN","1526","31714","20.78","44"
"238","STELLENBOSCH UNIVERSITY","SOUTH AFRICA","2241","31712","14.15","31"
"239","UNIVERSITY OF GLASGOW","SCOTLAND","1842","31422","17.06","35"
"240","INSTITUTE OF MICROBIOLOGY, CAS","CHINA MAINLAND","868","31368","36.14","80"
"241","FISHERIES & OCEANS CANADA","CANADA","2240","31153","13.91","17"
"242","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","1097","31100","28.35","69"
"243","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","1535","31074","20.24","50"
"244","PALACKY UNIVERSITY OLOMOUC","CZECH REPUBLIC","1495","30927","20.69","33"
"245","GUIZHOU UNIVERSITY","CHINA MAINLAND","2683","30906","11.52","75"
"246","PRES EUROPEAN UNIV BRETAGNE","N/A","1463","30857","21.09","29"
"247","IRTA","SPAIN","1691","30835","18.23","25"
"248","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","1777","30815","17.34","39"
"249","CZECH UNIVERSITY OF LIFE SCIENCES PRAGUE","CZECH REPUBLIC","2493","30538","12.25","37"
"250","UNIVERSITY OF ARKANSAS SYSTEM","USA","1849","30466","16.48","33"
"251","NAGOYA UNIVERSITY","JAPAN","1559","30320","19.45","55"
"252","UNIVERSITY OF PENNSYLVANIA","USA","2092","30262","14.47","29"
"253","UNIVERSITY OF VETERINARY MEDICINE VIENNA","AUSTRIA","2643","30193","11.42","18"
"254","UNIVERSITY OF MURCIA","SPAIN","1795","30035","16.73","43"
"255","UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL","BRAZIL","3429","30019","8.75","14"
"256","UNIVERSITY OF LIVERPOOL","ENGLAND","2166","29979","13.84","14"
"257","NORTHEAST FORESTRY UNIVERSITY - CHINA","CHINA MAINLAND","2767","29889","10.80","43"
"258","UNIVERSIDADE FEDERAL DE MINAS GERAIS","BRAZIL","3229","29763","9.22","11"
"259","YALE UNIVERSITY","USA","1306","29734","22.77","32"
"260","KU LEUVEN","BELGIUM","1698","29723","17.50","35"
"261","ZAGAZIG UNIVERSITY","EGYPT","1953","29656","15.18","59"
"262","NATIONAL TAIWAN UNIVERSITY","TAIWAN","2063","29651","14.37","38"
"263","UNIVERSITY OF LIEGE","BELGIUM","2113","29463","13.94","23"
"264","UMEA UNIVERSITY","SWEDEN","1116","29455","26.39","42"
"265","SENCKENBERG GESELLSCHAFT FUR NATURFORSCHUNG (SGN)","GERMANY (FED REP GER)","1970","29398","14.92","34"
"266","SHANGHAI OCEAN UNIVERSITY","CHINA MAINLAND","2855","29238","10.24","18"
"267","UNIVERSITY OF TARTU","ESTONIA","1106","29002","26.22","47"
"268","NATURAL RESOURCES INSTITUTE FINLAND (LUKE)","FINLAND","1923","29000","15.08","29"
"269","UNIVERSITAT POLITECNICA DE VALENCIA","SPAIN","1502","28912","19.25","34"
"270","UNIVERSITY OF CAPE TOWN","SOUTH AFRICA","1920","28882","15.04","32"
"271","LUND UNIVERSITY","SWEDEN","1487","28683","19.29","36"
"272","HAINAN UNIVERSITY","CHINA MAINLAND","2346","28563","12.18","52"
"273","UNIVERSITY OF QUEBEC","CANADA","1799","28539","15.86","26"
"274","UNIVERSITY OF LEEDS","ENGLAND","915","28410","31.05","38"
"275","IMPERIAL COLLEGE LONDON","ENGLAND","1108","28389","25.62","47"
"276","UNIVERSITE DE LORRAINE","FRANCE","1049","28365","27.04","40"
"277","LANZHOU UNIVERSITY","CHINA MAINLAND","1841","28316","15.38","41"
"278","UNIVERSIDADE ESTADUAL DE CAMPINAS","BRAZIL","2316","28301","12.22","20"
"279","UNIVERSITY OF TEXAS AUSTIN","USA","1262","28255","22.39","43"
"280","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","2223","28187","12.68","18"
"281","UNIVERSITY OF LAUSANNE","SWITZERLAND","1108","28146","25.40","43"
"282","MISSISSIPPI STATE UNIVERSITY","USA","2553","28039","10.98","20"
"283","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","1356","28033","20.67","37"
"284","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO","BRAZIL","3030","27977","9.23","23"
"285","UNIVERSITY OF ARKANSAS FAYETTEVILLE","USA","1637","27959","17.08","32"
"286","KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY","SAUDI ARABIA","1003","27942","27.86","61"
"287","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL","USA","985","27859","28.28","42"
"288","CEA","FRANCE","846","27808","32.87","43"
"289","ZHEJIANG A&F UNIVERSITY","CHINA MAINLAND","2073","27790","13.41","40"
"290","MASSEY UNIVERSITY","NEW ZEALAND","2122","27696","13.05","22"
"291","LAVAL UNIVERSITY","CANADA","1840","27680","15.04","29"
"292","UNIVERSITY OF FLORENCE","ITALY","1606","27633","17.21","28"
"293","LA TROBE UNIVERSITY","AUSTRALIA","1362","27536","20.22","32"
"294","JIANGSU ACADEMY OF AGRICULTURAL SCIENCES","CHINA MAINLAND","1728","27489","15.91","27"
"295","LOMONOSOV MOSCOW STATE UNIVERSITY","RUSSIA","2739","27411","10.01","26"
"296","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)","FRANCE","1624","27383","16.86","28"
"297","ROTHAMSTED RESEARCH","ENGLAND","786","27345","34.79","37"
"298","INSTITUTE OF PLANT PROTECTION, CAAS","CHINA MAINLAND","1714","27323","15.94","28"
"299","MARTIN LUTHER UNIVERSITY HALLE WITTENBERG","GERMANY (FED REP GER)","1194","27322","22.88","38"
"300","ROYAL NETHERLANDS ACADEMY OF ARTS & SCIENCES","NETHERLANDS","756","27176","35.95","46"
"301","VOLCANI INSTITUTE OF AGRICULTURAL RESEARCH","ISRAEL","1142","27096","23.73","41"
"302","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","1194","26933","22.56","43"
"303","DALHOUSIE UNIVERSITY","CANADA","1370","26829","19.58","31"
"304","UNIVERSIDADE FEDERAL DE PERNAMBUCO","BRAZIL","2086","26799","12.85","42"
"305","UNIVERSITY OF IDAHO","USA","1401","26553","18.95","31"
"306","UNIVERSITY OF ST ANDREWS","SCOTLAND","1396","26525","19.00","19"
"307","HENAN UNIVERSITY","CHINA MAINLAND","1094","26510","24.23","64"
"308","UT INSTITUTE OF AGRICULTURE","USA","1979","26441","13.36","18"
