Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): MICROBIOLOGY   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"49","UNIVERSITY OF MINNESOTA SYSTEM","USA","1363","53275","39.09","37"
"50","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","1323","51950","39.27","37"
"51","UNIVERSIDADE DE SAO PAULO","BRAZIL","3080","51903","16.85","20"
"52","WAGENINGEN UNIVERSITY & RESEARCH","NETHERLANDS","1307","51773","39.61","49"
"53","UNIVERSITY OF PENNSYLVANIA","USA","1364","51760","37.95","39"
"54","WASHINGTON UNIVERSITY (WUSTL)","USA","1311","51543","39.32","41"
"55","UNIVERSITY OF QUEENSLAND","AUSTRALIA","1576","51068","32.40","44"
"56","UNIVERSITY OF WISCONSIN MADISON","USA","1740","50943","29.28","36"
"57","OHIO STATE UNIVERSITY","USA","1394","49226","35.31","44"
"58","UNIVERSITY OF CAMBRIDGE","ENGLAND","1457","48948","33.60","39"
"59","UNIVERSITY OF CALIFORNIA BERKELEY","USA","1073","48666","45.36","48"
"60","BIOTECHNOLOGY AND BIOLOGICAL SCIENCES RESEARCH COUNCIL (BBSRC)","ENGLAND","1675","48515","28.96","36"
"61","KU LEUVEN","BELGIUM","1348","48004","35.61","49"
"62","UNIV BRETAGNE LOIRE","N/A","2008","47155","23.48","21"
"63","UNIVERSITY OF HONG KONG","HONG KONG","960","47052","49.01","44"
"64","INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT (IRD)","FRANCE","2194","47046","21.44","18"
"65","DUKE UNIVERSITY","USA","1184","46937","39.64","35"
"66","JOHNS HOPKINS UNIVERSITY","USA","1693","46267","27.33","32"
"67","UNIVERSITY OF CALIFORNIA SAN FRANCISCO","USA","1119","46060","41.16","44"
"68","CENTERS FOR DISEASE CONTROL & PREVENTION - USA","USA","1684","45563","27.06","39"
"69","UNIVERSITY OF EDINBURGH","SCOTLAND","1137","44986","39.57","35"
"70","UNIVERSITY OF SYDNEY","AUSTRALIA","1241","44552","35.90","31"
"71","UNIVERSITY SYSTEM OF MARYLAND","USA","1557","44138","28.35","27"
"72","AIX-MARSEILLE UNIVERSITE","FRANCE","1759","43793","24.90","21"
"73","UNIVERSITY OF CALIFORNIA DAVIS","USA","1375","43599","31.71","34"
"74","FUDAN UNIVERSITY","CHINA MAINLAND","1759","43477","24.72","46"
"75","STANFORD UNIVERSITY","USA","1146","43384","37.86","40"
"76","UNIVERSITY OF ZURICH","SWITZERLAND","1293","43005","33.26","38"
"77","CHINESE CENTER FOR DISEASE CONTROL & PREVENTION","CHINA MAINLAND","1821","42909","23.56","30"
"78","UNIVERSITY OF MICHIGAN SYSTEM","USA","1203","42557","35.38","40"
"79","UNIVERSITY OF MICHIGAN","USA","1200","42485","35.40","39"
"80","UNIVERSITE DE MONTPELLIER","FRANCE","1925","42204","21.92","15"
"81","GERMAN CENTER FOR INFECTION RESEARCH","GERMANY (FED REP GER)","1475","41931","28.43","27"
"82","UNIVERSITY OF GLASGOW","SCOTLAND","1285","41650","32.41","27"
"83","UNIVERSITY OF COLORADO SYSTEM","USA","970","41435","42.72","32"
"84","UNIVERSITY OF FLORIDA","USA","1751","41329","23.60","24"
"85","GHENT UNIVERSITY","BELGIUM","1452","40389","27.82","17"
"86","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","2173","40250","18.52","36"
"87","UNIVERSITY OF GEORGIA","USA","1670","39452","23.62","22"
"88","CHINESE ACADEMY OF MEDICAL SCIENCES - PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","2033","38963","19.17","38"
"89","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","1365","38864","28.47","32"
"90","UNIVERSITY OF ILLINOIS SYSTEM","USA","1366","38825","28.42","22"
"91","MASSACHUSETTS GENERAL HOSPITAL","USA","742","38193","51.47","44"
"92","SORBONNE UNIVERSITE","FRANCE","1304","37693","28.91","19"
"93","UNIVERSITY OF HELSINKI","FINLAND","1253","37649","30.05","34"
"94","EMORY UNIVERSITY","USA","1382","37495","27.13","23"
"95","CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1688","37428","22.17","28"
"96","HUAZHONG AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1821","37112","20.38","18"
"97","ETH ZURICH","SWITZERLAND","881","36138","41.02","35"
"98","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","1133","36088","31.85","28"
"99","NANJING AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1629","36056","22.13","32"
"100","MONASH UNIVERSITY","AUSTRALIA","1174","35882","30.56","26"
"101","UNIVERSITY OF BRITISH COLUMBIA","CANADA","1096","35603","32.48","28"
"102","WUHAN INSTITUTE OF VIROLOGY, CAS","CHINA MAINLAND","844","35484","42.04","16"
"103","UNIVERSITY OF TORONTO","CANADA","1151","35288","30.66","28"
"104","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","1346","35021","26.02","17"
"105","FUNDACAO OSWALDO CRUZ","BRAZIL","2455","34725","14.14","16"
"106","UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON","USA","982","34296","34.92","31"
"107","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","968","34057","35.18","34"
"108","CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","1741","33833","19.43","12"
"109","LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE","ENGLAND","1104","33616","30.45","16"
"110","UNIVERSITY OF ALBERTA","CANADA","874","33413","38.23","36"
"111","UNIVERSITY OF PITTSBURGH","USA","1183","33103","27.98","20"
"112","UNIVERSITY OF AMSTERDAM","NETHERLANDS","1065","33080","31.06","19"
"113","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","655","32800","50.08","39"
"114","BROAD INSTITUTE","USA","477","32738","68.63","47"
"115","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","2768","32655","11.80","9"
"116","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","1006","32403","32.21","40"
"117","ASSISTANCE PUBLIQUE HOPITAUX PARIS (APHP)","FRANCE","1302","32383","24.87","18"
"118","YALE UNIVERSITY","USA","1083","32299","29.82","22"
"119","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","1639","31962","19.50","36"
"120","SOUTH CHINA AGRICULTURAL UNIVERSITY","CHINA MAINLAND","1580","31642","20.03","19"
"121","PEKING UNION MEDICAL COLLEGE","CHINA MAINLAND","1451","31125","21.45","27"
"122","PENNSYLVANIA STATE UNIVERSITY","USA","1148","31101","27.09","16"
"123","PEKING UNIVERSITY","CHINA MAINLAND","1182","30983","26.21","33"
"124","LEIDEN UNIVERSITY","NETHERLANDS","791","30977","39.16","26"
"125","UNIVERSITY COLLEGE CORK","IRELAND","650","30951","47.62","42"
"126","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","823","30538","37.11","28"
"127","UNIVERSITY OF CHICAGO","USA","649","30280","46.66","30"
"128","VANDERBILT UNIVERSITY","USA","821","30131","36.70","28"
"129","WELLCOME TRUST SANGER INSTITUTE","ENGLAND","756","29988","39.67","18"
"130","UNIV LYON COMUE","N/A","1209","29626","24.50","16"
"131","CONSEJO NACIONAL DE INVESTIGACIONES CIENTIFICAS Y TECNICAS (CONICET)","ARGENTINA","2102","29588","14.08","14"
"132","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","732","29426","40.20","26"
"133","SCRIPPS RESEARCH INSTITUTE","USA","578","29289","50.67","24"
"134","UNIVERSITY OF TOKYO","JAPAN","1301","28995","22.29","20"
"135","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","889","28989","32.61","22"
"136","MICHIGAN STATE UNIVERSITY","USA","884","28869","32.66","22"
"137","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","604","28856","47.77","31"
"138","US DEPARTMENT OF VETERANS AFFAIRS","USA","829","28704","34.62","18"
"139","VETERANS HEALTH ADMINISTRATION (VHA)","USA","813","28362","34.89","18"
"140","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","839","28323","33.76","22"
"141","TEXAS A&M UNIVERSITY SYSTEM","USA","1111","28151","25.34","14"
"142","UNIVERSITY COLLEGE LONDON","ENGLAND","964","27932","28.98","28"
"143","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","684","27922","40.82","19"
"144","UNIVERSITY OF LIVERPOOL","ENGLAND","1079","27887","25.85","12"
"145","UNIVERSITY OF TEXAS AUSTIN","USA","458","27286","59.58","22"
"146","KAROLINSKA INSTITUTET","SWEDEN","966","27199","28.16","21"
"147","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","1251","27184","21.73","18"
"148","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","679","27047","39.83","24"
"149","ERASMUS MC","NETHERLANDS","674","26931","39.96","23"
"150","COLUMBIA UNIVERSITY","USA","779","26837","34.45","22"
"150","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","916","26837","29.30","10"
"152","TSINGHUA UNIVERSITY","CHINA MAINLAND","702","26626","37.93","22"
"153","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","807","26585","32.94","20"
"154","UNIVERSITY OF MARYLAND BALTIMORE","USA","900","26487","29.43","17"
"155","UNIVERSITY OF CALGARY","CANADA","921","26428","28.69","19"
"156","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","1040","26351","25.34","15"
"157","UNIVERSITY OF GRONINGEN","NETHERLANDS","733","26309","35.89","18"
"158","MCGILL UNIVERSITY","CANADA","923","26116","28.29","11"
"159","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","872","26075","29.90","21"
"160","RUTGERS UNIVERSITY SYSTEM","USA","993","26028","26.21","13"
"161","INSTITUTE OF MICROBIOLOGY, CAS","CHINA MAINLAND","1090","25972","23.83","20"
"162","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","982","25857","26.33","13"
"163","CONSIGLIO NAZIONALE DELLE RICERCHE (CNR)","ITALY","1006","25673","25.52","19"
"164","NEW YORK UNIVERSITY","USA","699","25654","36.70","17"
"165","NORTH CAROLINA STATE UNIVERSITY","USA","679","25641","37.76","14"
"166","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","665","25597","38.49","20"
"167","UNIVERSITY OF GOTHENBURG","SWEDEN","562","25488","45.35","33"
"168","UNIVERSITY OF VIENNA","AUSTRIA","662","25408","38.38","24"
"169","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","840","25166","29.96","16"
"170","UNIVERSITY OF TENNESSEE SYSTEM","USA","905","25150","27.79","19"
"171","JUSTUS LIEBIG UNIVERSITY GIESSEN","GERMANY (FED REP GER)","983","25114","25.55","9"
"172","WUHAN UNIVERSITY","CHINA MAINLAND","847","25053","29.58","19"
"173","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","605","25042","41.39","27"
"174","MAHIDOL UNIVERSITY","THAILAND","1163","25009","21.50","11"
"175","HELMHOLTZ-CENTER FOR INFECTION RESEARCH","GERMANY (FED REP GER)","868","24890","28.68","14"
"176","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","949","24725","26.05","8"
"177","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","1769","24641","13.93","6"
"178","WEILL CORNELL MEDICINE","USA","696","24522","35.23","28"
"179","FRIEDRICH LOEFFLER INSTITUTE","GERMANY (FED REP GER)","1096","24491","22.35","18"
"180","INDIAN COUNCIL OF AGRICULTURAL RESEARCH (ICAR)","INDIA","1296","24455","18.87","7"
"181","UNIVERSITY OF IOWA","USA","609","24116","39.60","14"
"182","INDIANA UNIVERSITY SYSTEM","USA","877","24025","27.39","9"
"183","EBERHARD KARLS UNIVERSITY OF TUBINGEN","GERMANY (FED REP GER)","910","23856","26.22","13"
"184","COLLABORATIVE INNOVATION CENTER FOR DIAGNOSIS & TREATMENT OF INFECTIOUS DISEASES","CHINA MAINLAND","718","23199","32.31","13"
"185","JAPAN INSTITUTE FOR HEALTH SECURITY (JIHS)","JAPAN","1422","22889","16.10","9"
"186","AGROPARISTECH","FRANCE","707","22835","32.30","15"
"187","COLORADO STATE UNIVERSITY SYSTEM","USA","742","22805","30.73","14"
"188","HEBREW UNIVERSITY OF JERUSALEM","ISRAEL","809","22693","28.05","16"
"189","YANGZHOU UNIVERSITY","CHINA MAINLAND","1680","22646","13.48","14"
"190","UNIVERSITY OF BASEL","SWITZERLAND","821","22635","27.57","14"
"191","NEWCASTLE UNIVERSITY - UK","ENGLAND","688","22626","32.89","16"
"192","COLORADO STATE UNIVERSITY FORT COLLINS","USA","737","22604","30.67","14"
"193","UNIVERSITY OF BERN","SWITZERLAND","865","22427","25.93","12"
"194","JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBLIC HEALTH","USA","775","22191","28.63","16"
"195","SHANDONG UNIVERSITY","CHINA MAINLAND","1515","22186","14.64","20"
"196","BAYLOR COLLEGE OF MEDICINE","USA","674","22159","32.88","16"
"197","AARHUS UNIVERSITY","DENMARK","748","22099","29.54","15"
"198","WORLD HEALTH ORGANIZATION","SWITZERLAND","804","21907","27.25","17"
"199","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","719","21870","30.42","14"
"200","UNIVERSITY OF BIRMINGHAM","ENGLAND","567","21852","38.54","15"
"201","BRIGHAM & WOMEN'S HOSPITAL","USA","555","21757","39.20","15"
"202","CNRS - INSTITUTE OF ECOLOGY & ENVIRONMENT (INEE)","FRANCE","760","21748","28.62","8"
"203","PRINCETON UNIVERSITY","USA","473","21741","45.96","13"
"204","INDIANA UNIVERSITY BLOOMINGTON","USA","772","21597","27.98","9"
"205","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","1010","21564","21.35","12"
"206","UNIVERSITY OF COLORADO BOULDER","USA","345","21534","62.42","18"
"207","UNIVERSITY OF LAUSANNE","SWITZERLAND","724","21467","29.65","15"
"208","CEA","FRANCE","891","21409","24.03","14"
"209","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","619","21389","34.55","16"
"210","NATIONAL INSTITUTE OF INFECTIOUS DISEASES (NIID)","JAPAN","1285","21331","16.60","7"
"211","UNIVERSITY OF FREIBURG","GERMANY (FED REP GER)","663","21240","32.04","12"
"212","COUNCIL OF SCIENTIFIC & INDUSTRIAL RESEARCH (CSIR) - INDIA","INDIA","1209","20983","17.36","7"
"213","UNIVERSIDADE FEDERAL DE MINAS GERAIS","BRAZIL","1372","20901","15.23","6"
"214","CHARITE UNIVERSITATSMEDIZIN BERLIN","GERMANY (FED REP GER)","623","20872","33.50","18"
"215","PETER DOHERTY INSTITUTE","AUSTRALIA","800","20787","25.98","18"
"216","UPPSALA UNIVERSITY","SWEDEN","667","20717","31.06","18"
"217","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","728","20446","28.09","8"
"218","UNIVERSITY OF ALABAMA SYSTEM","USA","700","20405","29.15","12"
"219","MCMASTER UNIVERSITY","CANADA","537","20319","37.84","17"
"220","PUBLIC HEALTH ENGLAND","ENGLAND","513","20314","39.60","14"
"221","ROYAL NETHERLANDS ACADEMY OF ARTS & SCIENCES","NETHERLANDS","324","20300","62.65","26"
"222","FRIEDRICH SCHILLER UNIVERSITY OF JENA","GERMANY (FED REP GER)","732","20256","27.67","15"
"223","NORTHWEST A&F UNIVERSITY - CHINA","CHINA MAINLAND","1084","20169","18.61","18"
"224","UNIVERSITE DE MONTREAL","CANADA","867","19885","22.94","9"
"225","SICHUAN UNIVERSITY","CHINA MAINLAND","1151","19737","17.15","12"
"226","UNIVERSIDADE FEDERAL DO RIO DE JANEIRO","BRAZIL","1143","19625","17.17","6"
"227","PACIFIC NORTHWEST NATIONAL LABORATORY","USA","330","19586","59.35","18"
"228","LEIDEN UNIVERSITY MEDICAL CENTER (LUMC)","NETHERLANDS","477","19383","40.64","12"
"229","KANSAS STATE UNIVERSITY","USA","703","19031","27.07","11"
"230","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","745","19000","25.50","17"
"231","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","711","18958","26.66","15"
"232","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","659","18916","28.70","15"
"233","UNIVERSITY OF EXETER","ENGLAND","556","18855","33.91","22"
"234","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","978","18820","19.24","11"
"235","CALIFORNIA INSTITUTE OF TECHNOLOGY","USA","360","18788","52.19","15"
"236","UNIVERSITY OF ALABAMA BIRMINGHAM","USA","639","18693","29.25","11"
"237","OREGON STATE UNIVERSITY","USA","564","18618","33.01","13"
"238","US FOOD & DRUG ADMINISTRATION (FDA)","USA","789","18591","23.56","11"
"239","FRED HUTCHINSON CANCER CENTER","USA","564","18574","32.93","20"
"240","TUFTS UNIVERSITY","USA","578","18468","31.95","8"
"241","UNIVERSITY OF PRETORIA","SOUTH AFRICA","941","18412","19.57","15"
"242","COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO)","AUSTRALIA","613","18400","30.02","13"
"243","BIOLOGY CENTRE OF THE CZECH ACADEMY OF SCIENCES","CZECH REPUBLIC","1010","18370","18.19","4"
"244","UNIVERSITY OF ARIZONA","USA","655","18359","28.03","16"
"245","UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTER","USA","436","18336","42.06","14"
"246","UNIVERSITE DE TOULOUSE","FRANCE","863","18329","21.24","5"
"247","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","854","18278","21.40","9"
"248","CAPITAL MEDICAL UNIVERSITY","CHINA MAINLAND","1172","18229","15.55","18"
"249","BOSTON CHILDREN'S HOSPITAL","USA","365","18222","49.92","15"
"249","UNIVERSITY OF MILAN","ITALY","934","18222","19.51","9"
"251","FLANDERS INSTITUTE FOR BIOTECHNOLOGY (VIB)","BELGIUM","361","18157","50.30","16"
"252","LEIBNIZ INSTITUT FUR DEUTSCHE SAMMLUNG VON MIKROORGANISMEN UND ZELLKULTUREN (DSMZ)","GERMANY (FED REP GER)","669","18139","27.11","13"
"253","INSTITUTO DE SALUD CARLOS III","SPAIN","1018","17926","17.61","12"
"254","ARIZONA STATE UNIVERSITY","USA","580","17924","30.90","19"
"255","HOKKAIDO UNIVERSITY","JAPAN","1106","17923","16.21","12"
"256","YESHIVA UNIVERSITY","USA","504","17920","35.56","12"
"257","UNIVERSITY OF NEBRASKA SYSTEM","USA","814","17805","21.87","8"
"258","NATIONAL INSTITUTE FOR COMMUNICABLE DISEASE CONTROL & PREVENTION, CHINESE CENTER FOR DISEASE CONTROL & PREVENTION","CHINA MAINLAND","640","17778","27.78","11"
"259","UNIVERSITY OF OKLAHOMA SYSTEM","USA","505","17769","35.19","17"
"260","NETHERLANDS INSTITUTE OF ECOLOGY (NIOO-KNAW)","NETHERLANDS","254","17761","69.93","24"
"261","NORTHWESTERN UNIVERSITY","USA","624","17722","28.40","9"
"262","UNIVERSITY OF DUISBURG ESSEN","GERMANY (FED REP GER)","494","17705","35.84","9"
"263","KING'S COLLEGE LONDON","ENGLAND","419","17704","42.25","19"
"264","UNIVERSITY OF COLOGNE","GERMANY (FED REP GER)","627","17651","28.15","13"
"265","UNIVERSITY OF CAPE TOWN","SOUTH AFRICA","684","17619","25.76","16"
"266","UNIVERSIDADE DO PORTO","PORTUGAL","849","17581","20.71","10"
"267","LAVAL UNIVERSITY","CANADA","645","17451","27.06","13"
"268","CSIC - CENTRO NACIONAL DE BIOTECNOLOGIA (CNB)","SPAIN","484","17390","35.93","13"
"269","ARIZONA STATE UNIVERSITY-TEMPE","USA","554","17368","31.35","19"
"270","NIH NATIONAL LIBRARY OF MEDICINE (NLM)","USA","234","17275","73.82","20"
"271","WASHINGTON STATE UNIVERSITY","USA","754","17159","22.76","10"
"272","SOUTHERN MEDICAL UNIVERSITY - CHINA","CHINA MAINLAND","993","17140","17.26","17"
"273","UNIVERSITY OF VALENCIA","SPAIN","766","17044","22.25","8"
"274","UNIVERSITY OF CALIFORNIA LOS ANGELES MEDICAL CENTER","USA","432","17027","39.41","19"
"275","RAGON INSTITUTE","USA","353","16990","48.13","17"
"276","UNIVERSITY OF GUELPH","CANADA","692","16988","24.55","13"
"277","UNIVERSITY OF BONN","GERMANY (FED REP GER)","516","16980","32.91","11"
"278","UNIVERSITY OF NOTTINGHAM","ENGLAND","734","16880","23.00","7"
"279","UNIVERSITY OF OSLO","NORWAY","569","16692","29.34","6"
"280","UNIVERSITY OF GENEVA","SWITZERLAND","624","16674","26.72","8"
"281","UNIVERSITY OF BARCELONA","SPAIN","871","16654","19.12","9"
"282","XIAMEN UNIVERSITY","CHINA MAINLAND","873","16598","19.01","14"
"283","INSTITUT AGRO","FRANCE","701","16549","23.61","10"
"284","UNIVERSITY OF ABERDEEN","SCOTLAND","332","16532","49.80","13"
"285","DARTMOUTH COLLEGE","USA","458","16501","36.03","9"
"286","JILIN UNIVERSITY","CHINA MAINLAND","1078","16435","15.25","6"
"287","GEORGIA INSTITUTE OF TECHNOLOGY","USA","361","16261","45.04","10"
"288","TEL AVIV UNIVERSITY","ISRAEL","616","16259","26.39","13"
"289","ROBERT KOCH INSTITUTE","GERMANY (FED REP GER)","747","16216","21.71","7"
"290","SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES","SWEDEN","571","16078","28.16","15"
"291","UNIVERSITY OF BOLOGNA","ITALY","684","16054","23.47","10"
"292","HARBIN VETERINARY RESEARCH INSTITUTE, CAAS","CHINA MAINLAND","804","16038","19.95","13"
"293","CHARLES UNIVERSITY PRAGUE","CZECH REPUBLIC","922","16028","17.38","9"
"294","UNIVERSITY OF WURZBURG","GERMANY (FED REP GER)","563","15958","28.34","6"
"295","UNIVERSIDADE DE LISBOA","PORTUGAL","760","15916","20.94","10"
"296","IOWA STATE UNIVERSITY","USA","660","15843","24.00","12"
"297","UNIV CLERMONT AUVERGNE ASSOC","N/A","691","15828","22.91","9"
"298","UNIVERSITY OF EAST ANGLIA","ENGLAND","462","15822","34.25","14"
"299","DEPARTMENT OF BIOTECHNOLOGY (DBT) INDIA","INDIA","949","15815","16.66","4"
"300","LOUISIANA STATE UNIVERSITY SYSTEM","USA","653","15775","24.16","8"
"301","GUANGZHOU MEDICAL UNIVERSITY","CHINA MAINLAND","786","15698","19.97","16"
"302","KYOTO UNIVERSITY","JAPAN","796","15697","19.72","13"
"303","MAYO CLINIC","USA","517","15546","30.07","14"
"304","ST JUDE CHILDREN'S RESEARCH HOSPITAL","USA","455","15419","33.89","15"
"305","EUROPEAN MOLECULAR BIOLOGY LABORATORY (EMBL)","GERMANY (FED REP GER)","373","15387","41.25","16"
"306","UNITED STATES DEPARTMENT OF DEFENSE","USA","633","15367","24.28","9"
"307","DAVID GEFFEN SCHOOL OF MEDICINE AT UCLA","USA","390","15319","39.28","18"
"308","STATENS SERUM INSTITUT","DENMARK","511","15291","29.92","15"
"309","UNIVERSIDADE ESTADUAL PAULISTA","BRAZIL","1170","15288","13.07","3"
