Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): SOCIAL SCIENCES, GENERAL   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"25","HARVARD T.H. CHAN SCHOOL OF PUBLIC HEALTH","USA","6181","138735","22.45","171"
"26","UNIVERSITY OF SYDNEY","AUSTRALIA","10200","136277","13.36","141"
"27","UTRECHT UNIVERSITY","NETHERLANDS","6990","133707","19.13","157"
"28","UNIVERSITY OF AMSTERDAM","NETHERLANDS","8886","131658","14.82","156"
"29","UNIVERSITY OF QUEENSLAND","AUSTRALIA","8923","127101","14.24","126"
"30","UNIVERSITY OF PENNSYLVANIA","USA","8552","126911","14.84","155"
"31","HARVARD MEDICAL SCHOOL","USA","6811","124849","18.33","153"
"32","UNIVERSITY OF BRITISH COLUMBIA","CANADA","8362","123831","14.81","130"
"33","UNIVERSITY OF WISCONSIN SYSTEM","USA","9233","122940","13.32","115"
"34","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","8245","120796","14.65","124"
"35","STATE UNIVERSITY OF NEW YORK (SUNY) SYSTEM","USA","10052","120438","11.98","105"
"36","MONASH UNIVERSITY","AUSTRALIA","9720","119157","12.26","115"
"37","NEW YORK UNIVERSITY","USA","8375","116037","13.86","122"
"38","UNIVERSITY SYSTEM OF MARYLAND","USA","8181","115813","14.16","108"
"39","JOHNS HOPKINS BLOOMBERG SCHOOL OF PUBLIC HEALTH","USA","6786","115318","16.99","113"
"40","UNIVERSITY OF ILLINOIS SYSTEM","USA","9348","114560","12.26","90"
"41","YALE UNIVERSITY","USA","7642","113758","14.89","143"
"42","LONDON SCHOOL OF HYGIENE & TROPICAL MEDICINE","ENGLAND","5780","112894","19.53","132"
"43","UNIVERSITY OF MINNESOTA SYSTEM","USA","7916","112489","14.21","112"
"44","PENNSYLVANIA STATE UNIVERSITY","USA","8130","111117","13.67","80"
"45","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","7577","109381","14.44","111"
"46","ARIZONA STATE UNIVERSITY","USA","7285","107514","14.76","97"
"47","CHINESE ACADEMY OF SCIENCES","CHINA MAINLAND","5121","107411","20.97","253"
"48","KING'S COLLEGE LONDON","ENGLAND","7606","106267","13.97","112"
"49","VRIJE UNIVERSITEIT AMSTERDAM","NETHERLANDS","6126","105829","17.28","110"
"50","UNIVERSITY OF CALIFORNIA SAN FRANCISCO","USA","6291","104257","16.57","120"
"51","CENTERS FOR DISEASE CONTROL & PREVENTION - USA","USA","6197","102078","16.47","107"
"52","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","9087","100907","11.10","87"
"53","UNIVERSITY OF NEW SOUTH WALES SYDNEY","AUSTRALIA","7752","100515","12.97","100"
"54","US DEPARTMENT OF VETERANS AFFAIRS","USA","5868","97991","16.70","76"
"55","OHIO STATE UNIVERSITY","USA","7312","97608","13.35","86"
"56","UNIVERSITY OF TEXAS AUSTIN","USA","7212","97013","13.45","99"
"57","DUKE UNIVERSITY","USA","6124","95758","15.64","105"
"58","UNIVERSITY OF MANCHESTER","ENGLAND","6553","95454","14.57","94"
"59","UNIVERSITY OF COLORADO SYSTEM","USA","6632","95325","14.37","85"
"60","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","6826","95296","13.96","62"
"61","UNIVERSITY OF BRISTOL","ENGLAND","4734","94867","20.04","117"
"62","UNIVERSITY OF CALIFORNIA BERKELEY","USA","6241","94860","15.20","105"
"63","ERASMUS UNIVERSITY ROTTERDAM","NETHERLANDS","5573","94627","16.98","106"
"64","UNIVERSITY OF COPENHAGEN","DENMARK","6434","93499","14.53","91"
"65","UNIVERSITY OF HONG KONG","HONG KONG","6528","93217","14.28","131"
"66","VETERANS HEALTH ADMINISTRATION (VHA)","USA","5472","92664","16.93","70"
"67","NATIONAL INSTITUTES OF HEALTH (NIH) - USA","USA","4156","92516","22.26","113"
"68","UNIVERSITY OF WISCONSIN MADISON","USA","6766","92279","13.64","88"
"69","UNIVERSITY OF EDINBURGH","SCOTLAND","6630","91915","13.86","107"
"70","UNIVERSITY OF SOUTHERN CALIFORNIA","USA","6033","91863","15.23","87"
"71","BOSTON UNIVERSITY","USA","6350","91136","14.35","111"
"72","INDIANA UNIVERSITY SYSTEM","USA","6890","91082","13.22","82"
"73","MCGILL UNIVERSITY","CANADA","6396","89291","13.96","86"
"74","HONG KONG POLYTECHNIC UNIVERSITY","HONG KONG","5290","87635","16.57","144"
"75","MICHIGAN STATE UNIVERSITY","USA","6498","87294","13.43","83"
"76","UNIVERSITY OF OTTAWA","CANADA","5155","86404","16.76","105"
"77","LONDON SCHOOL ECONOMICS & POLITICAL SCIENCE","ENGLAND","5684","86165","15.16","96"
"78","NORTHWESTERN UNIVERSITY","USA","5394","85768","15.90","94"
"79","UNIVERSITY OF OSLO","NORWAY","6542","83380","12.75","69"
"80","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (CNRS)","FRANCE","7923","83151","10.49","64"
"81","GHENT UNIVERSITY","BELGIUM","6104","82913","13.58","81"
"82","UTAH SYSTEM OF HIGHER EDUCATION","USA","6393","82806","12.95","87"
"83","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","5955","79993","13.43","72"
"84","NATIONAL UNIVERSITY OF SINGAPORE","SINGAPORE","5725","79304","13.85","104"
"85","KAROLINSKA INSTITUTET","SWEDEN","4931","78293","15.88","63"
"86","WORLD HEALTH ORGANIZATION","SWITZERLAND","3985","78272","19.64","110"
"87","UNIVERSITY OF LEEDS","ENGLAND","4711","78138","16.59","87"
"88","ARIZONA STATE UNIVERSITY-TEMPE","USA","5067","77695","15.33","76"
"89","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","4911","77528","15.79","79"
"90","RUTGERS UNIVERSITY SYSTEM","USA","6282","77057","12.27","73"
"91","CORNELL UNIVERSITY","USA","5147","76854","14.93","91"
"92","GRIFFITH UNIVERSITY","AUSTRALIA","5417","76292","14.08","83"
"93","DEAKIN UNIVERSITY","AUSTRALIA","5748","76080","13.24","78"
"94","INDIANA UNIVERSITY BLOOMINGTON","USA","5569","75785","13.61","74"
"95","AARHUS UNIVERSITY","DENMARK","5171","74650","14.44","92"
"96","UNIVERSITY OF SHEFFIELD","ENGLAND","4820","73367","15.22","63"
"97","EMORY UNIVERSITY","USA","4821","73227","15.19","68"
"98","UNIVERSITY OF PITTSBURGH","USA","5270","73221","13.89","69"
"99","KU LEUVEN","BELGIUM","5620","72627","12.92","67"
"100","STOCKHOLM UNIVERSITY","SWEDEN","4919","72416","14.72","71"
"101","UNIVERSITY OF GRONINGEN","NETHERLANDS","5244","71665","13.67","59"
"102","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","4464","71144","15.94","76"
"103","IMPERIAL COLLEGE LONDON","ENGLAND","3324","70788","21.30","103"
"104","LUND UNIVERSITY","SWEDEN","4614","69621","15.09","68"
"105","AUSTRALIAN NATIONAL UNIVERSITY","AUSTRALIA","5813","69268","11.92","54"
"106","RUTGERS UNIVERSITY NEW BRUNSWICK","USA","5455","68763","12.61","66"
"107","TEXAS A&M UNIVERSITY SYSTEM","USA","5466","68578","12.55","58"
"108","VANDERBILT UNIVERSITY","USA","4863","68405","14.07","71"
"109","CITY UNIVERSITY OF NEW YORK (CUNY) SYSTEM","USA","5849","67949","11.62","57"
"110","PEKING UNIVERSITY","CHINA MAINLAND","4387","65946","15.03","127"
"111","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","4375","65780","15.04","76"
"112","UNIVERSITY OF FLORIDA","USA","5437","64979","11.95","58"
"113","UNIVERSITY OF CHICAGO","USA","4986","64648","12.97","64"
"114","MCMASTER UNIVERSITY","CANADA","4314","64314","14.91","76"
"115","UNIVERSITY OF UTAH","USA","4573","64308","14.06","73"
"116","UNIVERSITY OF HELSINKI","FINLAND","5554","64169","11.55","54"
"117","QUEENSLAND UNIVERSITY OF TECHNOLOGY (QUT)","AUSTRALIA","4194","63833","15.22","57"
"118","UNIVERSITE DE MONTREAL","CANADA","5027","63497","12.63","42"
"119","UNIVERSITY OF SOUTH CAROLINA SYSTEM","USA","4230","63409","14.99","76"
"120","UNIVERSITY OF SOUTH CAROLINA COLUMBIA","USA","4229","63401","14.99","76"
"121","UNIVERSITY OF ALABAMA SYSTEM","USA","5276","63309","12.00","49"
"122","GEORGE WASHINGTON UNIVERSITY","USA","4097","62693","15.30","66"
"122","WASHINGTON UNIVERSITY (WUSTL)","USA","4248","62693","14.76","79"
"124","WAGENINGEN UNIVERSITY & RESEARCH","NETHERLANDS","3104","62692","20.20","71"
"125","UNIVERSITY OF GEORGIA","USA","4561","62585","13.72","67"
"126","BRIGHAM & WOMEN'S HOSPITAL","USA","3167","62363","19.69","78"
"127","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","2883","62138","21.55","85"
"128","LEIDEN UNIVERSITY","NETHERLANDS","4752","61355","12.91","58"
"129","BROWN UNIVERSITY","USA","4684","61305","13.09","55"
"130","UNIVERSITY OF EXETER","ENGLAND","3623","61023","16.84","76"
"131","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","4627","60081","12.98","57"
"132","UNIVERSITY OF SUSSEX","ENGLAND","3322","59659","17.96","96"
"133","UNIVERSITY OF AUCKLAND","NEW ZEALAND","4184","59556","14.23","54"
"134","UNIVERSITY OF GOTHENBURG","SWEDEN","4859","59378","12.22","47"
"135","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","4840","59307","12.25","48"
"136","UNIVERSITY OF SOUTHAMPTON","ENGLAND","3585","58788","16.40","66"
"137","UNIVERSITY OF CAPE TOWN","SOUTH AFRICA","3904","58461","14.97","56"
"138","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","4418","58442","13.23","50"
"139","UNIVERSITY OF ZURICH","SWITZERLAND","3640","58258","16.00","79"
"140","UNIVERSITY OF YORK - UK","ENGLAND","3950","58129","14.72","62"
"141","INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE (INSERM)","FRANCE","4312","58111","13.48","55"
"142","ERASMUS UNIVERSITY ROTTERDAM - EXCL ERASMUS MC","NETHERLANDS","3835","57795","15.07","59"
"143","SUN YAT SEN UNIVERSITY","CHINA MAINLAND","3616","57474","15.89","83"
"144","PURDUE UNIVERSITY SYSTEM","USA","4302","57435","13.35","57"
"145","FLORIDA STATE UNIVERSITY","USA","4172","57370","13.75","58"
"146","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","4618","57171","12.38","43"
"147","PURDUE UNIVERSITY","USA","4130","56379","13.65","57"
"148","UNIVERSITY OF GLASGOW","SCOTLAND","4130","56158","13.60","71"
"149","CURTIN UNIVERSITY","AUSTRALIA","3959","55950","14.13","49"
"150","UNIVERSITY OF BIRMINGHAM","ENGLAND","4448","55782","12.54","64"
"151","UNIVERSITY OF ILLINOIS CHICAGO","USA","4445","55125","12.40","42"
"152","CHINESE UNIVERSITY OF HONG KONG","HONG KONG","4560","55041","12.07","82"
"153","UNIVERSITY OF ILLINOIS CHICAGO HOSPITAL","USA","4395","54639","12.43","42"
"154","WUHAN UNIVERSITY","CHINA MAINLAND","3429","54622","15.93","113"
"155","UNIVERSITY OF ALBERTA","CANADA","4380","54045","12.34","41"
"156","UNIVERSITY OF NOTTINGHAM","ENGLAND","3770","53925","14.30","60"
"157","NEWCASTLE UNIVERSITY - UK","ENGLAND","3690","53785","14.58","59"
"158","UPPSALA UNIVERSITY","SWEDEN","4153","53714","12.93","56"
"159","UNIVERSITY OF LIVERPOOL","ENGLAND","3635","53655","14.76","65"
"160","UNIVERSITY OF CALIFORNIA DAVIS","USA","3693","53579","14.51","58"
"161","UNIVERSITY OF WATERLOO","CANADA","3335","53283","15.98","51"
"162","MAASTRICHT UNIVERSITY","NETHERLANDS","4142","53239","12.85","46"
"163","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","2554","52561","20.58","86"
"164","UNIVERSITY OF CALIFORNIA IRVINE","USA","4047","51704","12.78","42"
"165","UNIVERSITY OF SOUTHERN DENMARK","DENMARK","3486","51593","14.80","64"
"166","CARDIFF UNIVERSITY","WALES","3685","51538","13.99","40"
"167","UNIVERSITY OF ARIZONA","USA","3969","50247","12.66","40"
"168","UNIVERSITY OF MISSOURI SYSTEM","USA","4426","50162","11.33","26"
"169","TSINGHUA UNIVERSITY","CHINA MAINLAND","2940","49351","16.79","106"
"170","UNIVERSIDADE DE SAO PAULO","BRAZIL","4706","49016","10.42","38"
"171","ZHEJIANG UNIVERSITY","CHINA MAINLAND","3896","48981","12.57","93"
"172","UNIVERSITY OF WITWATERSRAND","SOUTH AFRICA","4669","48685","10.43","38"
"173","SIMON FRASER UNIVERSITY","CANADA","3427","48527","14.16","28"
"174","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","3405","48409","14.22","52"
"175","UNIVERSITY OF BERGEN","NORWAY","3059","48240","15.77","45"
"176","UNIVERSITY OF VIRGINIA","USA","3725","48116","12.92","48"
"177","DELFT UNIVERSITY OF TECHNOLOGY","NETHERLANDS","2411","48021","19.92","69"
"178","NORWEGIAN UNIVERSITY OF SCIENCE & TECHNOLOGY (NTNU)","NORWAY","3206","47951","14.96","46"
"179","LA TROBE UNIVERSITY","AUSTRALIA","4271","47947","11.23","33"
"180","UNIVERSITY OF NEWCASTLE","AUSTRALIA","3237","47831","14.78","52"
"181","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","4054","47798","11.79","64"
"182","TEMPLE UNIVERSITY","USA","2990","47700","15.95","53"
"183","UNIVERSITY OF SOUTH FLORIDA","USA","3685","47305","12.84","57"
"184","UNIVERSITY OF CENTRAL FLORIDA","USA","2915","47263","16.21","59"
"185","WESTERN UNIVERSITY (UNIVERSITY OF WESTERN ONTARIO)","CANADA","4013","46990","11.71","50"
"186","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","3671","46922","12.78","57"
"187","GEORGETOWN UNIVERSITY","USA","3628","46890","12.92","57"
"188","UNIVERSITY OF CALGARY","CANADA","3357","46531","13.86","29"
"189","MAX PLANCK SOCIETY","GERMANY (FED REP GER)","3332","46156","13.85","42"
"190","PRINCETON UNIVERSITY","USA","2660","46059","17.32","66"
"191","BEIJING NORMAL UNIVERSITY","CHINA MAINLAND","3404","45955","13.50","86"
"192","UNIVERSITY OF CONNECTICUT","USA","3628","45900","12.65","44"
"193","HUMBOLDT UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","3558","45899","12.90","55"
"194","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","2304","45673","19.82","59"
"195","UNIVERSITY OF NORTH CAROLINA SCHOOL OF MEDICINE","USA","3366","45603","13.55","52"
"196","UNIVERSITY OF COLORADO BOULDER","USA","3100","45083","14.54","41"
"197","MASSACHUSETTS GENERAL HOSPITAL","USA","2844","44928","15.80","44"
"198","UNIVERSITY OF WARWICK","ENGLAND","3598","44864","12.47","50"
"199","CIBER - CENTRO DE INVESTIGACION BIOMEDICA EN RED","SPAIN","2335","44667","19.13","48"
"200","NANYANG TECHNOLOGICAL UNIVERSITY","SINGAPORE","3565","43402","12.17","46"
"201","MACQUARIE UNIVERSITY","AUSTRALIA","3496","43201","12.36","41"
"202","ETH ZURICH","SWITZERLAND","2056","43133","20.98","57"
"203","UNIVERSITY OF TECHNOLOGY SYDNEY","AUSTRALIA","3304","43055","13.03","45"
"204","UNIVERSITY OF IOWA","USA","3782","42837","11.33","30"
"205","DURHAM UNIVERSITY","ENGLAND","3286","42821","13.03","38"
"206","INSTITUTE OF GEOGRAPHIC SCIENCES & NATURAL RESOURCES RESEARCH, CAS","CHINA MAINLAND","1579","41644","26.37","126"
"207","LANCASTER UNIVERSITY","ENGLAND","2853","41033","14.38","42"
"208","UNIVERSITY OF KANSAS","USA","3381","40924","12.10","37"
"209","CITY UNIVERSITY OF HONG KONG","HONG KONG","2778","40795","14.69","72"
"210","ERASMUS MC","NETHERLANDS","1941","40516","20.87","50"
"211","GEORGIA STATE UNIVERSITY","USA","3093","40332","13.04","35"
"212","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","2050","40299","19.66","108"
"213","NIH NATIONAL CANCER INSTITUTE (NCI)","USA","1623","39807","24.53","51"
"214","DARTMOUTH COLLEGE","USA","2113","39595","18.74","44"
"215","UNIVERSITY OF WOLLONGONG","AUSTRALIA","2762","39578","14.33","30"
"216","UNIVERSITY OF COLORADO ANSCHUTZ MEDICAL CAMPUS","USA","2644","39534","14.95","43"
"217","UNIVERSITY OF BARCELONA","SPAIN","3844","39524","10.28","40"
"218","UNIVERSITE PARIS CITE","FRANCE","3243","39443","12.16","39"
"219","UNIVERSITY OF KENTUCKY","USA","3323","39371","11.85","30"
"220","UNIVERSITY OF VIENNA","AUSTRIA","3229","39226","12.15","52"
"221","UNIVERSITY AT BUFFALO, SUNY","USA","3047","39205","12.87","30"
"222","UNIVERSITY OF EAST ANGLIA","ENGLAND","2219","38823","17.50","48"
"223","UNIVERSITY OF OTAGO","NEW ZEALAND","3021","38698","12.81","33"
"224","UNIVERSITY OF NEBRASKA SYSTEM","USA","3446","38366","11.13","34"
"225","UNIVERSITY OF SURREY","ENGLAND","1941","38129","19.64","54"
"226","NORTHEASTERN UNIVERSITY","USA","2263","37906","16.75","52"
"227","VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY","USA","2517","37768","15.01","38"
"228","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","2695","37730","14.00","36"
"229","UNIVERSITY OF TENNESSEE SYSTEM","USA","3233","37431","11.58","30"
"230","UNIVERSITY OF ANTWERP","BELGIUM","3237","37270","11.51","30"
"231","CGIAR","FRANCE","1584","37240","23.51","29"
"232","UMEA UNIVERSITY","SWEDEN","2746","36993","13.47","29"
"233","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","3056","36949","12.09","42"
"234","UNIVERSITY OF SOUTH AUSTRALIA","AUSTRALIA","2411","36850","15.28","38"
"235","ROYAL MELBOURNE INSTITUTE OF TECHNOLOGY (RMIT)","AUSTRALIA","2849","36596","12.85","40"
"236","UNIVERSITY OF JOHANNESBURG","SOUTH AFRICA","3163","36570","11.56","68"
"237","UNIVERSITY OF ALABAMA BIRMINGHAM","USA","2665","36490","13.69","29"
"238","ROLLINS SCHOOL PUBLIC HEALTH","USA","2037","36195","17.77","36"
"239","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","2647","35946","13.58","33"
"240","UNIVERSITY OF MISSOURI COLUMBIA","USA","3071","35941","11.70","19"
"241","GEORGE MASON UNIVERSITY","USA","2902","35884","12.37","32"
"242","NEVADA SYSTEM OF HIGHER EDUCATION (NSHE)","USA","2954","35828","12.13","29"
"243","UNIVERSITY OF CALIFORNIA SANTA BARBARA","USA","2211","35337","15.98","43"
"244","HEBREW UNIVERSITY OF JERUSALEM","ISRAEL","3630","35273","9.72","24"
"245","UNIVERSITY OF BERN","SWITZERLAND","2432","35004","14.39","40"
"246","FREE UNIVERSITY OF BERLIN","GERMANY (FED REP GER)","3289","34606","10.52","43"
"247","UNIVERSITY OF ADELAIDE","AUSTRALIA","2670","34595","12.96","36"
"248","TEL AVIV UNIVERSITY","ISRAEL","3814","34447","9.03","18"
"249","KAISER PERMANENTE","USA","1649","33992","20.61","29"
"250","SHANGHAI JIAO TONG UNIVERSITY","CHINA MAINLAND","2810","33700","11.99","59"
"251","WASHINGTON STATE UNIVERSITY","USA","2213","33682","15.22","46"
"252","UNIVERSIDADE DE LISBOA","PORTUGAL","2790","33583","12.04","43"
"253","UNIVERSITY OF HOUSTON","USA","2798","33368","11.93","31"
"253","UNIVERSITY OF HOUSTON SYSTEM","USA","2798","33368","11.93","31"
"255","LOUGHBOROUGH UNIVERSITY","ENGLAND","2277","33366","14.65","35"
"256","TAMPERE UNIVERSITY","FINLAND","3013","33265","11.04","25"
"257","UNIVERSITY OF HAWAII SYSTEM","USA","2439","33195","13.61","29"
"258","QUEENS UNIVERSITY - CANADA","CANADA","2492","33151","13.30","32"
"259","FLINDERS UNIVERSITY SOUTH AUSTRALIA","AUSTRALIA","2961","33059","11.16","21"
"260","UNIVERSITY OF MIAMI","USA","2611","32952","12.62","37"
"261","TONGJI UNIVERSITY","CHINA MAINLAND","2077","32865","15.82","69"
"262","RAND CORPORATION","USA","2033","32851","16.16","21"
"263","AUSTRALIAN CATHOLIC UNIVERSITY","AUSTRALIA","2221","32735","14.74","31"
"264","VIRGINIA COMMONWEALTH UNIVERSITY","USA","2487","32692","13.15","24"
"265","EGYPTIAN KNOWLEDGE BANK (EKB)","EGYPT","3007","32481","10.80","60"
"266","UNIVERSITY OF GRANADA","SPAIN","3002","32350","10.78","37"
"267","ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI","USA","1727","32183","18.64","44"
"268","DREXEL UNIVERSITY","USA","2053","32012","15.59","35"
"269","POMPEU FABRA UNIVERSITY","SPAIN","2381","31726","13.32","34"
"270","UNIVERSITY OF ARKANSAS SYSTEM","USA","2424","31630","13.05","26"
"271","UNIVERSITY COLLEGE DUBLIN","IRELAND","2678","31598","11.80","30"
"272","UNIVERSITY OF LEICESTER","ENGLAND","2004","31591","15.76","30"
"273","CIBERESP","SPAIN","1654","31501","19.05","37"
"274","QUEEN MARY UNIVERSITY LONDON","ENGLAND","2495","31407","12.59","34"
"275","UCL INSTITUTE OF EDUCATION","ENGLAND","2054","31296","15.24","42"
"276","HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY","CHINA MAINLAND","2047","31156","15.22","69"
"277","FEINBERG SCHOOL OF MEDICINE","USA","1946","30939","15.90","35"
"278","UNIVERSITY OF TWENTE","NETHERLANDS","1628","30837","18.94","41"
"279","RESEARCH TRIANGLE INSTITUTE","USA","1832","30710","16.76","37"
"280","VRIJE UNIVERSITEIT BRUSSEL","BELGIUM","2456","30611","12.46","25"
"281","UNIVERSITY OF TASMANIA","AUSTRALIA","2327","30559","13.13","24"
"282","FUDAN UNIVERSITY","CHINA MAINLAND","2893","30552","10.56","36"
"283","WESTERN SYDNEY UNIVERSITY","AUSTRALIA","2753","30492","11.08","33"
"284","UNIVERSITY OF CINCINNATI","USA","2804","30321","10.81","14"
"285","INDIAN INSTITUTE OF TECHNOLOGY SYSTEM (IIT SYSTEM)","INDIA","2100","30299","14.43","55"
"285","UNIVERSITY OF TURKU","FINLAND","2479","30299","12.22","40"
"287","UNIVERSITY OF QUEBEC","CANADA","2855","30205","10.58","26"
"288","UNIVERSITY OF GENEVA","SWITZERLAND","2510","30064","11.98","31"
"289","NANJING UNIVERSITY","CHINA MAINLAND","2054","29987","14.60","61"
"290","UNIVERSITY OF HAIFA","ISRAEL","3262","29818","9.14","15"
"291","UNIVERSITY OF NEW MEXICO","USA","2317","29704","12.82","33"
"292","QUEENS UNIVERSITY BELFAST","NORTHERN IRELAND","2555","29582","11.58","33"
"293","DALHOUSIE UNIVERSITY","CANADA","2336","29508","12.63","22"
"294","UNIVERSITY OF TENNESSEE KNOXVILLE","USA","2538","29416","11.59","22"
"295","TRINITY COLLEGE DUBLIN","IRELAND","2426","29338","12.09","31"
"296","UTRECHT UNIVERSITY MEDICAL CENTER","NETHERLANDS","1200","29319","24.43","26"
"297","TUFTS UNIVERSITY","USA","2055","29175","14.20","34"
"298","LINKOPING UNIVERSITY","SWEDEN","2355","29067","12.34","25"
"299","LOUISIANA STATE UNIVERSITY SYSTEM","USA","2166","29043","13.41","36"
"300","SEOUL NATIONAL UNIVERSITY (SNU)","SOUTH KOREA","3050","29008","9.51","22"
"301","UNIVERSITY OF VICTORIA","CANADA","1949","28670","14.71","27"
"302","MAYO CLINIC","USA","1706","28661","16.80","42"
"303","UNIVERSITE PARIS SACLAY","FRANCE","1788","28609","16.00","25"
"304","SYRACUSE UNIVERSITY","USA","2184","28349","12.98","30"
"305","COLORADO STATE UNIVERSITY SYSTEM","USA","2127","28217","13.27","31"
"306","UNIVERSITY OF VALENCIA","SPAIN","2634","28172","10.70","25"
"307","XIAMEN UNIVERSITY","CHINA MAINLAND","1608","28153","17.51","70"
"308","UNIVERSITY AT ALBANY, SUNY","USA","2408","28120","11.68","23"
"309","TILBURG UNIVERSITY","NETHERLANDS","2220","28096","12.66","20"
"310","COLORADO STATE UNIVERSITY FORT COLLINS","USA","2077","27874","13.42","31"
"311","UNIVERSITY OF TOKYO","JAPAN","2377","27785","11.69","28"
"312","UNIVERSITY OF BOLOGNA","ITALY","2560","27680","10.81","27"
"313","ARIZONA STATE UNIVERSITY-DOWNTOWN PHOENIX","USA","2060","27568","13.38","18"
"314","EAST CHINA NORMAL UNIVERSITY","CHINA MAINLAND","2176","27524","12.65","51"
"315","JAMES COOK UNIVERSITY","AUSTRALIA","1949","27478","14.10","18"
"316","STELLENBOSCH UNIVERSITY","SOUTH AFRICA","2684","27457","10.23","28"
"317","TECHNICAL UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","1794","27343","15.24","39"
"317","NORTH CAROLINA STATE UNIVERSITY","USA","2341","27343","11.68","19"
"319","YORK UNIVERSITY - CANADA","CANADA","2849","27302","9.58","20"
"320","OREGON HEALTH & SCIENCE UNIVERSITY","USA","1605","27200","16.95","31"
"321","CITY ST GEORGES, UNIVERSITY OF LONDON","ENGLAND","1800","27192","15.11","30"
"322","UNIVERSITY OF ABERDEEN","SCOTLAND","1548","27122","17.52","29"
"323","UNIVERSITY OF LAUSANNE","SWITZERLAND","2301","27072","11.77","21"
