Indicators Results List: Institutions   Filter Results By: ResearchFields   Filter Value(s): SPACE SCIENCE   Show: Top
,Institutions,Countries/Regions,Web of Science Documents,Cites,Cites/Paper,Top Papers
"22","UNIVERSITE PARIS SACLAY","FRANCE","6479","269290","41.56","226"
"23","LEIDEN UNIVERSITY","NETHERLANDS","5879","266306","45.30","244"
"24","LEIDEN UNIVERSITY - EXCL LUMC","NETHERLANDS","5878","266302","45.30","244"
"25","UNIVERSITY OF LONDON","ENGLAND","5637","249360","44.24","267"
"26","EUROPEAN SOUTHERN OBSERVATORY","CHILE","6134","231285","37.71","172"
"27","UNIVERSITY OF ARIZONA","USA","5983","230302","38.49","260"
"28","SPACE TELESCOPE SCIENCE INSTITUTE","USA","5803","229322","39.52","263"
"29","NASA JET PROPULSION LABORATORY (JPL)","USA","5616","228407","40.67","177"
"30","UNIVERSITY OF TOKYO","JAPAN","6670","227530","34.11","176"
"31","UNIVERSITY COLLEGE LONDON","ENGLAND","5068","223686","44.14","241"
"32","PRINCETON UNIVERSITY","USA","4644","223212","48.06","207"
"33","CEA","FRANCE","4393","214446","48.82","203"
"34","JOHNS HOPKINS UNIVERSITY","USA","5993","213949","35.70","215"
"35","INSTITUTO DE ASTROFISICA DE CANARIAS","SPAIN","5661","211879","37.43","176"
"36","UNIVERSITY SYSTEM OF MARYLAND","USA","4996","192272","38.49","176"
"37","MASSACHUSETTS INSTITUTE OF TECHNOLOGY (MIT)","USA","4706","192079","40.82","222"
"38","ISTITUTO NAZIONALE DI FISICA NUCLEARE (INFN)","ITALY","5134","191607","37.32","160"
"39","UNIVERSIDAD DE LA LAGUNA","SPAIN","4793","190778","39.80","153"
"40","UNIVERSITY SYSTEM OF OHIO","USA","4213","189436","44.96","175"
"41","UNIVERSITY OF GENEVA","SWITZERLAND","3899","188162","48.26","185"
"42","UNIVERSITY OF PADUA","ITALY","3760","180159","47.91","159"
"43","RUPRECHT KARLS UNIVERSITY HEIDELBERG","GERMANY (FED REP GER)","3767","178396","47.36","123"
"44","UNIVERSITY OF OXFORD","ENGLAND","4205","174662","41.54","195"
"45","UNIVERSITY OF MICHIGAN SYSTEM","USA","4599","173375","37.70","155"
"46","UNIVERSITY OF MICHIGAN","USA","4588","173306","37.77","155"
"47","UNIVERSITY OF TEXAS SYSTEM","USA","4800","173274","36.10","203"
"48","UNIVERSITY OF CALIFORNIA SANTA CRUZ","USA","3606","166879","46.28","202"
"49","UNIVERSITY OF TORONTO","CANADA","2749","166279","60.49","189"
"50","UNIVERSITY OF CHICAGO","USA","2997","161558","53.91","165"
"51","UNIVERSITY OF EDINBURGH","SCOTLAND","3378","160202","47.43","150"
"52","PENNSYLVANIA COMMONWEALTH SYSTEM OF HIGHER EDUCATION (PCSHE)","USA","3696","159597","43.18","184"
"53","UNIVERSITY OF MARYLAND COLLEGE PARK","USA","3962","157540","39.76","153"
"54","NATIONAL INSTITUTES OF NATURAL SCIENCES (NINS) - JAPAN","JAPAN","5432","155514","28.63","156"
"55","AIX-MARSEILLE UNIVERSITE","FRANCE","3536","155416","43.95","137"
"56","UNIVERSITY OF COPENHAGEN","DENMARK","3257","153344","47.08","203"
"57","NATIONAL ASTRONOMICAL OBSERVATORY OF JAPAN (NAOJ)","JAPAN","5305","153256","28.89","155"
"58","STANFORD UNIVERSITY","USA","3054","152969","50.09","149"
"59","EUROPEAN SPACE AGENCY","FRANCE","3268","152437","46.65","155"
"60","UNIVERSITE DE TOULOUSE","FRANCE","3371","150920","44.77","132"
"61","COMMUNAUTE UNIVERSITE GRENOBLE ALPES","FRANCE","3220","147033","45.66","113"
"62","UNIVERSITE GRENOBLE ALPES (UGA)","FRANCE","3219","147029","45.68","113"
"63","NIELS BOHR INSTITUTE","DENMARK","3031","145373","47.96","196"
"64","UNIVERSITE TOULOUSE III - PAUL SABATIER","FRANCE","3124","144941","46.40","127"
"65","AUSTRALIAN NATIONAL UNIVERSITY","AUSTRALIA","3274","139156","42.50","118"
"66","CARNEGIE INSTITUTION FOR SCIENCE","USA","3016","138976","46.08","122"
"67","UNIVERSITY OF COLORADO SYSTEM","USA","4372","138840","31.76","138"
"68","RUSSIAN ACADEMY OF SCIENCES","RUSSIA","7858","138339","17.60","70"
"69","UNIVERSITY OF COLORADO BOULDER","USA","4311","137475","31.89","138"
"70","LAWRENCE BERKELEY NATIONAL LABORATORY","USA","1869","133727","71.55","138"
"71","UNIVERSITY OF TEXAS AUSTIN","USA","3389","131138","38.70","159"
"72","STOCKHOLM UNIVERSITY","SWEDEN","2964","129709","43.76","106"
"73","PENNSYLVANIA STATE UNIVERSITY","USA","2968","129366","43.59","149"
"74","INSTITUT D'ESTUDIS ESPACIALS DE CATALUNYA (IEEC)","SPAIN","3025","129066","42.67","129"
"75","COLUMBIA UNIVERSITY","USA","2512","128764","51.26","149"
"76","SWISS FEDERAL INSTITUTES OF TECHNOLOGY DOMAIN","SWITZERLAND","3063","128393","41.92","127"
"77","NATIONAL ASTRONOMICAL OBSERVATORY, CAS","CHINA MAINLAND","5829","127941","21.95","125"
"78","NATIONAL RADIO ASTRONOMY OBSERVATORY (NRAO)","USA","3159","127535","40.37","140"
"79","CNRS - NATIONAL INSTITUTE OF NUCLEAR AND PARTICLE PHYSICS (IN2P3)","FRANCE","2147","126864","59.09","132"
"80","UNIVERSITY OF MANCHESTER","ENGLAND","2861","126295","44.14","121"
"81","UNIVERSITY OF AMSTERDAM","NETHERLANDS","2825","126061","44.62","133"
"82","PENNSYLVANIA STATE UNIVERSITY - UNIVERSITY PARK","USA","2838","125230","44.13","141"
"83","OHIO STATE UNIVERSITY","USA","2819","124765","44.26","115"
"84","UNIVERSITY OF GRONINGEN","NETHERLANDS","2591","123482","47.66","137"
"85","UNIVERSITY OF WASHINGTON","USA","2149","122403","56.96","123"
"86","JODRELL BANK CENTRE FOR ASTROPHYSICS","ENGLAND","2620","121793","46.49","118"
"87","RADBOUD UNIVERSITY NIJMEGEN","NETHERLANDS","1630","121762","74.70","109"
"88","UNIVERSITY OF HAWAII SYSTEM","USA","3102","120023","38.69","101"
"89","DURHAM UNIVERSITY","ENGLAND","3099","119048","38.41","92"
"90","UNIVERSITY OF CALIFORNIA LOS ANGELES","USA","3802","117765","30.97","94"
"91","UNIVERSITY OF WASHINGTON SEATTLE","USA","2093","117561","56.17","110"
"92","UNIVERSITE COTE D'AZUR","FRANCE","2789","116792","41.88","120"
"93","UNIVERSITY OF WISCONSIN SYSTEM","USA","2598","115651","44.52","142"
"94","LEIBNIZ ASSOCIATION","GERMANY (FED REP GER)","2669","113595","42.56","83"
"95","INSTITUT DE PLANETOLOGIE ET D'ASTROPHYSIQUE DE GRENOBLE (IPAG)","FRANCE","2636","112664","42.74","86"
"96","SIMONS FOUNDATION","USA","2462","112250","45.59","137"
"97","OBSERVATOIRE DE LA COTE D'AZUR","FRANCE","2655","110994","41.81","116"
"98","UNIVERSITY OF ILLINOIS SYSTEM","USA","1804","110329","61.16","102"
"99","STATE UNIVERSITY SYSTEM OF FLORIDA","USA","2416","110194","45.61","130"
"100","HELMHOLTZ ASSOCIATION","GERMANY (FED REP GER)","3514","110160","31.35","77"
"101","LEIBNIZ INSTITUT FUR ASTROPHYSIK POTSDAM (AIP)","GERMANY (FED REP GER)","2522","109634","43.47","80"
"102","LIVERPOOL JOHN MOORES UNIVERSITY","ENGLAND","1975","109385","55.38","108"
"103","UNIVERSITY OF ILLINOIS URBANA-CHAMPAIGN","USA","1747","109366","62.60","102"
"104","UNIVERSITY OF MUNICH","GERMANY (FED REP GER)","2700","109359","40.50","97"
"105","UNIVERSITY OF CALIFORNIA SANTA BARBARA","USA","1569","109261","69.64","83"
"106","FLATIRON INSTITUTE","USA","2450","108344","44.22","134"
"107","KAPTEYN ASTRONOMICAL INSTITUTE","NETHERLANDS","2427","106971","44.08","119"
"108","EUROPEAN SPACE RESEARCH & TECHNOLOGY CENTRE","NETHERLANDS","1595","105995","66.45","115"
"109","PEKING UNIVERSITY","CHINA MAINLAND","3608","105950","29.37","97"
"110","EUROPEAN SPACE ASTRONOMY CENTER","SPAIN","1900","103992","54.73","100"
"111","YALE UNIVERSITY","USA","2129","103082","48.42","122"
"112","UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS","CHINA MAINLAND","5930","101483","17.11","79"
"113","UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO","MEXICO","3642","101439","27.85","83"
"114","UNIVERSITY OF SYDNEY","AUSTRALIA","2092","100567","48.07","67"
"115","OSKAR KLEIN CENTRE","SWEDEN","1892","99402","52.54","86"
"116","UNIVERSITY OF BARCELONA","SPAIN","1873","99131","52.93","97"
"117","CSIC - INSTITUTO DE ASTROFISICA DE ANDALUCIA (IAA)","SPAIN","2936","98558","33.57","86"
"118","UNIVERSITY OF BOLOGNA","ITALY","2680","98390","36.71","85"
"119","UNIVERSITY OF WARSAW","POLAND","1294","96338","74.45","79"
"120","SWINBURNE UNIVERSITY OF TECHNOLOGY","AUSTRALIA","2086","96146","46.09","120"
"121","UNIVERSITY OF WESTERN AUSTRALIA","AUSTRALIA","2841","95903","33.76","89"
"122","AGENZIA SPAZIALE ITALIANA (ASI)","ITALY","1316","92975","70.65","84"
"123","POLISH ACADEMY OF SCIENCES","POLAND","2377","92026","38.72","64"
"124","UNIVERSITY OF BONN","GERMANY (FED REP GER)","1929","91976","47.68","71"
"125","NATIONAL OPTICAL ASTRONOMY OBSERVATORY","USA","1384","90056","65.07","68"
"126","CSIC - CENTRO DE ASTROBIOLOGIA (INTA)","SPAIN","2457","89415","36.39","110"
"127","IMPERIAL COLLEGE LONDON","ENGLAND","1904","88882","46.68","82"
"128","ACADEMIA SINICA - TAIWAN","TAIWAN","2667","87140","32.67","84"
"129","CARDIFF UNIVERSITY","WALES","1425","87000","61.05","63"
"130","NASA AMES RESEARCH CENTER","USA","2773","86231","31.10","72"
"131","UNIV LYON COMUE","N/A","1917","85966","44.84","79"
"132","UNIVERSITE CLAUDE BERNARD LYON 1","FRANCE","1849","85150","46.05","79"
"133","UNIVERSITY OF HELSINKI","FINLAND","1392","84764","60.89","61"
"134","CORNELL UNIVERSITY","USA","1823","84543","46.38","104"
"135","UNIVERSITY OF PORTSMOUTH","ENGLAND","1561","83736","53.64","94"
"136","ETH ZURICH","SWITZERLAND","2072","83723","40.41","58"
"137","UNIVERSITY OF BRITISH COLUMBIA","CANADA","1277","82686","64.75","88"
"138","UNIVERSITY OF SOUTHAMPTON","ENGLAND","2088","81994","39.27","56"
"139","NORTHWESTERN UNIVERSITY","USA","1660","81603","49.16","96"
"140","UNIVERSITY OF SUSSEX","ENGLAND","1040","80309","77.22","86"
"141","UNIVERSITY OF WISCONSIN MADISON","USA","1967","78091","39.70","98"
"142","SAPIENZA UNIVERSITY ROME","ITALY","1431","76720","53.61","73"
"143","UNIVERSIDAD DE CHILE","CHILE","2032","76473","37.63","78"
"144","UNIVERSITY OF ROME TOR VERGATA","ITALY","1405","75856","53.99","63"
"145","CSIC - INSTITUTO DE CIENCIAS DEL ESPACIO (ICE)","SPAIN","2155","75804","35.18","75"
"146","UNIVERSITY OF LEICESTER","ENGLAND","1920","75110","39.12","63"
"147","KOREA ASTRONOMY & SPACE SCIENCE INSTITUTE (KASI)","SOUTH KOREA","2693","74628","27.71","73"
"148","UNIVERSITY OF VIRGINIA","USA","1852","74031","39.97","61"
"149","UNIVERSITY OF CALIFORNIA DAVIS","USA","1249","74027","59.27","55"
"150","UNIVERSITY OF OSLO","NORWAY","1630","73767","45.26","59"
"151","NEW YORK UNIVERSITY","USA","1502","73434","48.89","68"
"152","SHANGHAI ASTRONOMICAL OBSERVATORY, CAS","CHINA MAINLAND","2373","73400","30.93","67"
"153","PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE","CHILE","1969","73013","37.08","47"
"154","UNIVERSITY OF CALIFORNIA SAN DIEGO","USA","1394","72687","52.14","60"
"155","UNIVERSITY OF ST ANDREWS","SCOTLAND","1713","72504","42.33","66"
"156","UNIVERSITY OF NOTTINGHAM","ENGLAND","882","70949","80.44","59"
"157","UNIVERSITE DE BORDEAUX","FRANCE","1270","70467","55.49","71"
"158","SLAC NATIONAL ACCELERATOR LABORATORY","USA","1275","70319","55.15","66"
"159","AUTONOMOUS UNIVERSITY OF BARCELONA","SPAIN","2248","69816","31.06","73"
"160","INTERNATIONAL SCHOOL FOR ADVANCED STUDIES (SISSA)","ITALY","887","69438","78.28","55"
"161","MCGILL UNIVERSITY","CANADA","1158","68017","58.74","80"
"162","EOTVOS LORAND UNIVERSITY","HUNGARY","1288","67719","52.58","69"
"163","AARHUS UNIVERSITY","DENMARK","1362","67472","49.54","45"
"164","TECHNICAL UNIVERSITY OF DENMARK","DENMARK","1203","67333","55.97","62"
"165","GRAN SASSO SCIENCE INSTITUTE (GSSI)","ITALY","689","66717","96.83","58"
"166","UNIVERSITY OF BIRMINGHAM","ENGLAND","1291","66338","51.38","74"
"167","UNIVERSIDADE DE SAO PAULO","BRAZIL","1736","65315","37.62","43"
"168","KU LEUVEN","BELGIUM","2037","64905","31.86","49"
"169","TEXAS A&M UNIVERSITY SYSTEM","USA","1445","64677","44.76","74"
"170","HUN-REN","HUNGARY","1638","64298","39.25","49"
"171","ARIZONA STATE UNIVERSITY","USA","1758","64096","36.46","70"
"172","NICOLAUS COPERNICUS ASTRONOMICAL CENTER OF THE POLISH ACADEMY OF SCIENCES","POLAND","1361","64070","47.08","48"
"173","MONASH UNIVERSITY","AUSTRALIA","1458","63991","43.89","78"
"174","UNIVERSITY OF BERN","SWITZERLAND","1584","63909","40.35","55"
"175","JOHNS HOPKINS UNIVERSITY APPLIED PHYSICS LABORATORY","USA","2508","63828","25.45","50"
"176","NANJING INSTITUTE OF ASTRONOMICAL OPTICS & TECHNOLOGY, NAOC, CAS","CHINA MAINLAND","2654","63813","24.04","36"
"177","SOUTHWEST RESEARCH INSTITUTE","USA","2296","63799","27.79","29"
"178","ARIZONA STATE UNIVERSITY-TEMPE","USA","1726","63462","36.77","68"
"179","UNIVERSITY OF TRIESTE","ITALY","1022","63326","61.96","48"
"180","UNIVERSITY OF WARWICK","ENGLAND","2237","63242","28.27","52"
"181","UNIVERSITY OF CALIFORNIA IRVINE","USA","1229","63195","51.42","72"
"182","TEXAS A&M UNIVERSITY COLLEGE STATION","USA","1378","62905","45.65","73"
"183","LOS ALAMOS NATIONAL LABORATORY","USA","1577","62632","39.72","55"
"184","AUTONOMOUS UNIVERSITY OF MADRID","SPAIN","1325","62144","46.90","64"
"185","UNIVERSITY OF MINNESOTA SYSTEM","USA","1573","61990","39.41","63"
"186","UNIVERSITY OF FLORIDA","USA","1412","61679","43.68","77"
"187","TEL AVIV UNIVERSITY","ISRAEL","1157","61662","53.29","50"
"188","UNIVERSITY OF MINNESOTA TWIN CITIES","USA","1549","61602","39.77","62"
"189","LOMONOSOV MOSCOW STATE UNIVERSITY","RUSSIA","2692","61505","22.85","45"
"190","NAGOYA UNIVERSITY","JAPAN","2431","61492","25.29","57"
"191","UNIVERSITY OF HAMBURG","GERMANY (FED REP GER)","1668","61405","36.81","50"
"192","COMMONWEALTH SCIENTIFIC & INDUSTRIAL RESEARCH ORGANISATION (CSIRO)","AUSTRALIA","1773","61184","34.51","55"
"193","UNIVERSITY SYSTEM OF GEORGIA","USA","1637","60602","37.02","55"
"194","UNIVERSITY OF MASSACHUSETTS SYSTEM","USA","1460","60563","41.48","92"
"195","UNITED STATES DEPARTMENT OF DEFENSE","USA","1802","60329","33.48","53"
"196","PURPLE MOUNTAIN OBSERVATORY, CAS","CHINA MAINLAND","2440","60096","24.63","35"
"197","UNIV BRETAGNE LOIRE","N/A","763","59989","78.62","52"
"198","INTER-UNIVERSITY CENTRE FOR ASTRONOMY & ASTROPHYSICS","INDIA","1387","59919","43.20","42"
"199","UNIVERSITY OF LIEGE","BELGIUM","1522","59625","39.18","51"
"200","KYOTO UNIVERSITY","JAPAN","2468","59286","24.02","36"
"201","UNIVERSITY OF TURIN","ITALY","1300","59105","45.47","53"
"202","UNIVERSITY OF THE WESTERN CAPE","SOUTH AFRICA","1155","58829","50.93","50"
"203","UNIVERSIDADE DE LISBOA","PORTUGAL","1069","58340","54.57","56"
"204","UNIVERSIDAD DE CANTABRIA","SPAIN","637","57224","89.83","62"
"205","UTAH SYSTEM OF HIGHER EDUCATION","USA","1246","57034","45.77","81"
"206","SPACE RESEARCH INSTITUTE OF THE RUSSIAN ACADEMY OF SCIENCES","RUSSIA","1758","56928","32.38","28"
"207","INSTITUT POLYTECHNIQUE DE PARIS","FRANCE","1163","56757","48.80","50"
"208","UPPSALA UNIVERSITY","SWEDEN","1046","56428","53.95","53"
"209","UNIVERSITY OF HERTFORDSHIRE","ENGLAND","1591","56321","35.40","66"
"210","WARSAW UNIVERSITY OBSERVATORY","POLAND","407","56079","137.79","31"
"211","UNIVERSITY OF MILAN","ITALY","921","55345","60.09","58"
"212","UNIVERSITY OF MASSACHUSETTS AMHERST","USA","1237","55212","44.63","86"
"213","SRON NETHERLANDS INST SPACE RES","N/A","1193","55039","46.13","51"
"214","NATIONAL RESEARCH COUNCIL CANADA","CANADA","1634","55005","33.66","80"
"215","GRADUATE UNIVERSITY FOR ADVANCED STUDIES - JAPAN","JAPAN","1906","54803","28.75","68"
"216","ICREA","SPAIN","1123","54784","48.78","66"
"217","CALIFORNIA STATE UNIVERSITY SYSTEM","USA","1288","54715","42.48","51"
"218","UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS","CHINA MAINLAND","2968","54568","18.39","44"
"219","UNITED STATES NAVY","USA","1445","53849","37.27","53"
"220","LUND UNIVERSITY","SWEDEN","945","53619","56.74","45"
"221","CSIRO ASTRONOMY & SPACE","AUSTRALIA","1556","53330","34.27","42"
"222","TSINGHUA UNIVERSITY","CHINA MAINLAND","1791","53024","29.61","52"
"223","UNIVERSITY OF MELBOURNE","AUSTRALIA","1067","52801","49.49","75"
"224","UNIVERSITY OF VIENNA","AUSTRIA","1358","52332","38.54","43"
"225","FERMI NATIONAL ACCELERATOR LABORATORY","USA","948","51979","54.83","58"
"226","MACQUARIE UNIVERSITY","AUSTRALIA","1501","51923","34.59","41"
"227","ECOLE NORMALE SUPERIEURE DE LYON (ENS DE LYON)","FRANCE","1276","51876","40.66","39"
"228","UNIVERSITY OF PENNSYLVANIA","USA","1006","51850","51.54","51"
"229","AALTO UNIVERSITY","FINLAND","696","51558","74.08","46"
"230","UNIVERSITY OF UTAH","USA","1057","51544","48.76","66"
"231","COMPLUTENSE UNIVERSITY OF MADRID","SPAIN","1121","51402","45.85","43"
"232","UNIVERSITES DE STRASBOURG ETABLISSEMENTS ASSOCIES","FRANCE","1244","51316","41.25","42"
"233","UNIVERSITE DE STRASBOURG","FRANCE","1243","51310","41.28","42"
"234","UNITED STATES NAVAL RESEARCH LABORATORY","USA","1322","51158","38.70","53"
"235","CARNEGIE MELLON UNIVERSITY","USA","934","51101","54.71","44"
"236","NANJING UNIVERSITY","CHINA MAINLAND","2264","50890","22.48","35"
Copyright © 2025 Clarivate
